"COMID","totco2g_day","pred_total","totco2g_day_fill","pred_logw_m","stream_length_m","pred_stream_area_m2_fill"
"23805764",81336.7397260274,65345.1796875,81336.7397260274,0.181765019237964,3484,5292.24574593466
"23805766",991.811506849315,3858.7294921875,991.811506849315,0.170466399643192,791,1172.00433452881
"23805768",NA,194942.34375,194942.34375,-2.23725898205838,90,0.521174942769378
"23805770",NA,-15563.2216796875,0,0.10368380465026,447,567.319856002396
"23805772",NA,2243.86547851562,2243.86547851562,0.0464668437572803,1179,1312.61658256842
"23805774",NA,-19490.365234375,0,-0.188474280349371,109,70.5476996282659
"23805776",101.947741643836,-869.589050292969,101.947741643836,0.204920448791923,1063,1704.01998944747
"23805778",17471.4707671233,24640.93359375,17471.4707671233,0.0876203131057534,2066,2529.17127174282
"23805780",NA,-22338.482421875,0,-0.0144542169749052,259,250.687581317115
"23805782",65090.8849315069,62949.10546875,65090.8849315069,0.186928145900355,3660,5628.78815328251
"23805784",NA,45383.98046875,45383.98046875,-0.194411707823672,193,123.462837909621
"23805786",41944.1909589041,57553.72265625,41944.1909589041,0.181765019237964,4534,6893.83859832839
"23805788",NA,-8667.5830078125,0,-0.209967141938915,224,138.4039418065
"23805790",9951.48830136986,15567.9931640625,9951.48830136986,-0.129406027311269,1567,1160.30999809943
"23805792",NA,-14199.34375,0,-0.24844400487109,1083,610.343211536567
"23805794",19646.9248767123,24257.265625,19646.9248767123,-0.030030085133938,2565,2394.03524392409
"23805796",NA,-24881.201171875,0,0.310191850084414,417,851.904190196601
"23805800",11499.4149041096,12556.3447265625,11499.4149041096,0.130609017507897,1994,2692.34605737153
"23805802",217.098530958904,-16715.373046875,217.098530958904,-0.00904344917874622,402,393.157751819012
"23805804",12578.3735917808,4389.75,12578.3735917808,-0.0597185088318414,1651,1437.73187233136
"23805806",2247.18616438356,11135.443359375,2247.18616438356,0.405187411008573,1602,4073.05038034615
"23805808",7292.78360547945,14588.2626953125,7292.78360547945,-0.0752513865847658,1822,1533.07961178413
"23805810",6721.44904109589,17658.5390625,6721.44904109589,-0.24844400487109,907,513.577898901785
"23805812",NA,139806.359375,139806.359375,0.290871394131059,583,1139.24082014297
"23805814",35742.7150684931,27323.158203125,35742.7150684931,-0.0285694208176435,2238,2092.63226603444
"23805816",75.0598438356164,3400.2001953125,75.0598438356164,-0.00116009368554856,2642,2635.81387676062
"23805818",39322.2994520548,43794.27734375,39322.2994520548,0.154694526893642,1994,2846.82578075553
"23805820",11468.3146027397,-1525.96154785156,11468.3146027397,-0.0977537070798369,1687,1347.53067309869
"23805822",66568.9964383562,191333.046875,66568.9964383562,0.22879633572198,2877,4871.42352453782
"23805824",94.2477780821918,1096.11779785156,94.2477780821918,0.056719572848784,1234,1404.56848341529
"23805826",96057.2465753425,79141.875,96057.2465753425,0.297611185135877,2005,3978.33263539302
"23805828",1726.48956164384,5111.3662109375,1726.48956164384,0.473234421574857,2941,8745.33518648968
"23805830",NA,-5979.43359375,0,0.138455676320425,185,254.489269216064
"23805832",NA,-30830.548828125,0,-0.365197328827851,543,232.938579264774
"23805834",13241.3712328767,17592.869140625,13241.3712328767,0.00770620262112032,2165,2205.7125425464
"23805836",NA,-17751.783203125,0,0.240758185003973,475,826.914789243245
"23805838",NA,172383.671875,172383.671875,-0.511239193882671,250,76.2227779469469
"23805840",269.675769863014,5326.9208984375,269.675769863014,0.216672447946973,322,530.247353598853
"23805842",5494.40284931507,23232.03125,5494.40284931507,0.178845414353624,801,1208.5054850737
"23805844",24256.1752684931,25687.447265625,24256.1752684931,0.056719572848784,3547,4039.80198311638
"23805846",44461.8657534247,42877.79296875,44461.8657534247,0.0936705492589111,2724,3379.16504224337
"23805848",1975.43679452055,-789.935363769531,1975.43679452055,0.347922672161362,2811,6264.22936948395
"23805850",32.7301199178082,62438.765625,32.7301199178082,0.158580195256758,2342,3373.87163010685
"23805852",14221.675890411,25890.044921875,14221.675890411,-0.00904344917874622,2722,2668.77571397987
"23805854",2512.26542465753,13783.0595703125,2512.26542465753,0.373127871480783,3394,8015.39826952289
"23805856",3991.44739726027,16080.16796875,3991.44739726027,-0.276798375921674,1320,700.98384296927
"23805858",NA,-18547.982421875,0,0.550616900866307,200,710.586324622626
"23805860",11799.236630137,19227.224609375,11799.236630137,0.0693956324422328,2448,2874.46971176222
"23805862",27929.3095890411,30344.994140625,27929.3095890411,0.088494497928453,3415,4183.63135635908
"23805864",75640.7249589041,60022.4375,75640.7249589041,0.988390221107563,2320,22588.1284928616
"23805866",28964.2849315068,32800.6796875,28964.2849315068,0.191421699471445,4325,6716.89432710018
"23805868",20981.2487671233,22230.431640625,20981.2487671233,-0.0344689235919624,1739,1604.76681619808
"23805870",2868.31726027397,13299.841796875,2868.31726027397,0.00140841594055102,2250,2258.50309813947
"23805872",1302.54323260274,4400.857421875,1302.54323260274,0.369072682933613,241,563.681085615999
"23805874",141.710316986301,-874.236511230469,141.710316986301,-0.124923817375842,2165,1621.14853845504
"23805876",60989.704109589,52938.94140625,60989.704109589,0.240758185003973,2986,5199.21311153407
"23805878",6146.2358630137,6119.673828125,6146.2358630137,0.147394595361829,3021,4239.51259855566
"23805880",17332.5665753425,23473.494140625,17332.5665753425,-0.0613931760117432,2012,1749.67107066
"23805882",15485.6630136986,34041.6015625,15485.6630136986,0.238052789105313,3801,6575.14442113755
"23805884",4315.23863013699,22930.1484375,4315.23863013699,0.056719572848784,2147,2448.85078420701
"23805886",29314.0191780822,25260.16796875,29314.0191780822,-0.071707283444275,2085,1764.72361910026
"23805888",1225.88917808219,9844.1416015625,1225.88917808219,0.307529759253711,1825,3706.3224165023
"23805890",16100.3732054795,15156.6689453125,16100.3732054795,0.0464668437572803,2545,2830.3479588255
"23805892",2486.89561643836,16124.583984375,2486.89561643836,0.241205987921666,4411,7687.54689045126
"23805894",8631.98424657534,19805.486328125,8631.98424657534,0.14262480425738,4141,5750.8234470449
"23805896",203.973209589041,-1557.67663574219,203.973209589041,-0.0752513865847658,814,685.680582827139
"23805898",NA,114655.390625,114655.390625,0.25084204106088,332,591.464456206316
"23805900",211.77666,5278.15087890625,211.77666,0.22305704654689,1180,1972.82765103237
"23805902",36224.7863013699,43160.921875,36224.7863013699,-0.00506779172087946,3257,3217.07181831493
"23805904",1944.46775342466,136778.34375,1944.46775342466,0.25635082705917,225,406.014663565519
"23805906",6375.61890410959,70508.125,6375.61890410959,0.425042314534499,978,2602.11876308975
"23805908",57571.6964383562,57291.33984375,57571.6964383562,0.178845414353624,2256,3405.39017749759
"23805910",10766.6022739726,27636.361328125,10766.6022739726,0.281314203221039,901,1721.65104656264
"23805912",3203.9695890411,12087.8193359375,3203.9695890411,0.420391174213731,1805,4751.62130148816
"23805914",1689.98194520548,5065.1376953125,1689.98194520548,0.363114363009406,983,2268.76013204082
"23805916",11922.445890411,21898.248046875,11922.445890411,0.114837227694933,2395,3120.5292666162
"23805918",264.034263287671,-977.153991699219,264.034263287671,0.0368290053387716,2776,3023.50589775014
"23805920",72086.5808219178,60279.58984375,72086.5808219178,0.166779196337601,3168,4652.32089663471
"23805922",13162.8197260274,22308.45703125,13162.8197260274,0.47436653795985,1369,4081.50180847905
"23805924",NA,67355.8046875,67355.8046875,0.550269913745114,3235,11486.2979758504
"23805926",88.7933761643836,-2903.18969726562,88.7933761643836,0.0665321513766322,1262,1470.47280549112
"23805928",183.284720547945,8858.3037109375,183.284720547945,0.367533247966861,249,580.25897936277
"23805930",27084.7150684932,30660.587890625,27084.7150684932,0.0722236895513823,2926,3453.90635729893
"23805932",NA,205728.03125,205728.03125,0.439019180667513,44,120.936272892206
"23805934",139821.287671233,107163.4375,139821.287671233,0.380299421512308,4852,11646.9034489678
"23805936",2115.66279452055,10799.4375,2115.66279452055,0.522749948040339,1443,4808.3568886073
"23805938",27.9205291232877,26011.615234375,27.9205291232877,0.343390083305103,417,919.615401484846
"23805940",68774.5397260274,63608.8046875,68774.5397260274,0.117926464858675,3825,5018.13755165446
"23805942",22209.0493150685,25529.638671875,22209.0493150685,-0.0451742073880397,2332,2099.34659776832
"23805944",1277.98103835616,-1219.95812988281,1277.98103835616,0.415016831847264,2202,5725.38720342542
"23805946",115.849873972603,-7023.63134765625,115.849873972603,0.442383842102074,132,365.587359393534
"23805948",NA,231036.734375,231036.734375,0.438830795069247,254,697.560006129887
"23805950",6474.92876712329,-2860.271484375,6474.92876712329,0.518000883369104,4118,13571.6057022663
"23805952",NA,5194.87744140625,5194.87744140625,0.444599749091385,237,659.694072751386
"23805954",NA,2022.8466796875,2022.8466796875,0.447883849830088,190,532.803161328161
"23805956",NA,1504.58203125,1504.58203125,0.448245854631609,141,395.767060814822
"23805958",87972.5342465753,90632.0390625,87972.5342465753,0.297261369771121,3818,7570.75688093242
"23805960",26.7829767123288,945.583435058594,26.7829767123288,0.13775336925087,930,1276.90601318256
"23805962",67055.8273972603,65645.09375,67055.8273972603,0.204920448791923,3267,5233.68130943531
"23805964",22600.5484931507,29340.1640625,22600.5484931507,-0.0531398865680373,1829,1616.84413263781
"23805966",174770.054794521,143182.703125,174770.054794521,0.323992527043613,5318,11216.6273999757
"23805968",5635.10383561644,15189.1787109375,5635.10383561644,-0.209967141938915,1898,1173.50545593476
"23805970",3669.23942465753,5760.5673828125,3669.23942465753,0.501561206090119,1457,4624.51922390961
"23805972",77327.901369863,58065.4921875,77327.901369863,0.168630231748773,2735,4031.88058459066
"23805974",462.792477534246,-3840.28637695312,462.792477534246,0.0233119730930631,1231,1299.50752974703
"23805976",48295.6660273973,46973.34765625,48295.6660273973,0.222086331963753,2063,3438.71188290496
"23805978",8446.93561643836,14375.0830078125,8446.93561643836,0.0962152803072968,1953,2436.4009114571
"23805980",658.584320547945,-110.734580993652,658.584320547945,0.0506232746811373,1761,1977.11648858591
"23805982",8583.75583561644,13894.8642578125,8583.75583561644,0.162400920847299,2885,4191.93061660261
"23805984",493.158378082192,3213.23657226562,493.158378082192,-0.294734078437416,913,461.122383886937
"23805986",5247.2095890411,14186.0029296875,5247.2095890411,-0.0483272508801886,2046,1831.07165054518
"23805988",866.58904109589,3722.978515625,866.58904109589,-0.0699556252350293,1685,1433.44945992843
"23805990",46643.1205479452,41729.60546875,46643.1205479452,0.0198040356968883,3013,3149.97953560017
"23805992",385.766515068493,-11061.294921875,385.766515068493,-0.304258796758208,928,461.799353904431
"23805994",60820.5698630137,64482.1640625,60820.5698630137,0.136342249098538,3600,4929.15083431555
"23805996",3940.04219178082,9574.4931640625,3940.04219178082,0.257603452763067,1294,2342.52062125467
"23805998",2874.33591780822,11854.33203125,2874.33591780822,0.0805038194187169,1355,1629.6693837043
"23806000",1359.12504410959,10203.6357421875,1359.12504410959,0.113276812132358,1102,1429.34544397309
"23806002",319.877841369863,354.563018798828,319.877841369863,0.280938518604742,795,1518.03955003792
"23806004",198847.150684932,126222.828125,198847.150684932,0.355101680999314,1223,2769.75361191356
"23806006",78451.6767123288,55416.421875,78451.6767123288,0.195828626992627,358,562.243359612257
"23806008",76751.2767123288,55605.91796875,76751.2767123288,0.141243525807165,2715,3755.91099101425
"23806010",5799.52347945205,19287.84375,5799.52347945205,0.60342491844853,1560,6259.9992944798
"23806012",40736.1871232877,49492.5546875,40736.1871232877,0.36206209342428,2252,5182.0457508609
"23806014",14087.1443835616,22254.591796875,14087.1443835616,-0.071707283444275,1941,1645.24400024517
"23806016",40086.7808219178,25045.908203125,40086.7808219178,-0.0199961596454873,1812,1727.83372351477
"23806018",11569.4219178082,24644.0859375,11569.4219178082,0.0101775287195065,2250,2302.30746108046
"23806020",14931.4175342466,21155.46484375,14931.4175342466,-0.0214028947127097,2241,2133.79070874405
"23806022",12865.2501369863,2629.373046875,12865.2501369863,0.465148626666101,2340,6827.84800381054
"23806024",22156.3479452055,18801.8828125,22156.3479452055,-0.0752513865847658,1659,1395.92704497798
"23806026",61314.6904109589,42246.125,61314.6904109589,0.0684451184355203,2635,3084.31732784762
"23806028",35736.9863013699,21682.5,35736.9863013699,-0.103743250477173,604,474.725420579432
"23806030",493.286876712329,12805.064453125,493.286876712329,-0.48837078846092,587,190.472227961477
"23806032",146533.405479452,129851.140625,146533.405479452,0.299698910283722,3464,6906.08248323544
"23806034",NA,19881.04296875,19881.04296875,0.723518325117804,2330,12327.2934974995
"23806036",150819.575342466,132892.921875,150819.575342466,0.391464710264355,850,2093.98728449133
"23806038",102083.063013699,93443.1640625,102083.063013699,0.234855489059525,2270,3897.48751745389
"23806040",12538.1284931507,17390.734375,12538.1284931507,-0.213209400148795,1513,927.987240703784
"23806042",15528.5589041096,20430.703125,15528.5589041096,-0.185562410712245,1861,1213.98380917688
"23806044",25645.4638356164,14879.865234375,25645.4638356164,-0.0699556252350293,1762,1500.58146825302
"23806046",74702.0136986301,65830.6796875,74702.0136986301,0.255091299928171,581,1045.77914687422
"23806048",19092.5268493151,30774.720703125,19092.5268493151,0.105310855356065,1273,1621.6639010399
"23806050",NA,-7045.84033203125,0,0.0831985320987724,2123,2573.38895860568
"23806052",3309.70298630137,3439.44799804688,3309.70298630137,0.507778326441565,758,2440.0892409516
"23806054",63481.6109589041,51695.04296875,63481.6109589041,0.214168558877873,3236,5296.8281789157
"23806056",40102.5863013699,33495.6328125,40102.5863013699,0.107729922700124,441,564.895217646173
"23806058",1342.7764109589,5887.70166015625,1342.7764109589,0.0411627267846795,389,427.409198023885
"23806060",NA,-4547.65576171875,0,0.0301703783907686,382,409.799401058757
"23806062",43642.6849315068,28155.19140625,43642.6849315068,-0.0037577898873018,2360,2338.04882766535
"23806064",26230.9561643836,23014.259765625,26230.9561643836,0.438075696425117,1182,3240.5410383527
"23806066",36468.7068493151,24416.728515625,36468.7068493151,-0.0359678981737914,1811,1668.61539005415
"23806068",3474.54353424658,-391.848724365234,3474.54353424658,0.425042314534499,1918,5103.34445099701
"23806070",76613.4410958904,64601.94140625,76613.4410958904,0.161768551230456,3103,4501.00574187105
"23806072",9295.97260273973,14525.2373046875,9295.97260273973,-0.256192850211701,1241,684.857117085228
"23806074",1404.0175890411,2734.50317382812,1404.0175890411,0.363114363009406,2371,5471.06861859842
"23806076",94061.5660273972,81596.640625,94061.5660273972,0.303477580763989,632,1270.99414381945
"23806078",8.82223643835616,18138.158203125,8.82223643835616,0.184647806857206,93,142.251305700133
"23806080",84607.2082191781,55226.5546875,84607.2082191781,0.247384833804952,2189,3870.87417094189
"23806082",59411.7534246575,38848.78125,59411.7534246575,0.0795984766869607,2284,2743.89277264877
"23806084",47553.6164383562,31289.546875,47553.6164383562,0.0577200024109597,2299,2626.02526390993
"23806086",7593.19232876712,14027.2724609375,7593.19232876712,-0.216498304442158,680,414.253295596464
"23806088",18704.9917808219,3977.49877929688,18704.9917808219,-0.124923817375842,1978,1481.80639703207
"23806090",15923.1920547945,10243.5146484375,15923.1920547945,-0.129406027311269,999,739.725391258026
"23806092",45703.4547945205,28050.865234375,45703.4547945205,0.0126224244295308,2760,2841.39431039231
"23806094",7250.34821917808,7613.40576171875,7250.34821917808,-0.00638534360382073,1923,1892.68364839211
"23806096",23951.5479452055,21896.861328125,23951.5479452055,-0.0900042049873042,2145,1743.88690690944
"23806098",1049.47117808219,14292.3955078125,1049.47117808219,-0.281152112428209,745,391.049367401129
"23806100",6026.16904109589,17461.49609375,6026.16904109589,-0.182687164731215,778,511.75558192561
"23806102",3018.66328767123,7781.82666015625,3018.66328767123,0.070342210724841,1921,2259.64151007004
"23806104",6985.69232876712,11738.24609375,6985.69232876712,-0.0613931760117432,1724,1496.09482564948
"23806106",161189.671232877,128249.828125,161189.671232877,0.359410031867312,6005,13734.693974355
"23806108",43393.4745205479,71700.453125,43393.4745205479,0.245636424338642,1246,2193.78444744929
"23806110",32364.4931506849,34257.703125,32364.4931506849,0.000127768401159828,2412,2410.21144811571
"23806112",4397.98767123288,18722.376953125,4397.98767123288,-0.0664920669086958,1032,885.217703691483
"23806114",20888.1591780822,10681.80078125,20888.1591780822,-0.0185980279900667,1182,1131.03278489258
"23806116",6132.35917808219,16092.0419921875,6132.35917808219,0.0335239341187138,1809,1952.82212745854
"23806118",12529.6282191781,21175.984375,12529.6282191781,0.0174351445513775,1895,1973.38118259062
"23806120",53396.695890411,34761.87109375,53396.695890411,0.10853062329947,2249,2889.45296011602
"23806122",29539.6602739726,28430.951171875,29539.6602739726,-0.0499202319925081,2081,1857.49049880145
"23806124",9321.08876712329,7977.79833984375,9321.08876712329,0.0186226584907251,1889,1971.00958088612
"23806126",31717.0191780822,23831.232421875,31717.0191780822,0.0831985320987724,3075,3720.46080389965
"23806128",2122.11394520548,9165.966796875,2122.11394520548,-0.219835216621158,658,397.278882200828
"23806130",26458.684109589,27000.734375,26458.684109589,0.056719572848784,2472,2814.27568440944
"23806132",43429.0520547945,40395.94921875,43429.0520547945,-0.00116009368554856,1553,1549.36372089676
"23806134",10345.2410958904,21433.19921875,10345.2410958904,-0.177042937917538,1916,1275.10988577983
"23806136",12328.3898630137,17118.0625,12328.3898630137,-0.107825276518502,1618,1264.72474686231
"23806138",34129.2410958904,37158.26171875,34129.2410958904,0.0312937052759106,2184,2348.93540672812
"23806140",9532.96109589041,18204.564453125,9532.96109589041,-0.0499202319925081,1546,1378.58351621051
"23806142",6765.25397260274,11722.16015625,6765.25397260274,-0.290116514980914,689,351.701870394451
"23806144",3564.3321369863,34330.953125,3564.3321369863,0.655681312796451,2520,11405.3180066725
"23806146",NA,72899.15625,72899.15625,0.200152205320627,139,220.461576994507
"23806148",NA,1728.97802734375,1728.97802734375,0.38368264952868,462,1117.92061669336
"23806150",319.589331780822,-5666.93798828125,319.589331780822,0.412069756363973,613,1582.97122113736
"23806152",24944.6630958904,28366.828125,24944.6630958904,0.0547054829573203,1809,2053.46686496914
"23806154",266.956251780822,12355.5576171875,266.956251780822,0.382721111242276,2067,4988.41758243821
"23806156",NA,410.191467285156,410.191467285156,0.410154946656765,2502,6434.27961694675
"23806158",6410.67123287671,11965.8994140625,6410.67123287671,0.29194887076589,2220,4346.831602643
"23806160",207.152702465753,-1629.2587890625,207.152702465753,-0.0580560202716392,816,712.559327873615
"23806182",NA,-1589.42199707031,0,0.0114032449924664,431,442.479076646969
"23809000",65082602.3013699,62625768,65082602.3013699,1.65153556770646,4100,183789.013279483
"23809002",43613468.3506849,44234440,43613468.3506849,1.65046758575063,2394,107051.307588508
"23809004",NA,15232897,15232897,1.6499637734818,162,7235.67107801187
"23809006",5889931.28219178,6931790,5889931.28219178,1.64995811695012,292,13041.9030783329
"23809008",NA,34217212,34217212,1.64972702228409,752,33569.5006988577
"23809010",655937.43690411,3261137.5,655937.43690411,1.64950325105521,2979,132914.940592981
"23809012",42941291.9917808,40972424,42941291.9917808,1.64627539049818,2411,106775.839263036
"23809014",NA,1572834,1572834,1.06595899145681,46,535.440382361149
"23809018",3871992.4109589,3844306.75,3871992.4109589,1.03903440282023,1719,18806.6232864615
"23809020",4156919.67123288,3824741.25,4156919.67123288,1.03463942354703,3558,38534.1007189027
"23809022",2762313.50958904,2858830.75,2762313.50958904,1.01507399260978,709,7340.42383954279
"23809024",NA,3426250.75,3426250.75,1.01180789557479,1127,11580.4150651825
"23809026",3598882.10958904,3372926.75,3598882.10958904,1.00210517446933,3736,37541.4254663179
"23809028",2932520.38356164,2951659.25,2932520.38356164,0.95204913523908,3460,30982.9409069611
"23809030",2212949.91780822,2267699.75,2212949.91780822,0.938562659498334,2944,25556.0476001194
"23809032",2175192.94520548,2143274.5,2175192.94520548,0.924838376275735,1390,11690.9500071308
"23809034",NA,1394190.625,1394190.625,0.917387345201882,76,628.353719214965
"23809036",2796855.28767123,2616123.5,2796855.28767123,0.906734816476131,5071,40909.1442098767
"23809038",1816014.87123288,1651475.375,1816014.87123288,0.849098080971672,1439,10166.2639332404
"23809040",1066090.76136986,1055048.375,1066090.76136986,0.787582939541299,807,4948.35653180517
"23809042",968230.397260274,980951.625,968230.397260274,0.768706565420446,2322,13631.7019495498
"23809044",527264.477260274,583085.75,527264.477260274,0.696605834889125,1585,7881.94265118123
"23809046",328501.873808219,291638.125,328501.873808219,0.566573976734575,9358,34493.6991942473
"23809048",26259719.7452055,26505486,26259719.7452055,1.62724898513283,1560,66126.2707872587
"23809050",61602062.3835616,61744672,61602062.3835616,1.62560104365864,3072,129724.659125632
"23809052",23070066.7890411,23282042,23070066.7890411,1.62423040793731,1596,67183.5415932894
"23809054",82842201.2876712,80557568,82842201.2876712,1.61003756890416,4284,174537.011798286
"23809056",2797877.52,2687537.75,2797877.52,1.60785599524198,501,20309.2274649115
"23809058",11856603.8465753,12295150,11856603.8465753,1.6078333259062,777,31495.8945667598
"23809060",3544670.49221918,4571383.5,3544670.49221918,1.60770066523245,204,8266.67462115137
"23809062",25602767.0054795,24358014,25602767.0054795,1.60768932314147,1453,58878.3005819646
"23809064",17172544.1309589,16961218,17172544.1309589,1.57949216757557,1005,38164.3804449441
"23809066",46649657.5561644,46878720,46649657.5561644,1.57897062184604,3132,118793.575458629
"23809068",5752937.91287671,5697013.5,5752937.91287671,1.57837053009914,427,16173.3118124025
"23809070",1173373.52967123,1459564.125,1173373.52967123,1.57832926422543,66,2499.61834150874
"23809072",7372666.94136986,6908237.5,7372666.94136986,1.57832926422543,652,24693.1795750104
"23809074",3101875.66232877,3222437.5,3101875.66232877,1.57821316400379,273,10336.539128493
"23809076",1685350.54709589,2023555.25,1685350.54709589,1.57810475057391,155,5867.26983009773
"23809078",6482678.66547945,6390919,6482678.66547945,1.57808280350391,504,19077.1358388616
"23809080",38466666.739726,37311716,38466666.739726,1.57805310705512,2948,111578.431100439
"23809082",1085587.05041096,968983.625,1085587.05041096,1.57712022665933,63,2379.36162006516
"23809084",1662532.84438356,1738189.625,1662532.84438356,1.57711893014194,98,3701.22322007803
"23809086",NA,20214414,20214414,1.57638001676806,1679,63303.9283077381
"23809088",NA,11419831,11419831,1.57510959346151,771,28984.4146410123
"23809090",6128720.86726027,6793167.5,6128720.86726027,1.57499184611251,1142,42919.846434148
"23809092",35644148.3835616,34444728,35644148.3835616,1.5745831851175,3836,144032.74781523
"23809094",NA,3867211.25,3867211.25,1.57347402971769,33,1235.9136092844
"23809096",15411338.949863,15922254,15411338.949863,1.57347402971769,2420,90633.5904519934
"23809098",3953581.53830137,4892813.5,3953581.53830137,1.572891014531,411,15372.084289677
"23809100",25404509.7,23589182,25404509.7,1.5728157209633,2569,96068.3081185288
"23809102",NA,7774359.5,7774359.5,1.56080273408057,4080,148410.074988376
"23809104",1940035.06987397,3274399,1940035.06987397,1.55953909116555,513,18606.171356317
"23809106",26058615.1150685,25611258,26058615.1150685,1.54925528998435,2769,98079.4840363148
"23809108",NA,26392580,26392580,1.54830132523942,2601,91926.6922303337
"23809110",26591713.9726027,26129444,26591713.9726027,1.54735074725972,3221,113590.301047863
"23809112",NA,25348380,25348380,1.54611870856951,2343,82393.1235606157
"23809114",NA,738027,738027,0.963970735547409,191,1757.91567570519
"23809116",1365294.67972603,1393875.75,1365294.67972603,0.960129785223372,2839,25900.0137926716
"23809118",NA,1078896.5,1078896.5,0.947858449517269,48,425.688342105558
"23809120",1353698.63852055,1292319.875,1353698.63852055,0.941466587222591,1053,9202.19440072769
"23809122",1385103.10142466,1303930.5,1385103.10142466,0.934481608280205,2101,18068.1952456798
"23809124",1264782.97158904,1170677.375,1264782.97158904,0.914699875510887,1069,8783.88716522919
"23809126",NA,1069056.75,1069056.75,0.902781991220607,68,543.623328986221
"23809128",1141121.77824658,1151401.625,1141121.77824658,0.885583028402048,2670,20516.0251013969
"23809130",NA,674767.75,674767.75,0.849598658659687,104,735.607880875929
"23809132",423501.794465753,527095.1875,423501.794465753,0.693472076322593,1423,7025.4357152705
"23809134",334203.309016438,363669.4375,334203.309016438,0.653407326811917,751,3380.72358428374
"23809136",300808.669405479,393232.0625,300808.669405479,0.631773511001813,1766,7563.89638268574
"23809138",234017.946715068,248647.265625,234017.946715068,0.575660283392155,1080,4065.36529830673
"23809140",181941.588369863,205856.6875,181941.588369863,0.50735976105299,1375,4422.18921333647
"23809142",121330.891273973,129917.0078125,121330.891273973,0.436367549774518,1051,2870.19366571695
"23809144",80010.041129589,104908.3125,80010.041129589,0.334046054674957,332,716.609355903572
"23809146",116600.065808219,99738.375,116600.065808219,0.304497379013159,3393,6842.79952846916
"23809148",NA,24482990,24482990,1.52681661627346,3798,127753.004975935
"23809150",17029244.0580822,16173737,17029244.0580822,1.50698417490441,1584,50902.5342756659
"23809152",22948642.6816438,21923370,22948642.6816438,1.50505187790574,2397,76686.7792550296
"23809154",3009841.83041096,3130765.75,3009841.83041096,1.50374024877312,235,7495.6390501264
"23809156",16227731.9284931,16504985,16227731.9284931,1.5032930048253,1609,51268.2817557091
"23809158",NA,9776231,9776231,1.50152951740258,588,18659.8024669251
"23809160",7313417.30482192,8064431.5,7313417.30482192,1.50135079274867,781,24774.2897479421
"23809162",NA,9093514,9093514,1.4976273529669,593,18650.1481040964
"23809164",20547668.9424658,20022884,20547668.9424658,1.49664131495329,3106,97463.6340225249
"23809166",20109167.7065753,19208878,20109167.7065753,1.49351542490332,2150,66981.3251477052
"23809168",15143012.8027397,15467131,15143012.8027397,1.49108597293438,1617,50095.1619621223
"23809170",4331242.8390411,4823904,4331242.8390411,1.40838454402782,1294,33137.4608157181
"23809172",10340384.5791781,10001057,10340384.5791781,1.40501838540957,3680,93511.6771581294
"23809174",6102092.04041096,6008855.5,6102092.04041096,1.39757980525672,1081,27002.5470488083
"23809176",2612495.02253425,2595672.25,2612495.02253425,1.23486756215422,1119,19217.6207513569
"23809178",5257226.05726027,4726170,5257226.05726027,1.23247965774076,2387,40769.4037587323
"23809180",NA,2896406.25,2896406.25,1.22844552473562,395,6684.10518890484
"23809182",2837519.68943836,2810522.75,2837519.68943836,1.22586269758265,1564,26308.6414266803
"23809184",2701766.94789041,2762159.25,2701766.94789041,1.22282324527027,555,9270.82332706489
"23809186",NA,2238224,2238224,1.21833334079341,509,8414.89485975146
"23809188",2240300.69646575,1962138.5,2240300.69646575,1.02570331341516,461,4891.02844435381
"23809190",1781689.52482192,1919232.25,1781689.52482192,1.02320166511361,1066,11244.8143255501
"23809192",2176753.49646575,2083637.875,2176753.49646575,1.01914417676444,1417,14808.4434848707
"23809194",NA,983326.875,983326.875,1.01422381046472,69,712.970203535875
"23809196",2148888.34578082,1968697.25,2148888.34578082,1.01015718033532,1978,20247.6941077139
"23809198",336224.970873699,596924.75,336224.970873699,0.997635231372622,116,1153.71955309879
"23809200",1262521.86216164,1304336.25,1262521.86216164,0.989426683925344,668,6519.27673634186
"23809202",NA,630173.75,630173.75,0.984716489479704,69,666.130813026307
"23809204",1874913.504,1784979.75,1874913.504,0.981422098269358,1326,12704.5093501068
"23809206",1123403.54866027,1043087,1123403.54866027,0.974542678336618,502,4734.14450573123
"23809208",248504.194653699,525407.0625,248504.194653699,0.96787865304265,404,3752.03847447926
"23809210",878967.554153425,951085.125,878967.554153425,0.923122908587281,319,2672.44674892043
"23809212",1374462.18500548,1240115.25,1374462.18500548,0.919629860391093,869,7221.82742531177
"23809214",1436839.0219726,1330306,1436839.0219726,0.884324659732698,1167,8940.93416510838
"23809216",497942.01509589,494228.34375,497942.01509589,0.728349369698689,2970,15888.9304703333
"23809218",320914.043728767,354551.875,320914.043728767,0.65163115429518,972,4358.16938646944
"23809220",154940.212857534,161233.4375,154940.212857534,0.499257848016705,1139,3595.93600704894
"23809222",156224.415534247,148597.796875,156224.415534247,0.404093078589753,4015,10180.7745937368
"23809224",697935.863835616,660504.4375,697935.863835616,0.717527312789392,4504,23504.4254738766
"23809226",444563.304657534,499436.625,444563.304657534,0.631773511001813,944,4043.62269678166
"23809228",540943.006273973,449498.0625,540943.006273973,0.60616057393989,1106,4466.10878400488
