"COMID","totco2g_day","pred_total","totco2g_day_fill","pred_logw_m","stream_length_m","pred_stream_area_m2_fill"
"23759700",89393.7284383562,49102.4609375,89393.7284383562,0.628755284034059,3077,13087.7416757857
"23759702",34426.0126027397,51813.03515625,34426.0126027397,0.49369252478502,1047,3263.52273522268
"23759704",70943.3358904109,91082.171875,70943.3358904109,0.285406492832759,2559,4938.66397668268
"23759706",36262.4708794521,46745.375,36262.4708794521,0.273680639995707,5170,9710.83453186462
"23759708",68392.2074712329,76193.7421875,68392.2074712329,0.452723201105053,2494,7074.47352616856
"23759710",43002.6388273973,40829.9453125,43002.6388273973,0.27406843299198,2978,5595.38962789221
"23759712",NA,511695.875,511695.875,0.615833335550083,425,1754.7958960463
"23759714",285648.764383562,319467.4375,285648.764383562,0.611269821373957,1524,6226.6929105018
"23759716",60038.5281287671,62790.9609375,60038.5281287671,0.36390039876706,5880,13588.7124818285
"23759718",NA,488931.46875,488931.46875,0.516395682226861,300,985.310951148428
"23759720",1315.5378739726,-1198.12170410156,1315.5378739726,0.514779130194717,1112,3638.48355070756
"23759722",NA,82718.34375,82718.34375,0.476454280218309,1071,3207.96309025729
"23759724",39084.4569863014,39634.77734375,39084.4569863014,0.0945219442112366,2753,3419.36467085308
"23759726",39083.8915068493,35097.35546875,39083.8915068493,0.0712848857417253,1525,1797.68915444676
"23759728",21346.2511232877,42318.65234375,21346.2511232877,0.339057580177033,3362,7338.32537806272
"23759730",40229.8298630137,90913.859375,40229.8298630137,0.255931755257677,597,1076.17009025533
"23759732",897.811684931507,7306.74755859375,897.811684931507,0.0962152803072968,1720,2146.48004710328
"23759734",109.089189863014,-12624.470703125,109.089189863014,0.323368775836294,3779,7958.24831197382
"23759736",391.314739726027,11607.890625,391.314739726027,-0.111981518520447,1697,1311.73792652055
"23759738",62426.202739726,71601.7265625,62426.202739726,0.34367601822051,5122,11297.6200759782
"23759740",39814.1342465753,37629.26171875,39814.1342465753,0.10368380465026,2205,2800.89232944567
"23759742",2356.29369863014,9895.09765625,2356.29369863014,0.0233119730930631,2297,2422.50121307061
"23759744",24722.4178356164,28883.701171875,24722.4178356164,0.0814055909103474,2589,3122.55890566605
"23759746",38040.0016438356,36755.234375,38040.0016438356,0.114058351283387,3156,4106.09778317075
"23759748",51550.4712328767,111108.8515625,51550.4712328767,0.53158546355665,3451,11735.8716018105
"23759750",53039.6506849315,55873.58203125,53039.6506849315,0.813042302630989,407,2646.20961646118
"23759752",60255.0904109589,49510.97265625,60255.0904109589,0.146041922592416,2613,3656.67485032503
"23759754",21934.0602739726,26695.89453125,21934.0602739726,-0.0467452931840354,2087,1875.73266158559
"23759756",45746.4460273973,36799.296875,45746.4460273973,0.744100395450777,1880,10429.3264492205
"23759758",NA,321320.6875,321320.6875,0.446247696692363,350,977.898649516612
"23759760",284.869167123288,33631.80859375,284.869167123288,0.443124866873612,259,718.539294731509
"23759762",28351.5271232877,43338.04296875,28351.5271232877,0.0186226584907251,2754,2877.79516203309
"23759764",55954.2353424657,54966.4375,55954.2353424657,0.199078952512944,3812,6027.91734746539
"23759766",27015.6830136986,27323.892578125,27015.6830136986,0.0390061352109046,1768,1935.20340396187
"23759768",21228.890630137,21819.228515625,21228.890630137,0.0731586538189665,1596,1887.24098488409
"23759770",NA,-8934.02734375,0,0.137048897970106,111,152.249280258576
"23759774",11704.8396246575,16314.1259765625,11704.8396246575,0.305174725901821,1202,2427.35499046715
"23759778",24353.7876986301,20446,24353.7876986301,0.088494497928453,1867,2286.80095720988
"23759782",7998.40438356164,19493.822265625,7998.40438356164,0.177667051421886,703,1058.83680501087
"23759784",42706.5895890411,51017.94921875,42706.5895890411,0.209076974183177,2235,3617.26431287094
"23759786",19360.6589589041,64803.1875,19360.6589589041,0.454665790092429,1626,4632.26466903503
"23759790",4212.6762739726,17258.955078125,4212.6762739726,-0.0172083951510828,2239,2153.59543843812
"23759792",24347.2893205479,24060.109375,24347.2893205479,0.229268168863849,2700,4576.19617760206
"23759794",2665.60000109589,30860.51953125,2665.60000109589,0.530956559345417,805,2734.01124964764
"23759796",3229.69579726027,9395.068359375,3229.69579726027,0.0290415044638055,1775,1899.73087284711
"23759798",64706.411260274,89129.609375,64706.411260274,0.58138853798774,397,1514.19945484223
"23759800",57960.6263013699,68390.640625,57960.6263013699,0.186928145900355,2784,4282.57649578881
"23759802",59021.1076438356,90357.546875,59021.1076438356,0.68878413687506,5771,28184.5159761016
"23759804",38792.9416438356,10907.640625,38792.9416438356,0.61842527862685,1886,7833.03419898993
"23759806",20202.4439178082,23317.9375,20202.4439178082,0.0198040356968883,2033,2125.42595282945
"23759808",18671.8265753425,13637.9775390625,18671.8265753425,-0.0664920669086958,2340,2010.75351422772
"23759810",50755.641369863,58642.703125,50755.641369863,0.196373567286455,3282,5159.6587166036
"23759812",20191.2945205479,49034.1015625,20191.2945205479,-0.0256757957736487,3246,3056.2113218939
"23759814",12867.2454246575,4908.44677734375,12867.2454246575,-0.0037577898873018,797,788.944529125664
"23759816",39430.3803780822,51657.0390625,39430.3803780822,0.242988479121528,4651,8136.5740774404
"23759818",106313.301369863,115407.015625,106313.301369863,0.347360988866519,3571,7944.90977463818
"23759820",50258.6893150685,20818.80859375,50258.6893150685,0.188059841953793,3221,4964.11261091054
"23759822",14374.792109589,31213.728515625,14374.792109589,0.131333584037607,1610,2178.43693221021
"23759824",22981.4252958904,26220.9609375,22981.4252958904,0.102045090817038,2025,2562.66614652063
"23759826",4374.22339726027,26659.302734375,4374.22339726027,-0.0499202319925081,947,845.28760325083
"23759828",47454.7315068493,30515.46484375,47454.7315068493,0.0823038192256136,3520,4252.5475174146
"23759830",8873.96748,6849.314453125,8873.96748,-0.00116009368554856,1772,1769.26899329939
"23759834",55360.3126027397,85611.734375,55360.3126027397,0.294088707556618,3298,6491.09640606463
"23759836",NA,76986.265625,76986.265625,0.273292188058749,138,258.830653398721
"23759838",32166.4849315068,28345.169921875,32166.4849315068,0.0495912301563939,2702,3030.35627549408
"23759840",14402.5160482192,23011.146484375,14402.5160482192,0.0987319964270219,2310,2897.85628087287
"23759842",16360.2228986301,17694.28125,16360.2228986301,0.13775336925087,2063,2834.59896220191
"23759844",36029.9810958904,31612.421875,36029.9810958904,0.100394545439688,2784,3509.37168911669
"23759846",44791.3462684932,76617.46875,44791.3462684932,0.371615592929864,2207,5193.11620915424
"23759850",44959.8131506849,33054.44921875,44959.8131506849,0.126212719189662,2588,3462.68995396337
"23759852",30809.3334246575,32346.90625,30809.3334246575,0.0233119730930631,2431,2562.58813248133
"23759854",27518.2145753425,44202.625,27518.2145753425,0.159860878667812,3072,4440.20869164441
"23759856",NA,20505.9765625,20505.9765625,0.0722236895513823,73,86.1371023922254
"23759858",NA,1960.8564453125,1960.8564453125,0.31151136021611,477,977.481773657925
"23759860",16125.7746986301,18469.962890625,16125.7746986301,0.18349905041663,2256,3442.53567731722
"23759862",8744.31854794521,12610.0498046875,8744.31854794521,-0.197439268884322,2341,1486.32738278572
"23759864",19316.3519178082,15730.1865234375,19316.3519178082,-0.0420640608611209,1926,1746.7739266066
"23759866",8337.25361917808,19925.3125,8337.25361917808,0.225465951624619,246,413.465612561002
"23759868",63521.7863013699,96926.0625,63521.7863013699,0.180017734526922,3548,5370.62378491585
"23759870",11450.6366876712,7451.9560546875,11450.6366876712,0.070342210724841,1921,2257.43048435698
"23759872",4635.75927123288,32970.65234375,4635.75927123288,0.334343911154683,1184,2556.09221439921
"23759874",22240.7169863014,25696.580078125,22240.7169863014,0.0693956324422328,2371,2782.96239638859
"23759876",32543.000769863,34961.515625,32543.000769863,0.280562215587454,1987,3789.70687183874
"23759878",94371.5671232877,97510.2421875,94371.5671232877,0.260499827429279,3105,5656.24922389754
"23759880",NA,28715,28715,0.12398245408358,820,1091.58517298526
"23759882",25629.6220273973,30656.556640625,25629.6220273973,0.0312937052759106,1387,1491.40011028323
"23759884",63746.0794520548,51114.59765625,63746.0794520548,0.175291945832482,3403,5096.58420101887
"23759886",NA,12066.6318359375,12066.6318359375,0.088494497928453,258,316.4125959016
"23759888",50616.5341643836,44647.59765625,50616.5341643836,0.16303154604214,2143,3119.5015282282
"23759890",65297.6995068493,65793.7421875,65297.6995068493,0.241205987921666,3201,5577.19202168553
"23759892",7818.54666164384,5592.36181640625,7818.54666164384,0.0526734906055595,1895,2138.44919388291
"23759894",69132.921369863,84294.390625,69132.921369863,0.317677080205183,4187,8698.07407154943
"23759896",181271.057835616,175432.265625,181271.057835616,0.665817910956213,5229,24223.5199370394
"23759898",70847.0273424657,64539.0546875,70847.0273424657,0.256769132045719,3628,6550.73590007247
"23759900",62411.9344931507,59797.8203125,62411.9344931507,0.25635082705917,2900,5232.62383261183
"23759904",NA,31345.255859375,31345.255859375,0.0626575144216171,42,48.5369877382669
"23759906",104007.653424658,98904.765625,104007.653424658,0.377605594090775,857,2044.16037606394
"23759908",92958.4913424657,116820.2890625,92958.4913424657,0.429011265092147,520,1396.23187530025
"23759910",145234.180676712,162968.828125,145234.180676712,0.585691616283028,7650,29465.5386882254
"23759912",17011.3835013699,24107.27734375,17011.3835013699,0.070342210724841,2026,2381.28598889236
"23759914",5352.93094273973,6025.6689453125,5352.93094273973,0.18349905041663,133,202.805577137167
"23759916",12901.0885315068,12434.2265625,12901.0885315068,0.0368290053387716,2128,2315.63091751506
"23759918",18560.1984657534,27736.421875,18560.1984657534,0.0101775287195065,2856,2920.90536704101
"23759920",6789.49300684932,12980.7431640625,6789.49300684932,-0.0699556252350293,1940,1654.55861403056
"23759922",8081.75367945205,5117.89501953125,8081.75367945205,0.0626575144216171,2042,2357.43405135233
"23759924",10064.6472460274,1711.42492675781,10064.6472460274,0.0312937052759106,1307,1404.0737857008
"23759926",9715.68365424658,6786.08154296875,9715.68365424658,-0.0389956597277579,1161,1062.71039552821
"23759928",19689.5179890411,23008.376953125,19689.5179890411,-0.0699556252350293,1323,1126.71355419906
"23759930",27881.3275068493,57878.31640625,27881.3275068493,0.0674906358397612,2011,2350.65812007059
"23759932",226002.215753425,217613.046875,226002.215753425,0.608684650449852,2107,8556.67926640992
"23759934",63151.2314794521,54912.57421875,63151.2314794521,0.226422450977834,2579,4345.84417870098
"23759936",52430.8454794521,80725.34375,52430.8454794521,0.197459566309438,3402,5357.95147583928
"23759938",NA,50013.89453125,50013.89453125,-0.0117328254616349,578,561.822438268911
"23759940",69148.1341643836,74803.84375,69148.1341643836,0.306859364513919,2729,5532.60962820846
"23759942",38637.6990164384,57140.49609375,38637.6990164384,0.336122946042348,3131,6787.71031488721
"23759944",22287.8949780822,26709.763671875,22287.8949780822,0.255091299928171,1843,3316.46614033789
"23759946",36936.3102739726,39641.66015625,36936.3102739726,0.107729922700124,3413,4376.21553020609
"23759948",9020.56116164384,7132.61279296875,9020.56116164384,-0.0515243912266416,1744,1551.53437108032
"23759950",NA,160171.1875,160171.1875,0.209076974183177,847,1371.2766591504
"23759952",150746.187945205,150763.140625,150746.187945205,0.401666947302526,5458,13759.0157374103
"23759954",289265.767726027,234848.765625,289265.767726027,0.658438270557204,1239,5643.38739192878
"23759956",NA,-34005.7890625,0,0.260910615835466,99,180.574573122504
"23759958",63879.4717808219,56606.55078125,63879.4717808219,0.205966686605376,2325,3736.74966918348
"23759960",53843.8737534247,100031.4296875,53843.8737534247,0.233008180614254,3300,5643.21708840071
"23759962",25877.8594109589,35352.8125,25877.8594109589,0.179432325909118,3043,4601.17821675867
"23759964",11903.3807358904,10721.0615234375,11903.3807358904,0.0893653526420481,3237,3972.74285982798
"23759966",103895.580821918,92972.296875,103895.580821918,0.412915661786689,1169,3025.50385307801
"23759968",41413.9084931507,64826.80078125,41413.9084931507,0.155997101822588,2121,3037.15055742287
"23759970",113128.478136986,113217.8671875,113128.478136986,0.393771546060456,5177,12820.8335889958
"23759972",10227.5334731507,-1603.15991210938,10227.5334731507,0.00646044838362805,1509,1531.04247871651
"23759974",9987.82974082192,8162.91357421875,9987.82974082192,0.0256210457458908,1781,1889.58034053953
"23759976",35961.6692383562,30634.94921875,35961.6692383562,0.279807746182953,3719,7081.42303036418
"23759978",NA,59329.84765625,59329.84765625,0.524181590306533,393,1314.08101342142
"23759980",18872.3853616438,27189.7578125,18872.3853616438,0.178845414353624,2905,4383.44118116207
"23759982",19631.8731484931,25131.828125,19631.8731484931,0.226899204074263,1119,1885.80075734343
"23759984",15835.8462657534,20697.1640625,15835.8462657534,0.0731586538189665,1975,2339.01741183359
"23759986",67020.249230137,93696.4765625,67020.249230137,0.520387747529286,735,2435.6768935401
"23759988",99466.6622465753,116912.0078125,99466.6622465753,0.450763963443855,1516,4280.64949071867
"23759990",22696.3232876712,22967.2421875,22696.3232876712,-0.0256757957736487,2756,2596.40998448835
"23759992",49223.2387882192,67156.7265625,49223.2387882192,0.454313817683328,248,705.927685730717
"23759994",71303.2191780822,64269.19921875,71303.2191780822,0.243431938736474,3344,5857.07095960236
"23759996",22591.1026356164,45203.60546875,22591.1026356164,0.191421699471445,2699,4194.55370172062
"23759998",60298.8053112329,89953.9765625,60298.8053112329,0.490257017518778,738,2281.7825080429
"23760000",24032.1591945206,29466.07421875,24032.1591945206,0.136342249098538,2642,3615.85791628155
"23760002",27770.4484931507,106189.265625,27770.4484931507,0.0454158199096986,2524,2804.54918583447
"23760004",28035.3300739726,29074.38671875,28035.3300739726,0.24209897081299,2815,4917.82826828843
"23760006",42441.1524657534,44824.83203125,42441.1524657534,0.124728295971911,3616,4816.60102799425
"23760008",NA,40953.36328125,40953.36328125,0.408223963012729,219,560.744490761562
"23760010",51123.7450684932,54980.5390625,51123.7450684932,0.171075192829839,3798,5629.52850998018
"23760012",46970.885169863,54763.40234375,46970.885169863,0.304497379013159,3300,6652.43731648156
"23760014",158370.541808219,157336.46875,158370.541808219,0.44569969970341,1677,4680.39100326176
"23760016",52688.230109589,44487.25390625,52688.230109589,0.263359964753992,3359,6161.05693671879
"23760018",84095.208,85242.6953125,84095.208,0.302453212896796,3921,7869.78668295142
"23760020",26037.8704931507,28345.26171875,26037.8704931507,0.0577200024109597,2127,2429.55882398278
"23760022",13832.9316575342,9782.0419921875,13832.9316575342,0.114058351283387,1982,2577.42125927767
"23760024",66793.0658630137,71878.6015625,66793.0658630137,0.330743761250562,3068,6570.46479463059
"23760026",36349.6581369863,25652.04296875,36349.6581369863,0.225944701552294,2788,4689.66479044917
"23760028",8378.72404438356,3447.345703125,8378.72404438356,-0.0199961596454873,2142,2043.69576078249
"23760030",47311.963339726,55313.36328125,47311.963339726,0.171682369076954,2891,4292.69923247409
"23760032",128180.855589041,109731.0078125,128180.855589041,0.497369129017779,4521,14211.9356555728
"23760034",13013.6082583562,11736.337890625,13013.6082583562,0.102045090817038,2296,2902.65115963492
"23760036",12306.9439643836,10670.255859375,12306.9439643836,0.0740898098226993,2367,2805.97332830799
"23760038",9194.06526575342,6059.26123046875,9194.06526575342,-0.0144542169749052,2745,2659.15851233346
"23760040",7520.45100082192,155093.328125,7520.45100082192,-0.0580560202716392,1551,1354.38666364213
"23760042",41236.234520548,45224.46875,41236.234520548,0.107729922700124,3800,4872.43451942079
"23760044",80210.8399726027,82822.96875,80210.8399726027,0.418132814442241,1557,4077.71905391578
"23760046",10607.507769863,1408.32788085938,10607.507769863,0.00140841594055102,1845,1851.48284998524
"23760048",24690.5760986301,40821.24609375,24690.5760986301,0.140549744222775,2879,3979.35104842546
"23760050",113306.826328767,112560.875,113306.826328767,0.322429946323869,3959,8320.03545621421
"23760052",10603.9223835616,886.825439453125,10603.9223835616,-0.0843597458964358,1736,1427.98909186192
"23760054",38495.1672328767,50714.90234375,38495.1672328767,0.306523428472491,1284,2600.56839572795
"23760056",57545.8438356164,56411.6328125,57545.8438356164,0.118692295176611,2929,3848.14169548701
"23760058",29696.8939808219,23966.154296875,29696.8939808219,0.217666374837803,3051,5035.57499798981
"23760060",77631.3551506849,80067.8125,77631.3551506849,0.313802333793452,3837,7902.44652910023
"23760062",14331.3432657534,15995.607421875,14331.3432657534,0.0978961657477913,1769,2215.72121439985
"23760064",63433.7024383562,86791.8515625,63433.7024383562,0.323056260860401,4170,8770.85955334305
"23760066",20080.5996575342,17948.15625,20080.5996575342,0.167397874949658,2575,3783.41984853195
"23760068",93244.8145479452,76431.5625,93244.8145479452,0.315101226760387,770,1590.22711499701
"23760070",32973.4345972603,36825.09375,32973.4345972603,0.13775336925087,2099,2881.54288315061
"23760072",26694.6229232877,21121.54296875,26694.6229232877,0.110123659914873,2291,2951.19486753274
"23760074",21242.0157452055,22108.0625,21242.0157452055,0.16303154604214,3425,4985.02028909259
"23760076",94649.025369863,47094.08984375,94649.025369863,0.317356681287389,3588,7451.731604319
"23760078",23911.7459178082,25617.53515625,23911.7459178082,0.12173021629014,2848,3768.33458635222
"23760080",13408.6580547945,37870.33984375,13408.6580547945,-0.15576421946385,2413,1685.65115699894
"23760082",28223.755890411,9769.6787109375,28223.755890411,0.118692295176611,2513,3304.73732689226
"23760084",19081.7250410959,18229.814453125,19081.7250410959,0.132055861326102,2042,2765.85992830996
"23760086",44234.5269041096,39475.49609375,44234.5269041096,0.21914920934472,3082,5107.09466113949
"23760088",66764.9718082192,65604.2890625,66764.9718082192,0.312168270179237,4394,9014.12017934862
"23760090",42372.498739726,41235.11328125,42372.498739726,0.139853850731125,3182,4388.01492699286
"23760092",24917.3561424657,20609.44140625,24917.3561424657,0.154694526893642,1501,2142.39132705818
"23760094",12091.4124575342,19303.2265625,12091.4124575342,-0.0806727408201905,1707,1416.01056270928
"23760096",67410.3969041096,72623.171875,67410.3969041096,0.248254049484601,3353,5938.82620281612
"23760098",68713.9950410959,91120.578125,68713.9950410959,0.331950121720264,1119,2403.06306259766
"23760100",25299.0113424658,24810.5390625,25299.0113424658,0.0587160729790412,2108,2414.3226240793
"23760102",25078.5121561644,31051.787109375,25078.5121561644,0.178256992123494,3761,5672.31785533766
"23760104",20041.1012876712,20482.513671875,20041.1012876712,0.0945219442112366,445,553.686648164218
"23760106",35539.3172054794,32733.138671875,35539.3172054794,0.0805038194187169,4286,5155.77321124836
"23760108",58679.9195342466,51057.9140625,58679.9195342466,0.193084268635909,3128,4881.39772231347
"23760110",62013.6113424658,63384.359375,62013.6113424658,0.285774912107053,2957,5710.69293770975
"23760112",30795.8316082192,29291.59375,30795.8316082192,0.198540430687478,3180,5024.04822486442
"23760114",57308.4936164384,56696.41015625,57308.4936164384,0.24431628557502,2902,5094.55613514023
"23760116",34393.2108846575,44289.9921875,34393.2108846575,0.306523428472491,799,1617.81540803008
"23760118",98070.2711506849,67571.828125,98070.2711506849,0.237598760645981,1817,3138.69474728583
"23760120",41238.0253972603,38078.453125,41238.0253972603,0.122483430356302,3486,4619.71534303587
"23760122",26158.3294520548,32645.21875,26158.3294520548,0.0893653526420481,2605,3201.70705299702
"23760124",10840.1267506849,9217.896484375,10840.1267506849,-0.15576421946385,1768,1233.12126617473
"23760126",82487.8397260274,53877.9609375,82487.8397260274,0.171682369076954,2409,3576.55237476534
"23760128",31225.4283287671,30426.107421875,31225.4283287671,0.0443599416555037,3189,3528.76345088104
"23760130",117834.712027397,104729.765625,117834.712027397,0.372624889364775,4573,10785.1475437424
"23760132",20065.2897534247,17495.806640625,20065.2897534247,-0.0256757957736487,1840,1733.45223928104
"23760134",131762.138630137,99651.328125,131762.138630137,0.343390083305103,3049,6723.59991201086
"23760136",42224.2725205479,104522.0390625,42224.2725205479,0.152066897673213,3291,4668.56337949079
"23760138",103432.261150685,90077.140625,103432.261150685,0.364944259871923,4806,11139.1735397158
"23760140",57066.324,55970.91015625,57066.324,0.255511913824704,3976,7161.64703095056
"23760142",17778.4457506849,18042.509765625,17778.4457506849,-0.0285694208176435,1968,1840.72654510961
"23760144",30969.1040958904,30236.1875,30969.1040958904,0.12173021629014,1837,2430.62873424475
"23760146",16648.4295616438,20934.470703125,16648.4295616438,-0.0699556252350293,1309,1115.19334859188
"23760148",48027.5784657534,51599.24609375,48027.5784657534,0.193084268635909,3408,5312.87638156352
"23760150",42574.749139726,33772.72265625,42574.749139726,0.206488015408565,209,336.123494756029
"23760152",27607.8311506849,30959.974609375,27607.8311506849,0.0712848857417253,2315,2730.01416949538
"23760154",16267.6065863014,31511.15234375,16267.6065863014,-0.00245525206683922,2138,2124.42065811516
"23760156",21777.9978,21229.03515625,21777.9978,-0.0547668793753147,2468,2174.36888772244
"23760158",40697.1749753425,124662.96875,40697.1749753425,0.215674180845044,1244,2045.14709175466
"23760160",88894.932739726,110592.265625,88894.932739726,0.374879644741337,1957,4639.97178249722
"23760162",21419.7397315068,73239.578125,21419.7397315068,0.15922143377546,2742,3959.0377798913
"23760164",48957.8507671233,50482.56640625,48957.8507671233,0.198540430687478,2394,3780.14246610496
"23760166",98094.7101369863,80220.1640625,98094.7101369863,0.335531471360414,2576,5579.73411923387
"23760168",122759.206027397,98087.4765625,122759.206027397,0.385831436797501,4437,10787.5014106343
"23760170",28079.4733972603,33914.9296875,28079.4733972603,0.0443599416555037,2158,2391.58807820631
"23760172",18212.326109589,19386.7578125,18212.326109589,0.0186226584907251,2045,2136.40138638247
"23760174",217845.599868493,218830.734375,217845.599868493,0.730937304473793,1694,9116.69825633165
"23760176",85164.8206027397,75123.90625,85164.8206027397,0.330743761250562,3999,8564.30531738192
"23760178",108258.512810959,105407.8359375,108258.512810959,0.454489871626473,846,2409.26666334665
"23760180",39575.851890411,39123.53125,39575.851890411,0.13349360572362,3695,5023.51496248633
"23760182",48381.6485753425,42958.51171875,48381.6485753425,0.172287936950892,2771,4119.1682201973
"23760184",86749.7136986301,81323.859375,86749.7136986301,0.244757179415589,3652,6418.82100654399
"23760186",26526.4935616438,21574.103515625,26526.4935616438,0.0443599416555037,2545,2816.1501983356
"23760188",190894.438227123,216568.875,190894.438227123,0.704758397406423,686,3476.0455399903
"23760190",127944.366082192,133336.671875,127944.366082192,0.415643435361728,4300,11197.3170860501
"23760192",80961.6143835616,78448.890625,80961.6143835616,0.376618096548063,507,1206.7880583171
"23760194",17787.1913013699,12886.056640625,17787.1913013699,0.113276812132358,1881,2442.91395666298
"23760196",141853.327726027,147457.125,141853.327726027,0.508474236880317,1031,3324.36939909548
"23760198",35731.3104657534,30976.4921875,35731.3104657534,0.0893653526420481,1802,2213.97282151158
"23760200",61719.8455890411,56798.83984375,61719.8455890411,0.152066897673213,2335,3313.30385860969
"23760202",33796.9545205479,31180.228515625,33796.9545205479,0.143312326337078,2691,3745.65591911601
"23760204",19938.8330136986,16603.72265625,19938.8330136986,0.124728295971911,2276,3033.56057590198
"23760206",39045.9575342466,33396.6640625,39045.9575342466,0.128421436197712,3333,4480.61194117732
"23760208",177050.289121644,157182.109375,177050.289121644,0.680750732935796,873,4185.87164258349
"23760210",32958.9348493151,30174.0625,32958.9348493151,0.135633409132113,2722,3717.68779653857
"23760212",8409.43557205479,4811.7001953125,8409.43557205479,-0.0843597458964358,1572,1295.08160206992
"23760214",65942.5093150685,78941.0234375,65942.5093150685,0.198000637292686,2436,3843.44925677367
"23760216",17333.1553068493,37753.08984375,17333.1553068493,0.0858618505728127,2509,3058.09348128298
"23760218",76412.2942356164,54132.890625,76412.2942356164,0.505396258499659,1411,4517.70260064187
"23760220",16597.322169863,9749.5654296875,16597.322169863,0.0919581874502277,1449,1789.22658133106
"23760222",44831.1562438356,39314.41015625,44831.1562438356,0.157292296893075,2178,3129.67074571735
"23760224",29722.6896493151,26989.91796875,29722.6896493151,0.113276812132358,2110,2736.32383626439
"23760226",114596.06169863,110209.1015625,114596.06169863,0.376618096548063,2897,6895.59172572908
"23760228",20279.923660274,27365.859375,20279.923660274,0.056719572848784,2079,2371.29053580175
"23760230",52300.6889013699,49671.26171875,52300.6889013699,0.300390603204608,1543,3080.65130606155
"23760232",110884.271917808,130467.1796875,110884.271917808,0.274455569279337,3399,6396.15354595868
"23760234",209167.495068493,197760.09375,209167.495068493,0.422829658799148,1192,3155.53914162282
"23760236",42502.1108219178,38783.3828125,42502.1108219178,0.129882147179425,2966,4002.95466472429
"23760238",29292.7881369863,27368.126953125,29292.7881369863,0.10368380465026,2603,3305.89125620363
"23760240",29478.5472082192,39101.01953125,29478.5472082192,0.131333584037607,2168,2932.56827640412
"23760242",56135.3330958904,54258.33984375,56135.3330958904,0.0987319964270219,2467,3098.02286874862
"23760244",48018.9080547945,51027.3515625,48018.9080547945,0.13420910126688,1893,2576.67402721857
"23760246",93599.5453150685,84641.875,93599.5453150685,0.284297659139193,2815,5417.35347110576
"23760248",195787.654109589,192485.328125,195787.654109589,0.482605491241741,590,1792.6472891339
"23760250",65724.0668712329,45273.73828125,65724.0668712329,0.438075696425117,1398,3833.6224394597
"23760252",77612.8494575342,52604.26171875,77612.8494575342,0.281689271465521,2169,4150.6981212689
"23760254",23822.5741643836,43271.7109375,23822.5741643836,0.0279070284399294,1860,1984.17118634808
"23760256",23780.7750410959,28951.947265625,23780.7750410959,0.0768607353599703,2066,2464.68499195393
"23760258",38133.1643589041,55377.3828125,38133.1643589041,0.0910971725556705,2291,2824.88947454484
"23760260",66945.8037534247,49440.640625,66945.8037534247,0.175291945832482,2294,3436.0885774159
"23760262",18986.4218876712,26272.4375,18986.4218876712,-0.00506779172087946,1991,1967.66387243013
"23760264",15100.3578821918,9385.19921875,15100.3578821918,0.0464668437572803,1519,1688.57645449823
"23760266",36797.9182191781,40072.8515625,36797.9182191781,0.175888039608238,2965,4444.99279450106
"23760268",56596.4101068493,44732.265625,56596.4101068493,0.323992527043613,2297,4841.66377840209
"23760270",42707.3282465753,37191.72265625,42707.3282465753,0.152726641845325,2812,3997.25377312352
"23760272",55710.1647123288,68954.765625,55710.1647123288,0.141243525807165,2405,3329.92762318639
"23760274",52310.5060273973,49382.43359375,52310.5060273973,0.168630231748773,3301,4865.02610855717
"23760276",144209.767972603,126489.1171875,144209.767972603,0.427827798314642,5864,15702.1264090681
"23760278",22857.8078547945,30289.03125,22857.8078547945,0.0390061352109046,1863,2035.52597327283
"23760280",63273.8449315068,48901.2421875,63273.8449315068,0.153384487525065,2662,3789.19147049529
"23760282",101510.439369863,134419.671875,101510.439369863,0.427827798314642,2090,5598.26139944399
"23760284",78930.0284383562,71480.1484375,78930.0284383562,0.31574791619013,3834,7931.37267676317
"23760286",82358.6580821918,86556.5390625,82358.6580821918,0.309529227935559,1277,2604.89241311302
"23760288",32728.5457068493,29355.38671875,32728.5457068493,0.168630231748773,2550,3757.7204797179
"23760290",41121.788630137,43931.1015625,41121.788630137,0.168630231748773,2334,3439.41945084768
"23760292",27583.0847424658,16341.2333984375,27583.0847424658,0.110916034609976,2182,2814.48349910915
"23760294",50080.0212328767,49046.04296875,50080.0212328767,0.128421436197712,2195,2952.56908236319
"23760296",36649.925260274,30514.857421875,36649.925260274,0.0740898098226993,1512,1791.37211027734
"23760298",55121.4135616438,58388.0625,55121.4135616438,0.221599424590459,2802,4665.80042355061
"23760300",204258.649315068,169132.546875,204258.649315068,0.43864225410268,5700,15651.4590906033
"23760302",NA,30047.939453125,30047.939453125,0.311840051153403,545,1117.13365012667
"23760304",NA,25892.86328125,25892.86328125,0.260499827429279,218,397.223037124433
"23760306",40109.5646547945,78380.40625,40109.5646547945,0.40671072871336,1607,4099.78711119087
"23760308",NA,204642.8125,204642.8125,0.407576660163815,63,161.036265946658
"23760310",NA,28505.0390625,28505.0390625,0.51733341877966,1782,5864.63676325291
"23762647",107858.692413699,922520.75,107858.692413699,1.40113485660104,838,21104.721772082
"23762649",NA,6390769.5,6390769.5,1.40106765525822,26,654.698616682207
"23762651",13623370.6356164,12951755,13623370.6356164,1.40106485477352,3034,76397.8933848087
"23762653",NA,4905870,4905870,1.39718991049431,113,2820.11868171286
