"COMID","FromNode","ToNode","Hydrosq","AreSqKM","cum_totco2g_day","TOT_urban16","TOT_forest16","TOT_wetland16","TOT_agrc16","TOT_shrub16","CAT_STREAM_LENGTH","CAT_STREAM_SLOPE","TOT_STREAM_LENGTH","TOT_STREAM_SLOPE","CAT_BASIN_AREA","TOT_BASIN_AREA","totco2g_day_fill","tdrainage_m2","cum_totco2g_day_tdm2"
"24127511",50210290,50103096,50164674,1.5849,0.00991580829000751,1.14,85.07,0,0,13.8,2.525,0.16,2.53,0.063241,1.58,1.58,0.00991580829000751,1.58e-06,6275.82803165032
"24127513",50210291,50102639,50164673,2.7153,0.0245916618325079,0,78.69,0,0,21.05,3.673,0.16,3.67,0.043597,2.72,2.72,0.0245916618325079,2.72e-06,9041.05214430436
"24127515",50210292,50103673,50164672,1.3986,0.0209304997820958,0.96,94.92,0,0,3.99,1.874,0.34,1.87,0.181818,1.4,1.4,0.0209304997820958,1.4e-06,14950.3569872113
"24127517",50103266,50103267,50117464,1.6407,0.0666893845208274,7.01,70.45,0,0,22.17,1.898,0.03,4.67,0.03212,1.64,5.4,0.0339664026964413,5.4e-06,6290.07457341505
"24127519",50210293,50103263,50164671,1.2555,0.00582946563816987,3.8,78.35,0,0,8.32,1.45,0.14,1.45,0.096552,1.26,1.26,0.00582946563816987,1.26e-06,4626.56003029355
"24127521",50210294,50103094,50164670,1.1466,0.00206010996427233,0.16,80.14,2.35,0,17.11,1.58,0.06,1.58,0.037975,1.15,1.15,0.00206010996427233,1.15e-06,1791.39996893246
"24127523",50210295,50103689,50164669,3.0231,0.0393018952767871,0.68,90.21,0,0,6.19,2.682,0.21,2.68,0.078358,3.02,3.02,0.0393018952767871,3.02e-06,13013.8726082076
"24127525",50210296,50102550,50164668,1.9386,0.0131631400182422,2.28,90.95,0,0,5.57,1.762,0.09,1.76,0.051136,1.94,1.94,0.0131631400182422,1.94e-06,6785.12372074342
"24127527",50210297,50102638,50164667,1.737,0.0179974471073156,0,85.91,0,0,14.09,3.279,0.16,3.28,0.04878,1.74,1.74,0.0179974471073156,1.74e-06,10343.3604065032
"24127529",50210298,50102593,50164666,2.2932,0.00714542348415177,0,33.87,0.31,0,64.4,2.151,0.04,2.15,0.018605,2.29,2.29,0.00714542348415177,2.29e-06,3120.27226382173
"24127531",50103267,50102637,50095793,1.2933,0.140897129551552,7.57,67.75,0.03,0,24.39,1.645,0.04,8.26,0.027845,1.29,8.62,0.0677417944139192,8.62e-06,7858.67684616232
"24127533",50103268,50102840,50117463,1.7793,0.0326589147332091,14.43,73.1,5.94,0,6.22,1.455,0,4.1,0.039024,1.78,4.87,0.000378422630388497,4.87e-06,77.7048522358311
"24127535",50210299,50103700,50164665,4.0167,0.0245914546789027,2.13,55.86,0.04,0,40.76,4.207,0.09,4.21,0.021378,4.02,4.02,0.0245914546789027,4.02e-06,6117.27728330913
"24127537",50103269,50102617,50117462,1.107,0.0234294312776616,3.88,58.71,0,0,37.41,2.198,0.11,3.67,0.079019,1.11,1.95,0.0135298562161325,1.95e-06,6938.38780314487
"24127539",50210300,50102839,50164664,3.3822,0.030831854669888,11.39,69.45,1.7,0,17.3,2.568,0.06,2.57,0.023346,3.38,3.38,0.030831854669888,3.38e-06,9121.85049404971
"24127541",50210301,50103267,50164663,1.9233,0.00646595061680581,11.89,52.08,0.05,0,35.84,1.939,0.04,1.94,0.020619,1.92,1.92,0.00646595061680581,1.92e-06,3367.68261291969
"24127543",50210302,50103688,50164662,2.6928,0.0444681362975574,0,98.23,0,0,1.77,2.246,0.26,2.25,0.115556,2.69,2.69,0.0444681362975574,2.69e-06,16530.9056868243
"24127545",50210303,50103270,50164661,1.4292,0.0098361303818963,1.45,89.55,0.06,0,8.94,2.02,0.21,2.02,0.10396,1.43,1.43,0.0098361303818963,1.43e-06,6878.41285447294
"24127547",50103270,50103272,50117461,0.5121,0.0447798857149617,2.5,87.15,0.71,0,9.64,0.844,0.1,4.57,0.115974,0.51,3.81,0.020791302194611,3.81e-06,5457.0346967483
"24127549",50103271,50102591,50095792,2.8062,0.130654623462893,2.17,76.54,0.38,0,20.87,2.985,0.04,12.11,0.051197,2.81,13.05,0.0609676491852763,1.305e-05,4671.85051228171
"24127551",50210304,50103277,50164660,2.8764,0.019746475906192,5.98,71.68,0.22,0,22.12,2.075,0.12,2.08,0.057692,2.88,2.88,0.019746475906192,2.88e-06,6856.41524520556
"24127553",50103272,50103277,50095791,0.0081,0.0624922087253695,2.28,86.48,0.96,0,10.28,0.107,0.06,6.94,0.099424,0.01,5.17,0.00936444031541412,5.17e-06,1811.30373605689
"24127555",50210305,50103697,50164659,3.3561,0.0175073321784065,12.74,54.65,0,0,32.56,2.767,0.1,2.77,0.036101,3.36,3.36,0.0175073321784065,3.36e-06,5210.51552928764
"24127557",50103273,50103271,50117460,6.0885,0.0473963349194449,1.35,77.67,0.24,0,20.74,3.884,0.11,4.95,0.052525,6.09,7,0.0416865515448785,7e-06,5955.22164926836
"24127559",50103274,50103279,50117459,2.4597,0.0457287248993521,2.23,79.09,0.85,0,17.74,2.299,0.04,4.71,0.038217,2.46,5.4,0.0260983367764062,5.4e-06,4833.02532896411
"24127561",50210306,50103279,50164658,3.4209,0.027309936047384,1.21,77.35,0.03,0,21.42,2.54,0.07,2.54,0.027559,3.42,3.42,0.027309936047384,3.42e-06,7985.36141736374
"24127563",50210307,50103270,50164657,1.8693,0.0141524531384544,2.07,85.6,0.91,0,11.41,1.702,0.22,1.7,0.129412,1.87,1.87,0.0141524531384544,1.87e-06,7568.15675853177
"24127565",50210308,50102552,50164656,3.2157,0.0217643065647544,5.26,78.68,0,0,5.32,2.674,0.12,2.67,0.044944,3.22,3.22,0.0217643065647544,3.22e-06,6759.10141762558
"24127567",50210309,50103264,50164655,3.8952,0.0550844195297774,11,81.61,0,0,7.19,3.556,0.13,3.56,0.036517,3.9,3.9,0.0550844195297774,3.9e-06,14124.2101358404
"24127569",50210310,50103275,50164654,2.5551,0.0121969310481584,10.89,46.43,0.04,0,42.27,3.299,0.11,3.3,0.033333,2.56,2.56,0.0121969310481584,2.56e-06,4764.42619068687
"24127571",50103275,50103685,50117458,0.0486,0.0127973257974593,10.88,45.94,0.69,0,42.1,0.128,0.04,3.43,0.043732,0.05,2.6,0.000600394749300928,2.6e-06,230.921057423434
"24127573",50210311,50103272,50164653,1.3473,0.00834788269499368,1.67,84.5,1.67,0,12.16,2.266,0.1,2.27,0.044053,1.35,1.35,0.00834788269499368,1.35e-06,6183.61681110643
"24127575",50210312,50103282,50164652,4.6701,0.0195234656804466,3.19,59.93,0.29,0,36.42,2.089,0.02,2.09,0.009569,4.67,4.67,0.0195234656804466,4.67e-06,4180.61363606993
"24127577",50210313,50102636,50164651,4.1499,0.0220010488836118,1.52,58.77,1.43,0,38.04,4.956,0.13,4.96,0.02621,4.15,4.15,0.0220010488836118,4.15e-06,5301.45756231609
"24127579",50210314,50102590,50164650,1.6515,0.00461104522770174,3.38,40.17,0.11,0,55.97,1.992,0.06,1.99,0.030151,1.65,1.65,0.00461104522770174,1.65e-06,2794.57286527378
"24127581",50210315,50103273,50164649,0.9117,0.00570978337456642,4.84,80.95,0,0,14.22,1.064,0.15,1.06,0.141509,0.91,0.91,0.00570978337456642,9.1e-07,6274.48722479827
"24127583",50103276,50102837,50117457,0.2052,0.0331455247740125,6.05,85.46,0,0,8.49,0.632,0.03,4.32,0.113426,0.21,2.56,0.00963200991990528,2.56e-06,3762.503874963
"24127585",50103277,50102544,50082532,1.8603,0.137581034245386,4.02,77.62,0.57,0,17.8,2.191,0.05,11.21,0.076717,1.86,9.9,0.0553423496138242,9.9e-06,5590.13632462871
"24127587",50210316,50103300,50164648,1.5165,0.0111059093847973,4.33,55.79,1.48,0,12.76,2.192,0.13,2.19,0.059361,1.52,1.52,0.0111059093847973,1.52e-06,7306.51933210348
"24127589",50103278,50103271,50117456,2.6415,0.0222906393581718,2.11,86.05,0.11,0,11.6,3.24,0.13,4.18,0.076555,2.64,3.24,0.018600782495698,3.24e-06,5740.98225175864
"24127591",50210317,50103283,50164647,3.5973,0.0110631543185876,0,40.63,0.2,0,57.79,2.441,0.05,2.44,0.020492,3.6,3.6,0.0110631543185876,3.6e-06,3073.0984218299
"24127593",50103279,50103283,50095790,1.4796,0.0969469947806452,2.29,74.39,1.05,0,22.2,2.146,0.01,9.39,0.027689,1.48,10.3,0.0239083338339091,1.03e-05,2321.19745960282
"24127595",50103280,50102810,50032702,0.2925,19.1475140639528,4.4,70.64,1,0,9.69,0.408,0.04,108.7,0.081877,0.29,164.62,0.680257318714948,0.00016462,4132.28841401378
"24127597",50210318,50103278,50164646,0.603,0.00368985686247382,6.57,73.58,0,0,19.85,0.938,0.19,0.94,0.202128,0.6,0.6,0.00368985686247382,6e-07,6149.76143745637
"24127599",50210319,50103062,50164645,1.3455,0.00471955945877167,3.21,66.29,0,0,30.23,2.164,0.2,2.16,0.092593,1.35,1.35,0.00471955945877167,1.35e-06,3495.9699694605
"24127601",50210320,50103300,50164644,1.2132,0.00877040148587488,2.53,62.91,0,0,8.46,1.535,0.15,1.54,0.097403,1.21,1.21,0.00877040148587488,1.21e-06,7248.26569080568
"24127603",50210321,50103285,50164643,3.7008,0.0199035710666511,7.2,31.81,0,0,9.27,0.968,0.07,0.97,0.072165,3.7,3.7,0.0199035710666511,3.7e-06,5379.34353152734
"24127605",50103281,50102835,50117455,0.2952,0.0129820851109079,2.19,74.16,3.16,0,20.44,0.413,0,2.75,0.08,0.3,1.68,4.5053686447198e-06,1.68e-06,2.68176705042845
"24127607",50103282,50102635,50117454,1.0062,0.0265473125526639,4.22,58.48,0.67,0,36.04,2.167,0.01,4.26,0.007042,1.01,5.68,0.00702384687221733,5.68e-06,1236.59275919319
"24127609",50210322,50102543,50164642,6.2424,0.0361053443282867,7.69,83.79,0.07,0,8.45,4.242,0.09,4.24,0.021226,6.24,6.24,0.0361053443282867,6.24e-06,5786.11287312286
"24127611",50210323,50103684,50164641,2.4948,0.0113399916298356,10.28,59.88,0.04,0,29.73,2.779,0.12,2.78,0.043165,2.49,2.49,0.0113399916298356,2.49e-06,4554.21350595807
"24127613",50210324,50102838,50164640,3.33,0.0394309097835618,9.21,81.46,0.08,0,9.22,3.176,0.12,3.18,0.037736,3.33,3.33,0.0394309097835618,3.33e-06,11841.1140491176
"24127615",50210325,50103276,50164639,1.3473,0.0138465777302863,10.02,78.42,0,0,11.56,1.87,0.21,1.87,0.112299,1.35,1.35,0.0138465777302863,1.35e-06,10256.7242446565
"24127617",50210326,50103287,50164638,3.3534,0.0104219929661564,0.16,59.45,0,0,40.1,4.152,0.06,4.15,0.014458,3.35,3.35,0.0104219929661564,3.35e-06,3111.0426764646
"24127619",50210327,50103683,50164637,1.1547,0.00488035274071773,11.93,51.21,0.08,0,36.79,1.967,0.17,1.97,0.086294,1.15,1.15,0.00488035274071773,1.15e-06,4243.78499192846
"24127621",50103283,50102588,50082531,2.4129,0.221400761812003,2.01,59.4,0.71,0,37.5,2.39,0.01,14.22,0.022504,2.41,16.31,0.113390612712771,1.631e-05,6952.2141454795
"24127623",50103284,50102634,50117453,6.0777,0.0561570605822891,4.15,68.62,0,0,26.09,3.865,0.03,5.99,0.018364,6.08,7.91,0.0461661564487783,7.91e-06,5836.42938669763
"24127625",50210328,50102633,50164636,4.5648,0.0186630180439475,4.97,46.69,3.1,0,44.66,4.506,0.04,4.51,0.008869,4.56,4.56,0.0186630180439475,4.56e-06,4092.76711490077
"24127627",50210329,50103284,50164635,1.8297,0.0099909041335108,7.67,59.47,0,0,32.76,2.127,0.08,2.13,0.037559,1.83,1.83,0.0099909041335108,1.83e-06,5459.51045547038
"24127629",50210330,50103286,50164634,1.0854,0.00646924048962847,2.73,12.11,4.64,0,10.2,2.317,0.09,2.32,0.038793,1.09,1.09,0.00646924048962847,1.09e-06,5935.08301800777
"24127631",50103285,50103286,50117452,2.043,0.0452199043991397,6.14,28.5,1.28,0,13.49,1.619,0.04,2.59,0.042471,2.04,5.74,0.0253163333324886,5.74e-06,4410.5110335346
"24127633",50103286,50102460,50095789,0.0054,0.0581753771482655,5.59,25.88,1.88,0,12.96,0.036,0.03,4.94,0.046559,0.01,6.83,0.00648623225949732,6.83e-06,949.667973572082
"24127635",50210331,50103276,50164633,1.0035,0.00966693712382095,1.97,92.02,0,0,6.01,1.816,0.25,1.82,0.137363,1,1,0.00966693712382095,1e-06,9666.93712382095
"24127637",50210332,50103287,50164632,2.2437,0.00735605238489886,0,62.53,0,0,37.26,2.54,0.09,2.54,0.035433,2.24,2.24,0.00735605238489886,2.24e-06,3283.95195754414
"24127639",50103287,50103288,50117451,0.6462,0.0199990831287294,0.26,58.36,0,0,41.16,0.717,0.02,7.41,0.022942,0.65,6.24,0.00222103777767416,6.24e-06,355.935541293935
"24127641",50210333,50103298,50164631,3.0132,0.0144475407305035,4.58,6.24,0,0,3.64,2.989,0.07,2.99,0.023411,3.01,3.01,0.0144475407305035,3.01e-06,4799.84741877192
"24127643",50210334,50103298,50164630,6.0615,0.0285488815085633,4.21,9.7,0.27,0,11.11,3.802,0.05,3.8,0.013158,6.06,6.06,0.0285488815085633,6.06e-06,4711.0365525682
"24127645",50103288,50103295,50095788,0.2403,0.0208186006790176,0.39,57.05,0.07,0,42.27,0.612,0.01,8.02,0.022444,0.24,6.48,0.0008195175502882,6.48e-06,126.468757760525
"24127647",50210335,50103281,50164629,1.3869,0.0129775797422631,2.34,71.77,1.88,0,24.01,2.336,0.22,2.34,0.094017,1.39,1.39,0.0129775797422631,1.39e-06,9336.38830378643
"24127649",50210336,50102540,50164628,2.3256,0.0143745714602296,0.19,73.45,0,0,13.58,1.846,0.17,1.85,0.091892,2.33,2.33,0.0143745714602296,2.33e-06,6169.34397434746
"24127651",50210337,50103296,50164627,0.8316,0.00425510731439314,5.95,79.33,0,0,14.72,0.736,0.23,0.74,0.310811,0.83,0.83,0.00425510731439314,8.3e-07,5126.63531854595
"24127653",50103289,50102632,50117450,1.0575,0.0576677326074357,0.94,60.87,1.73,0,35.78,1.751,0.02,6.66,0.015015,1.06,8.57,0.0221889962461385,8.57e-06,2589.14775334171
"24127655",50210338,50103289,50164626,2.1618,0.00799174038299516,0.04,49,1.58,0,47.96,2.723,0.04,2.72,0.014706,2.16,2.16,0.00799174038299516,2.16e-06,3699.8798069422
"24127657",50210339,50102450,50164625,2.1969,0.0105335566070479,0.98,67.92,0,0,17.21,1.675,0.11,1.68,0.065476,2.2,2.2,0.0105335566070479,2.2e-06,4787.98027593087
"24127659",50210340,50102866,50164624,3.9132,0.044129535337014,6.39,74.1,0.23,0,19.27,2.163,0.08,2.16,0.037037,3.91,3.91,0.044129535337014,3.91e-06,11286.3261731494
"24127661",50210341,50103294,50164623,4.554,0.0260116581855254,3.62,87.02,0,0,9.37,3.874,0.13,3.87,0.033592,4.55,4.55,0.0260116581855254,4.55e-06,5716.84795286273
"24127663",50210342,50103289,50164622,5.3469,0.0274869959783021,1.48,68.29,0.81,0,29.1,2.187,0.04,2.19,0.018265,5.35,5.35,0.0274869959783021,5.35e-06,5137.75625762655
"24127665",50210343,50103294,50164621,2.9061,0.0209508094021586,7.59,87.83,0,0,4.58,3.656,0.15,3.66,0.040984,2.91,2.91,0.0209508094021586,2.91e-06,7199.59085984833
"24127667",50103290,50102459,50082530,0.8811,0.115422284853486,4.11,6.09,0.5,0,5.61,0.705,0.1,8.49,0.091873,0.88,7.67,0.0326220713274573,7.67e-06,4253.20356290187
"24127669",50103291,50103290,50095787,0.0054,0.0710454652391704,3.82,4.47,0.54,0,3.43,0.083,0,5.86,0.078498,0.01,5.54,0.0221248700808625,5.54e-06,3993.65885936146
"24127671",50210344,50103291,50164620,2.6208,0.0185002976479304,1.71,4.81,0,0,5.08,2,0.12,2,0.06,2.62,2.62,0.0185002976479304,2.62e-06,7061.18230837038
"24127673",50210345,50103064,50164619,1.737,0.00897508329195933,1.61,65.08,0,0,32.23,2.498,0.13,2.5,0.052,1.74,1.74,0.00897508329195933,1.74e-06,5158.09384595364
"24127675",50103292,50103291,50117449,0.0576,0.0304202975103775,5.71,4.17,1.02,0,1.94,0.25,0.07,3.78,0.089947,0.06,2.92,0.00959177844886052,2.92e-06,3284.85563317141
"24127677",50103293,50102539,50117448,0.504,0.0353225742029924,3.8,50.73,0,0,6.6,1.204,0.16,5.91,0.087986,0.5,3.12,0.0197304078648028,3.12e-06,6323.84867461627
"24127679",50103294,50102542,50117447,1.2843,0.0982358329327281,5.17,88.43,0,0,6.4,1.371,0.06,8.9,0.038202,1.28,8.74,0.051273365345044,8.74e-06,5866.51777403249
"24127681",50210346,50102457,50164618,1.9593,0.0104228622882898,0.46,0.51,0.05,0,7.53,2.679,0.11,2.68,0.041045,1.96,1.96,0.0104228622882898,1.96e-06,5317.78688178052
"24127683",50210347,50102537,50164617,5.6322,0.0245430874508496,8.46,65.18,0.14,0,20.92,4.246,0.09,4.25,0.021176,5.63,5.63,0.0245430874508496,5.63e-06,4359.34057741556
"24127685",50210348,50103299,50164616,1.4895,0.0168923988579298,7.25,50.88,0,0,38.31,1.276,0.17,1.28,0.132813,1.49,1.49,0.0168923988579298,1.49e-06,11337.1804415637
"24127687",50210349,50102449,50164615,1.3995,0.00433157872714043,0.12,3.28,0,0,9.39,1.608,0.15,1.61,0.093168,1.4,1.4,0.00433157872714043,1.4e-06,3093.98480510031
"24127689",50210350,50102448,50164614,1.5894,0.00649496919831424,1.03,54.13,0.06,0,14.55,1.512,0.17,1.51,0.112583,1.59,1.59,0.00649496919831424,1.59e-06,4084.88628824795
"24127691",50103295,50102584,50082529,2.8998,0.0641905804789954,0.86,51.09,0.39,0.12,47.01,2.175,0.02,10.2,0.019608,2.9,9.38,0.0433719797999777,9.38e-06,4623.87844349443
"24127693",50210351,50103306,50164613,1.5246,0.00729708279163639,4.61,55.9,0,0,39.43,1.787,0.13,1.79,0.072626,1.52,1.52,0.00729708279163639,1.52e-06,4800.71236291868
"24127695",50103296,50103101,50117446,0.954,0.0165063173506592,6.7,85.79,0,0,7.51,1.615,0.14,2.35,0.157447,0.95,1.79,0.0122512100362661,1.79e-06,6844.25141690843
"24127697",50210352,50103293,50164612,1.3086,0.00808484574987526,3.09,53.99,0,0,11.35,2.133,0.17,2.13,0.079812,1.31,1.31,0.00808484574987526,1.31e-06,6171.63797700401
"24127699",50210353,50102631,50164611,2.1996,0.00722527908309984,0,57.45,1.84,0,40.71,2.763,0.04,2.76,0.014493,2.2,2.2,0.00722527908309984,2.2e-06,3284.21776504538
"24127701",50103297,50103290,50117445,0.5112,0.0117547482868578,8.02,5.7,0,0,3.1,1.085,0.11,1.92,0.114583,0.51,1.25,0.00852603864050773,1.25e-06,6820.83091240618
"24127703",50210354,50103292,50164610,1.4355,0.010163161090172,8.78,7.96,0,0,1.32,1.7,0.12,1.7,0.070588,1.44,1.44,0.010163161090172,1.44e-06,7057.7507570639
"24127705",50103298,50102455,50117444,3.6738,0.0983610186852076,4.09,6.3,0.19,0,7.99,2.259,0.06,9.05,0.01989,3.67,12.75,0.0553645964461408,1.275e-05,4342.3212898934
"24127707",50210355,50102538,50164609,2.9943,0.0202016526787335,7.09,84.88,0,0,4.09,3.254,0.13,3.25,0.04,2.99,2.99,0.0202016526787335,2.99e-06,6756.40557817173
"24127709",50210356,50103297,50164608,0.7362,0.00322870964635009,11.74,7.21,0,0,5.26,0.832,0.11,0.83,0.13253,0.74,0.74,0.00322870964635009,7.4e-07,4363.12114371633
"24127711",50210357,50103305,50164607,1.0863,0.00283144178540812,3.07,38.94,0,0,20.8,1.283,0.15,1.28,0.117188,1.09,1.09,0.00283144178540812,1.09e-06,2597.65301413589
"24127713",50103299,50102864,50117443,4.1256,0.0762980187631526,10.34,62,0,0,26.72,1.145,0.07,2.42,0.099174,4.13,5.62,0.0594056199052227,5.62e-06,10570.3950009293
"24127717",50210358,50103305,50164606,2.4228,0.00684570074239442,1.29,22.92,0,0,31.91,1.671,0.2,1.67,0.11976,2.42,2.42,0.00684570074239442,2.42e-06,2828.80195966712
"24127719",50210359,50103293,50164605,1.3113,0.00750732058831434,1.31,41.11,0,0,2.06,2.572,0.19,2.57,0.07393,1.31,1.31,0.00750732058831434,1.31e-06,5730.77907504911
"24127721",50103300,50102535,50117442,13.023,0.0943581493044018,8.63,65.53,0.51,0,20.37,8.519,0.06,12.25,0.027755,13.02,15.75,0.0744818384337296,1.575e-05,4729.00561483997
"24127723",50103301,50102798,50117441,2.5506,0.000223051968852423,5.06,55.36,19.02,0.12,18.55,2.569,0,2.88,0.003472,2.55,5.31,0.000207725358208183,5.31e-06,39.1196531465504
"24127725",50210360,50102582,50164604,1.4841,0.00210586329665453,0,69.74,0.85,0,29.05,2.099,0.05,2.1,0.02381,1.48,1.48,0.00210586329665453,1.48e-06,1422.88060584765
"24127727",50210361,50102453,50164603,2.2365,0.00771973057507308,9.25,0.76,0,0,6.6,1.546,0.18,1.55,0.116129,2.24,2.24,0.00771973057507308,2.24e-06,3446.30829244334
"24127729",50210362,50103303,50164602,0.2214,0.000448656974018535,9.75,11.39,46.34,0,32.52,0.387,0,0.39,0,0.22,0.22,0.000448656974018535,2.2e-07,2039.34988190243
"24127733",50210363,50102860,50164601,5.9634,0.0383865568478438,1.42,77.5,3.98,0,12.71,4.142,0.02,4.14,0.004831,5.96,5.96,0.0383865568478438,5.96e-06,6440.69745769191
"24127735",50103302,50102799,50082528,0.9234,0.365117094102681,1.34,82.02,0.87,2.54,10.68,1.382,0.02,8.95,0.069274,0.92,9.03,0.190583746210336,9.03e-06,21105.6197353639
"24127737",50103303,50103309,50117440,0.3582,0.000448799177549899,7.3,18.8,33.54,0.16,40.22,0.714,0.01,1.1,0.009091,0.36,0.58,1.42203531363435e-07,5.8e-07,0.24517850235075
"24127739",50210364,50103302,50164600,0,0,12.77,46.88,0,24.85,14.81,0.072,0,0.07,0,0,0,0,0,NA
"24127741",50210365,50103304,50164599,3.0033,0.0197875279201174,3.9,61.16,0,0,2.43,2.634,0.14,2.63,0.053232,3,3,0.0197875279201174,3e-06,6595.84264003912
"24127743",50210366,50102456,50164598,2.3814,0.0164531550718392,1.51,4.61,0.26,0,1.63,2.01,0.14,2.01,0.069652,2.38,2.38,0.0164531550718392,2.38e-06,6913.09036631897
"24127747",50103304,50102536,50095786,5.3703,0.12487024317377,4.85,63.95,0.09,0,5.61,2.245,0.09,8.5,0.069412,5.37,13.24,0.0725876944478357,1.324e-05,5482.4542634317
"24127749",50210367,50103314,50164597,2.2455,0.014243471376866,2.85,80.72,0,0,15.23,1.153,0.26,1.15,0.226087,2.25,2.25,0.014243471376866,2.25e-06,6330.43172305155
"24127751",50210368,50102458,50164596,1.8099,0.0103130408674427,3.83,12.03,0,0,4.13,3.057,0.14,3.06,0.045752,1.81,1.81,0.0103130408674427,1.81e-06,5697.81263394622
"24127753",50210369,50102541,50164595,5.0967,0.0292541045134043,6.18,90.27,0,0,2.53,3.984,0.12,3.98,0.030151,5.1,5.1,0.0292541045134043,5.1e-06,5736.09892419693
"24127755",50103305,50102447,50117439,0.5715,0.0191157134741371,2.71,26.09,0,0,26.93,1.078,0.1,4.03,0.111663,0.57,4.08,0.00943857094633453,4.08e-06,2313.37523194474
"24127757",50103306,50103310,50117438,4.7583,0.0573590619943743,11.34,49.5,0.74,0.01,38.2,2.497,0.03,4.28,0.037383,4.76,6.28,0.0500619792027379,6.28e-06,7971.65273928947
"24127759",50103307,50102630,50117437,4.7097,0.0512573152967841,1.7,56.73,0.12,0,41.14,4.023,0.02,8.16,0.020833,4.71,8.03,0.0319235261951238,8.03e-06,3975.53252741267
"24127761",50210370,50103307,50164594,1.4967,0.00752421811619265,0,45.46,0,0,54.36,1.926,0.08,1.93,0.041451,1.5,1.5,0.00752421811619265,1.5e-06,5016.1454107951
"24127763",50103308,50103302,50095785,0.7209,0.174533347892344,0.03,86.02,0.97,0,10.21,1.054,0.04,7.49,0.080107,0.72,8.1,0.0586832759394541,8.1e-06,7244.84888141408
"24127765",50103309,50102795,50095784,1.1457,0.00384074163965733,9.08,34.22,13.25,0.05,43.24,0.695,0,1.8,0.005556,1.15,1.73,0.00339194246210743,1.73e-06,1960.66038272106
"24127767",50210371,50102534,50164593,2.6037,0.0113132349985106,10.74,60.8,0,0,25.13,1.906,0.11,1.91,0.057592,2.6,2.6,0.0113132349985106,2.6e-06,4351.2442301964
"24127769",50103310,50102674,50095783,0.3339,0.0573730600377672,11.05,48.32,2.15,0.01,38.21,0.656,0,4.94,0.032389,0.33,6.62,1.39980433929399e-05,6.62e-06,2.11450806539877
"24127771",50210372,50103312,50164592,9.2016,0.0914108046633682,1.22,67.54,0.07,2.3,28.78,4.52,0.11,4.52,0.024336,9.2,9.2,0.0914108046633682,9.2e-06,9935.95702862698
"24127773",50210373,50102454,50164591,2.6118,0.0173023185155577,2.17,16.61,0.24,0,4.27,2.552,0.17,2.55,0.066667,2.61,2.61,0.0173023185155577,2.61e-06,6629.2408105585
"24127775",50210374,50102615,50164590,5.4684,0.0143321532228979,0.39,52.4,0,0,46.18,2.985,0.04,2.99,0.013378,5.47,5.47,0.0143321532228979,5.47e-06,2620.13770071259
"24127777",50103311,50103308,50117436,1.4247,0.0718708081929248,0.06,88.44,0.22,0,9.3,1.314,0.04,4.35,0.087356,1.42,4.02,0.0299945485453799,4.02e-06,7461.33048392535
"24127779",50210375,50103307,50164589,1.8198,0.0118095709854677,4.89,70.13,0,0,24.38,2.211,0.07,2.21,0.031674,1.82,1.82,0.0118095709854677,1.82e-06,6488.77526674049
"24127781",50103312,50102572,50117435,0.027,0.0914160199784134,1.22,67.47,0.08,2.45,28.69,0.182,0,4.7,0.023404,0.03,9.23,5.21531504512055e-06,9.23e-06,0.565039549850548
"24127783",50210376,50102446,50164588,1.2474,0.00462256201201374,0.93,21.72,0,0,6.06,2.329,0.16,2.33,0.06867,1.25,1.25,0.00462256201201374,1.25e-06,3698.04960961099
"24127785",50103313,50103304,50117434,3.4362,0.0324950208058174,2.51,57.85,0,0,1.98,2.53,0.16,3.62,0.099448,3.44,4.87,0.0259074974586117,4.87e-06,5319.81467322622
"24127787",50210377,50103313,50164587,1.4292,0.00658752334720567,0.13,36.09,0,0,2.58,1.086,0.2,1.09,0.183486,1.43,1.43,0.00658752334720567,1.43e-06,4606.65968336061
"24127789",50210378,50102579,50164586,5.9877,0.0136497602171451,0.5,70.04,0,0,29.17,3.57,0.04,3.57,0.011204,5.99,5.99,0.0136497602171451,5.99e-06,2278.75796613441
"24127793",50210379,50103311,50164585,1.107,0.0175995312216123,0.16,93.17,0,0,5.28,1.095,0.16,1.1,0.145455,1.11,1.11,0.0175995312216123,1.11e-06,15855.433532984
"24127795",50103314,50103315,50117433,1.6668,0.0303697681390815,2.44,63.82,0.07,0,29.22,2.069,0.09,3.22,0.108696,1.67,3.91,0.0161262967622155,3.91e-06,4124.37257345665
"24127797",50210380,50103315,50164584,2.6883,0.0105768702920192,0,71.51,0.13,0,22.8,2.503,0.11,2.5,0.044,2.69,2.69,0.0105768702920192,2.69e-06,3931.92204164283
"24127799",50210381,50103317,50164583,1.1799,0.00280706065647477,0,33.18,0,0,65.14,1.306,0.14,1.31,0.10687,1.18,1.18,0.00280706065647477,1.18e-06,2378.86496311422
"24127801",50210382,50102671,50164582,6.6879,0.0800850502100482,15.83,53.36,0.23,0.61,28.48,5.632,0.08,5.63,0.01421,6.69,6.69,0.0800850502100482,6.69e-06,11970.8595231761
"24127803",50210383,50102568,50164581,5.4387,0.0116073083259685,6.56,27.81,0,0,64.77,4.427,0.05,4.43,0.011287,5.44,5.44,0.0116073083259685,5.44e-06,2133.6963834501
