"COMID","FromNode","ToNode","Hydrosq","AreSqKM","cum_totco2g_day","TOT_urban16","TOT_forest16","TOT_wetland16","TOT_agrc16","TOT_shrub16","CAT_STREAM_LENGTH","CAT_STREAM_SLOPE","TOT_STREAM_LENGTH","TOT_STREAM_SLOPE","CAT_BASIN_AREA","TOT_BASIN_AREA","totco2g_day_fill","tdrainage_m2","cum_totco2g_day_tdm2"
"23100276",50019546,50019545,50035544,0.3825,3.00028582830054,2.13,25.75,1.11,0,22.94,0.621,0,218.52,0.012036,0.38,297.85,0.00246714960147551,0.00029785,8.28319490171398
"23100278",50019547,50019546,50036812,2.6154,2.99773559164165,2.15,26.04,1.09,0,22.98,1.617,0.01,215.24,0.011894,2.62,294.51,0.196682800778258,0.00029451,667.830636576883
"23100280",50019548,50019547,50038214,3.5784,2.80075805747083,2.19,26.47,1.08,0,23.02,2.465,0.01,211.09,0.011701,3.58,289.39,0.328945087078405,0.00028939,1136.68436047688
"23100282",50019549,50019548,50063885,0.2115,0.0948387622074969,1.1,4.41,0.02,0,15.75,0.676,0.02,38.63,0.030805,0.21,41.42,0.0105675356166393,4.142e-05,255.131231690954
"23100284",50019550,50019549,50070161,2.8386,0.0590225344806184,1.02,0.75,0,0,13,1.509,0.05,23.22,0.034022,2.84,24.43,0.0186376755492781,2.443e-05,762.901168615558
"23100286",50019551,50019550,50078298,2.4399,0.0332189674035211,1.61,0.87,0,0,14.09,2.314,0.05,16.07,0.02738,2.44,15.35,0.0113164563580321,1.535e-05,737.228427233362
"23100288",50019552,50019551,50089447,2.0925,0.0196107851118423,2.36,0.67,0,0,16.65,2.539,0.07,11.08,0.026173,2.09,10.06,0.0092971062324693,1.006e-05,924.165629470109
"23100290",50019553,50019552,50106285,0.8073,0.00810192625694781,3.22,0,0,0,20.26,0.649,0.02,5.38,0.02974,0.81,5.77,0.000521833615061202,5.77e-06,90.4391013970887
"23100292",50019554,50019553,50137432,3.4596,0.00758009264188661,3.37,0,0,0,19.37,2.495,0.05,4.62,0.030303,3.46,4.96,0.00559194765510887,4.96e-06,1127.40880143324
"23100294",50155225,50019554,50219479,1.4796,0.00196542190461409,4.56,0,0,0,21.78,2.026,0.09,2.03,0.044335,1.48,1.48,0.00196542190461409,1.48e-06,1327.9877733879
"23100296",50019555,50019548,50039794,1.2411,2.37697420818493,2.4,30.55,1.24,0,24.31,1,0.01,170,0.007471,1.24,244.39,0.271476962781009,0.00024439,1110.83498826061
"23100298",50019556,50019555,50041561,7.6995,2.07498476900115,2.63,33.13,1.33,0,25.08,2.179,0.01,150,0.0074,7.7,222.99,0.233580829699249,0.00022299,1047.49463966657
"23100300",50019557,50019556,50043541,1.7631,1.82199799466704,2.88,36.67,1.42,0,26.26,1.508,0.01,136.95,0.00774,1.76,195.3,0.244822639121559,0.0001953,1253.5721409194
"23100302",50019558,50019557,50045805,1.6812,1.52406374255055,3.05,42.74,1.62,0,28.92,1.087,0.01,109.57,0.008031,1.68,164.69,0.181256260974721,0.00016469,1100.59057000863
"23100304",50019559,50019558,50048377,0.3708,1.34254914378938,2.99,43.68,1.61,0,29.1,0.951,0.01,105.73,0.007756,0.37,161.02,0.132544052366709,0.00016102,823.15272864681
"23100306",50019560,50019559,50051332,2.2266,1.20752289878636,3.01,45.08,1.6,0,29.86,1.063,0.01,100.28,0.007579,2.23,155.92,0.146309448071963,0.00015592,938.362288814539
"23100308",50019561,50019560,50054801,17.5842,1.0612134507144,2.99,45.7,1.59,0,30.04,11.563,0.02,99.22,0.007559,17.58,153.7,0.29672172417122,0.0001537,1930.52520605869
"23100310",50019562,50019561,50058915,1.7946,0.702271618802897,3.1,47.78,1.54,0,34.17,2.005,0.02,75.48,0.008347,1.79,118.21,0.174967358948056,0.00011821,1480.14008077198
"23100312",50019563,50019562,50063884,4.2543,0.179187092380727,4.07,40.09,1.44,0,34.48,4.773,0.04,35.04,0.006564,4.25,53.51,0.088758162455492,5.351e-05,1658.72103261992
"23100314",50019564,50019563,50070160,4.4235,0.0813305931821441,3.99,40.2,1.49,0,33.64,2.649,0.01,26.64,0.006381,4.42,42.14,0.0539634985426592,4.214e-05,1280.57661468104
"23100316",50019565,50019564,50089446,1.5633,0.01913486562109,3.21,38.66,2.45,0,46.51,1.03,0.01,8.8,0.003409,1.56,22.1,0.00136118039939355,2.21e-05,61.5918732757261
"23100318",50019566,50019565,50106284,7.065,0.0177736852216964,2.9,38.07,2.56,0,47.23,2.798,0.01,7.77,0.002574,7.07,20.54,0.00823781215012012,2.054e-05,401.061935254144
"23100320",50155226,50019566,50219478,6.3558,0.000356902741963972,2.29,42.68,4.35,0,50.1,2.509,0.01,2.51,0.003984,6.36,6.36,0.000356902741963972,6.36e-06,56.1167833276686
"23100322",50019567,50019561,50137431,5.9193,0.0622201077402785,3.84,70.99,0.38,0,12.41,4.551,0.06,12.18,0.00821,5.92,17.9,0.0294647316479196,1.79e-05,1646.07439373852
"23100324",50155227,50019567,50219477,11.9826,0.032755376092359,4.75,82.73,0.5,0,11.23,7.628,0.04,7.63,0.005242,11.98,11.98,0.032755376092359,1.198e-05,2734.17162707504
"23100326",50019568,50019539,50026354,0.8289,6.16136328680818,2.85,21.5,0.69,0.1,19.57,1.364,0,553.58,0.01745,0.83,709.07,0.00928328059566954,0.00070907,13.0921920200679
"23100328",50019569,50019568,50026950,1.3752,6.15207441140316,2.85,21.62,0.67,0.09,19.55,1.712,0.01,548.34,0.017562,1.38,704.6,0.0485467462948222,0.0007046,68.8997250849023
"23100330",50019570,50019569,50027570,3.5199,6.08942322796346,2.99,23.69,0.72,0.09,18.57,2.625,0.01,494.82,0.018391,3.52,642.93,0.166840702095604,0.00064293,259.500570972897
"23100332",50019571,50019570,50028229,0.4986,5.92251277823349,2.98,24,0.64,0.09,18.31,0.596,0.01,487.53,0.018522,0.5,634.18,0.0298587213041043,0.00063418,47.082407682526
"23100334",50019572,50019571,50028938,2.4192,5.89240254136432,2.97,24.11,0.64,0.09,18.36,1.015,0,484.34,0.01852,2.42,631.4,0.0263077706717253,0.0006314,41.6657755332995
"23100336",50019573,50019572,50029705,2.6856,5.86458884580134,3,24.56,0.62,0.09,18.12,1.939,0.01,472.16,0.018892,2.69,619.81,0.131073205542721,0.00061981,211.47320234059
"23100338",50019574,50019573,50036811,3.5784,2.79209070249923,2.82,27.03,0.72,0.03,24.62,2.127,0.01,208.16,0.010713,3.58,264.54,0.0897064049900816,0.00026454,339.10336807319
"23100340",50019575,50019574,50038213,3.7575,2.70237742758065,2.76,27.72,0.64,0,24.9,2.018,0.01,202.54,0.010714,3.76,257.85,0.100179554373214,0.00025785,388.518729390011
"23100342",50019576,50019575,50039793,0.3456,2.59288263114815,3.01,31.6,0.61,0,26.75,0.51,0.02,179.62,0.011023,0.35,226.08,0.0676318371377703,0.00022608,299.150022725452
"23100344",50019577,50019576,50041560,0.6966,2.52497864083474,3.11,32.68,0.61,0,27.46,1.622,0.01,175.17,0.010904,0.7,218.52,0.144474304070582,0.00021852,661.14911253241
"23100346",50019578,50019577,50043540,3.7422,2.38025388254183,3.2,33.55,0.58,0,27.98,3.608,0.01,168.73,0.011024,3.74,212.69,0.259159810325041,0.00021269,1218.48610806827
"23100348",50019579,50019578,50045804,0.7515,2.12060652890162,3.31,34.64,0.51,0,28.62,0.971,0.02,162.31,0.010967,0.75,205.47,0.190778328997896,0.00020547,928.497245329715
"23100350",50019580,50019579,50048376,3.5019,1.92973093883886,3.35,34.97,0.5,0,28.82,2.879,0.02,159.33,0.010544,3.5,203.36,0.274977503226333,0.00020336,1352.17104261572
"23100352",50019581,50019580,50051331,1.98,1.65382725801237,3.45,35.95,0.48,0,29.06,1.35,0.02,153.9,0.010331,1.98,197.52,0.258636516618418,0.00019752,1309.41938344683
"23100354",50019582,50019581,50054800,0.1395,1.22499954208238,3.4,38.81,0.6,0,32.08,0.396,0.02,114.15,0.011301,0.14,142.74,0.131872153036369,0.00014274,923.86263861825
"23100356",50019583,50019582,50058914,3.0456,1.06498570723181,3.71,45.31,0.7,0,35.25,4.327,0.03,98.35,0.011998,3.05,120.13,0.245646117175942,0.00012013,2044.83573775028
"23100358",50019584,50019583,50063883,2.5281,0.49400453380232,2.75,42.85,1.06,0,42.72,2.62,0.03,60.21,0.010629,2.53,73.13,0.119178736644024,7.313e-05,1629.68325781518
"23100360",50019585,50019584,50070159,7.7535,0.342192334609084,2.11,47.02,1.4,0,42.97,6.737,0.03,44.91,0.012024,7.75,54.04,0.124130399074023,5.404e-05,2297.00960536682
"23100362",50019586,50019585,50078297,3.5694,0.158928169153265,2.01,50.17,0.31,0,46.69,4.345,0.04,20.3,0.02069,3.57,23.25,0.047866245729971,2.325e-05,2058.76325720305
"23100364",50019587,50019586,50089445,1.9917,0.104009067489334,1.7,50.29,0.43,0,47.21,2.085,0.05,12.92,0.02322,1.99,16.55,0.0344260416424031,1.655e-05,2080.12336207874
"23100366",50019588,50019587,50106283,2.2365,0.0646148917195965,1.52,48.31,0.57,0,49.44,2.181,0.06,9.03,0.018826,2.24,12.56,0.0294721127370306,1.256e-05,2346.50579116486
"23100368",50019589,50019588,50137430,4.4343,0.0288376856726843,0.5,44.5,0.93,0,54.04,3.129,0.02,5,0.022,4.43,7.76,0.0193410335144122,7.76e-06,2492.40122608405
"23100370",50155228,50019589,50219476,3.2967,0.00920806071040597,0,51.48,0.19,0,48.32,1.778,0.09,1.78,0.050562,3.3,3.3,0.00920806071040597,3.3e-06,2790.32142739575
"23100372",50019590,50019583,50070158,1.1943,0.325335056253553,5.5,52.05,0.1,0,23.1,1.753,0.05,33.81,0.015084,1.19,43.96,0.0710110216420691,4.396e-05,1615.35536037464
"23100374",50019591,50019590,50078296,3.0942,0.254324034611484,5.64,53.33,0.11,0,23.06,1.619,0.02,32.06,0.014348,3.09,42.77,0.0503517418073959,4.277e-05,1177.26775327089
"23100376",50019592,50019591,50089444,5.058,0.201964713741672,5.89,60.46,0.12,0,24.21,4.087,0.02,26.77,0.015316,5.06,36.91,0.0546568068212509,3.691e-05,1480.81297267003
"23100378",50019593,50019592,50106282,0.0108,0.0313448411759692,6.57,63.28,0.28,0,21.26,0.121,0.02,9.43,0.018028,0.01,10.09,0.00918933227424894,1.009e-05,910.736598042511
"23100380",50019594,50019593,50137429,0.6399,0.0156436759684738,7.06,63.54,0.5,0,22.81,1.96,0.03,5.58,0.012545,0.64,5.54,0.00729740098038764,5.54e-06,1317.22039357178
"23100382",50155229,50019594,50219475,4.9041,0.0083462749880862,5.55,63.26,0.57,0,24.35,3.617,0.04,3.62,0.01105,4.9,4.9,0.0083462749880862,4.9e-06,1703.32142614004
"23100384",50019595,50019573,50030513,0.0594,2.94142493775938,3.14,22.89,0.46,0.13,13.34,0.288,0.01,262.06,0.02549,0.06,352.59,0.00375774030068446,0.00035259,10.6575350993632
"23100386",50019596,50019595,50031382,4.0599,2.93629460133234,3.24,23.76,0.46,0.13,13.17,3.298,0.01,249.17,0.026127,4.06,339.6,0.0689852319238091,0.0003396,203.136725335127
"23100388",50019597,50019596,50032306,7.758,2.86722120768462,3.2,24.29,0.35,0.07,13.4,4.069,0.01,241.78,0.026594,7.76,332.28,0.134678002065741,0.00033228,405.314800968282
"23100390",50019598,50019597,50033310,0.1044,2.72451032243662,3.37,25.95,0.33,0,12.92,0.262,0.02,226.41,0.027207,0.1,310.51,0.0652386207108204,0.00031051,210.101512707547
"23100392",50019599,50019598,50034381,7.3782,2.65915660941633,3.38,26.06,0.33,0,12.87,3.776,0.01,223.55,0.026884,7.38,309.21,0.184546592168237,0.00030921,596.832548003742
"23100394",50019600,50019599,50035543,3.5109,2.47226464940922,3.4,27.02,0.25,0,13.02,2.313,0.01,215.56,0.027139,3.51,297.41,0.224832429864339,0.00029741,755.96795623664
"23100396",50019601,50019600,50036810,0.2277,2.24446771276044,3.45,27.87,0.16,0,13.19,0.302,0,209.63,0.027477,0.23,288.21,0.00220617665605895,0.00028821,7.65475401984301
"23100398",50019602,50019601,50038212,3.5055,2.15937051817505,3.83,30.93,0.16,0,13.63,1.966,0.01,180.84,0.028478,3.51,256.12,0.189288708180653,0.00025612,739.06258074595
"23100400",50019603,50019602,50039792,7.9056,1.92951142955591,4.15,33.66,0.17,0,13.73,3.753,0.01,159.32,0.02994,7.91,230.35,0.2259351800983,0.00023035,980.834296063815
"23100402",50019604,50019603,50041559,3.3048,1.70060904415234,4.25,35.2,0.1,0,13.44,1.691,0.01,152.28,0.030339,3.3,218.79,0.223885327013943,0.00021879,1023.28866499357
"23100404",50019605,50019604,50043539,2.5893,1.38338279638222,4.37,33.96,0.06,0,12.84,1.644,0.02,132.33,0.030454,2.59,183.58,0.195248955363565,0.00018358,1063.56332587191
"23100406",50019606,50019605,50045803,0.0846,1.06734215956318,4.53,35.14,0.05,0,13.66,0.267,0,114.74,0.027366,0.08,160.61,0.0851283883039284,0.00016061,530.031681115301
"23100408",50019607,50019606,50048375,2.3877,0.322040744627188,3.28,25.45,0.06,0,21.47,1.703,0.02,57.73,0.016976,2.39,63.44,0.049351292944829,6.344e-05,777.920758903357
"23100410",50019608,50019607,50051330,5.976,0.270872565578805,3.2,25.54,0.06,0,20.52,3.198,0.02,53.91,0.015025,5.98,59.27,0.0447849161944805,5.927e-05,755.608506740012
"23100412",50019609,50019608,50054799,4.8204,0.210487118722363,4.03,30.07,0.08,0,18.4,3.259,0.02,41.78,0.015558,4.82,44.49,0.0347686103289273,4.449e-05,781.492702380924
"23100414",50019610,50019609,50058913,0.1386,0.174150467938806,4.17,37.84,0.1,0,20.2,0.492,0.02,34.11,0.017883,0.14,35.02,0.0104227815738759,3.502e-05,297.623688574413
"23100416",50019611,50019610,50063882,1.1493,0.162797824086074,4.42,40.2,0.11,0,20.58,1.435,0.02,31.27,0.017589,1.15,32.85,0.0300628585183563,3.285e-05,915.155510452247
"23100418",50019612,50019611,50070157,3.4605,0.130526236479252,4.59,45.58,0.13,0,21.2,2.289,0.02,25.98,0.018861,3.46,28.58,0.0309523181756036,2.858e-05,1083.00623427584
"23100420",50019613,50019612,50078295,1.3293,0.0995739183036481,5.16,51.15,0.14,0,21.42,0.969,0.03,23.69,0.01984,1.33,25.11,0.0235711888373742,2.511e-05,938.71719782454
"23100422",50019614,50019613,50089443,1.8162,0.0746524529277246,5.65,56.6,0.16,0,21.55,1.572,0.03,20.26,0.01925,1.82,22.22,0.0236793983717931,2.222e-05,1065.67949468016
"23100424",50019615,50019614,50137428,3.6081,0.0124271002931023,7.85,57.06,0,0,25.35,3.853,0.03,6.54,0.013761,3.61,6.59,0.00792798787949879,6.59e-06,1203.03306213942
"23100426",50155230,50019615,50219474,2.979,0.00449911241360349,7.71,60.66,0,0,30.54,2.69,0.06,2.69,0.022305,2.98,2.98,0.00449911241360349,2.98e-06,1509.76926630989
"23100428",50019616,50019606,50058912,6.5601,0.660173026632065,5.34,41.45,0.05,0,8.55,3.112,0.02,56.75,0.038062,6.56,97.09,0.111067606267286,9.709e-05,1143.96545748569
"23100430",50019617,50019616,50063881,0.2835,0.549091036058893,5.3,42.7,0.04,0,8.74,0.38,0.02,53.38,0.04009,0.28,90.4,0.0394594188182968,9.04e-05,436.49799577762
"23100432",50019618,50019617,50070156,0.927,0.450853813026533,5.79,46.49,0.04,0,8.94,0.91,0.02,35.13,0.047253,0.93,70.32,0.094056217682872,7.032e-05,1337.54575772002
"23100434",50019619,50019618,50078294,5.5827,0.290995401484645,6.87,62,0.05,0,12.55,3.821,0.03,24.71,0.04654,5.58,48.07,0.078503830104029,4.807e-05,1633.1148347
"23100436",50019620,50019619,50089442,10.4085,0.207249243399574,6.89,68.83,0.03,0,14.12,4.148,0.03,18.95,0.033773,10.41,40.9,0.0913192587016666,4.09e-05,2232.74471153219
"23100438",50019621,50019620,50106281,19.6983,0.105792826427312,7.39,77.06,0.05,0,14.82,7.298,0.07,12.02,0.041597,19.7,25.53,0.0732700275478128,2.553e-05,2869.9579924721
"23100440",50155231,50019621,50219473,2.97,0.0108999561287672,4.9,73.51,0,0,21.15,1.941,0.11,1.94,0.056701,2.97,2.97,0.0108999561287672,2.97e-06,3670.0188985748
"23100442",50019622,50019511,50089441,2.4543,0.0701764656231012,2.85,59.77,0.2,0,29.75,1.769,0.11,13.26,0.034691,2.45,13.36,0.0314354483483576,1.336e-05,2352.95272068545
"23100444",50019623,50019622,50106280,1.4931,0.0346329561084385,4.25,50.81,0,0,34.33,1.126,0.04,9.33,0.032154,1.49,8.59,0.0168061985698511,8.59e-06,1956.48411756124
"23100446",50019624,50019623,50137427,1.8414,0.0146400713403849,2.82,49.13,0,0,32.65,1.774,0.04,4.84,0.030992,1.84,4.59,0.0068834248463763,4.59e-06,1499.65682927588
"23100448",50155232,50019624,50219472,2.7531,0.0077566464940086,2.54,42.73,0,0,34.65,3.067,0.11,3.07,0.035831,2.75,2.75,0.0077566464940086,2.75e-06,2820.59872509404
"23100450",50019625,50019221,50031381,0.0018,0.0620918836543102,1.86,0,0.05,23.53,23.17,0.028,0,118.04,0.050661,0,65.29,0.0183638763137622,6.529e-05,281.266293670734
"23100452",50019626,50019625,50032305,0.0045,0.043728007340548,1.86,0,0.05,23.53,23.17,0.059,0.01,118.02,0.050669,0,65.29,0.0385749761996864,6.529e-05,590.825183024757
"23100454",50019627,50019626,50033309,1.0683,0.00515303114086163,1.86,0,0.05,23.53,23.17,1.116,0.02,117.96,0.05061,1.07,65.28,0.000269151351558889,6.528e-05,4.12302928245847
"23100456",50019628,50019627,50034380,0.1485,0.0045752782033681,0.86,0,0.05,21.45,23.51,0.427,0.03,114.06,0.050763,0.15,61.91,0.000186248524375819,6.191e-05,3.00837545430171
"23100458",50019629,50019628,50035542,0.2511,0.00426485892282852,0.5,0,0.05,17.89,24.35,0.737,0.02,108.96,0.050385,0.25,58.48,6.26936602283637e-05,5.848e-05,1.07205301348091
"23100460",50019630,50019629,50036809,0.1557,0.00410925293154617,0.32,0,0.01,16.39,24.79,0.599,0.02,107.68,0.050613,0.16,57.19,9.94664298822838e-05,5.719e-05,1.73922766012037
"23100462",50019631,50019630,50038211,0.279,0.00400978650166388,0.31,0,0,16.28,24.76,0.529,0.03,107.08,0.05071,0.28,57.04,0.000124856376307064,5.704e-05,2.18892665334965
"23100464",50019632,50019631,50039791,0.8073,0.00386219700399883,0.2,0,0,15.05,26.38,1.649,0.03,101.6,0.050394,0.81,53.07,0.000374011799680824,5.307e-05,7.04751836594732
"23100466",50019633,50019632,50041558,0.0936,0.00341973987574122,0.14,0,0,15.61,29.56,0.335,0.02,87.49,0.051092,0.09,45.94,2.81086115600541e-05,4.594e-05,0.611854844581064
"23100468",50019634,50019633,50043538,1.0602,0.00339163126418117,0.14,0,0,15.45,29.62,1.492,0.04,87.16,0.051056,1.06,45.85,0.000747267892955607,4.585e-05,16.2981001735138
"23100470",50019635,50019634,50045802,1.5201,0.00258374245276882,0.16,0,0,15.6,34.13,1.412,0.03,73.64,0.051874,1.52,39.47,0.000204701049462174,3.947e-05,5.18624396914553
"23100472",50019636,50019635,50048374,1.6299,0.00218912831631713,0.23,0,0,13.8,43,2.011,0.03,48.86,0.053213,1.63,28.39,0.000178313869026641,2.839e-05,6.28086893366119
"23100474",50019637,50019636,50051329,2.0592,0.00200809233457799,0.26,0,0,15.61,46.71,1.897,0.03,44.7,0.056376,2.06,25.1,0.000157095611229522,2.51e-05,6.25878929201284
"23100476",50019638,50019637,50054798,0.1107,0.0018450300760616,0.3,0,0,18.13,51.25,0.319,0.04,40.43,0.05491,0.11,21.44,2.70016377807893e-05,2.144e-05,1.25940474723831
"23100478",50019639,50019638,50058911,0.1485,0.00181802843828081,0.3,0,0,18.29,51.27,0.33,0.03,39.88,0.042879,0.15,21.26,1.54344196593218e-05,2.126e-05,0.725983991501494
"23100480",50019640,50019639,50063880,1.5885,0.00169098427298776,0.44,0,0,26.54,54.48,2.151,0.04,26.8,0.035448,1.59,14.65,0.000162169683495473,1.465e-05,11.0696029689743
"23100482",50019641,50019640,50070155,0.4239,0.00151698713956689,0.54,0,0,32.72,49.22,1.02,0.04,22.55,0.037694,0.42,11.88,4.90746146643203e-05,1.188e-05,4.13085982022898
"23100484",50019642,50019641,50078293,0.2727,0.00142450061174951,0.77,0,0,47.43,37.09,0.745,0.04,14.65,0.037543,0.27,8.2,2.05947290622142e-05,8.2e-06,2.51155232466027
"23100486",50019643,50019642,50089440,0.1314,0.00103035804173419,0.81,0,0,59.99,29.02,0.378,0.03,10.39,0.040423,0.13,6.03,3.43151971319499e-06,6.03e-06,0.569074579302651
"23100488",50019644,50019643,50106279,0.9072,0.00101380194326222,0,0,0,60.51,27.97,1.849,0.05,7.52,0.045213,0.91,5.05,4.11279460048597e-05,5.05e-06,8.14414772373459
"23100490",50019645,50019644,50137426,0.36,0.000830901810797493,0,0,0,59.83,24.93,0.898,0.05,4.02,0.049751,0.36,3.28,0.000276519925356733,3.28e-06,84.3048552916868
"23100492",50155233,50019645,50219471,1.4796,0.000373310644604225,0,0,0,88.56,10.16,1.653,0.05,1.65,0.030303,1.48,1.48,0.000373310644604225,1.48e-06,252.236922029882
"23100494",50019646,50019469,50106278,1.2303,0.0390765051527628,6.71,29.66,1.26,0,32.04,1.53,0.03,18.22,0.018661,1.23,15.8,0.0143337000159956,1.58e-05,907.196203544028
"23100496",50019647,50019646,50137425,0.1422,0.0197839400127971,7.69,30.52,0.27,0,33.49,0.325,0.03,12.12,0.017327,0.14,10.73,0.00347203101377845,1.073e-05,323.581641545056
"23100498",50155234,50019647,50219470,6.543,0.0106745618618552,6.66,33.84,0.17,0,33.63,7.255,0.08,7.26,0.011019,6.54,6.54,0.0106745618618552,6.54e-06,1632.19600334177
"23100500",50155235,50019556,50219469,19.9953,0.0194059446348608,1.15,10.83,0.07,0,16.51,10.871,0.04,10.87,0.00368,20,20,0.0194059446348608,2e-05,970.297231743041
"23100502",50155236,50019387,50219468,5.8131,0.0154710561876637,8.55,52.02,0,0,38.54,4.085,0.1,4.09,0.02445,5.81,5.81,0.0154710561876637,5.81e-06,2662.83239030356
"23100504",50019648,50019592,50106277,3.1365,0.115963065744452,5.91,65.93,0.08,0,26.68,5.294,0.03,13.25,0.016604,3.14,21.76,0.0484126604503192,2.176e-05,2224.84652804776
"23100506",50019649,50019648,50137424,1.3509,0.0598512743316299,6.29,65.07,0.11,0,28.18,1.462,0.02,5.88,0.02381,1.35,15.48,0.026917203695372,1.548e-05,1738.83744802144
"23100508",50155237,50019649,50219467,10.6848,0.0278105559316462,5.07,65.28,0,0,29.4,3.045,0.08,3.05,0.02623,10.68,10.68,0.0278105559316462,1.068e-05,2603.98463779459
"23100510",50019650,50019508,50137423,3.8682,0.0251087265241795,4.41,74.41,0.03,0,20.5,3.641,0.1,5.38,0.033457,3.87,6.92,0.0157330957882829,6.92e-06,2273.56875553221
"23100512",50155238,50019650,50219466,3.051,0.00937563073589657,6.69,75.84,0,0,16.19,1.739,0.08,1.74,0.045977,3.05,3.05,0.00937563073589657,3.05e-06,3073.97729045789
"23100514",50019651,50019527,50070154,0.1989,0.187510028414164,6.73,62.29,0.9,0,27.43,0.377,0.06,13.68,0.035088,0.2,15.68,0.0420385182141124,1.568e-05,2681.0279473286
"23100516",50019652,50019651,50078292,0.9729,0.137309704346198,7.08,61.29,0.72,0,28.14,1.037,0.05,11.39,0.028973,0.97,13.71,0.0414255812885998,1.371e-05,3021.55953964988
"23100518",50019653,50019652,50089439,1.1079,0.0861830897637374,7.06,59.64,0.97,0,29.06,0.314,0.04,7.75,0.027097,1.11,10.21,0.0310803426496731,1.021e-05,3044.10799702969
"23100520",50019654,50019653,50106276,0.5265,0.0477195856709905,8.54,55.62,0.63,0,30.59,0.645,0.04,5.65,0.021239,0.53,6.97,0.0178939377248828,6.97e-06,2567.27944402909
"23100522",50019655,50019654,50137422,2.2761,0.0298256479461078,8.29,56.54,0.68,0,29.51,1.741,0.05,5,0.016,2.28,6.45,0.0196650915207391,6.45e-06,3048.85139856421
"23100524",50155239,50019655,50219465,4.1706,0.0101605564253686,5.92,54.51,0.93,0,31.05,3.102,0.03,3.1,0.009677,4.17,4.17,0.0101605564253686,4.17e-06,2436.58427466873
"23100526",50019656,50019423,50106275,0.135,0.106388448959999,0.68,72.58,0,0,26.13,0.413,0.09,9.67,0.031024,0.14,11.1,0.0460873506893047,1.11e-05,4152.01357561304
"23100528",50019657,50019656,50137421,7.0191,0.0389560346253094,0.41,61.63,0,0,37.07,5.787,0.1,6.01,0.018303,7.02,7.68,0.0363880023158943,7.68e-06,4738.02113488206
"23100530",50155240,50019657,50219464,0.6624,0.00256803230941517,0.41,70.11,0,0,22.28,0.219,0.01,0.22,0.045455,0.66,0.66,0.00256803230941517,6.6e-07,3890.95804456844
"23100532",50019658,50019228,50028937,0,0.0392559230169821,4.51,0,0.11,42.83,31.4,0.021,0.01,235.18,0.018454,0,203.49,0.0253517458580226,0.00020349,124.584725824476
"23100534",50019659,50019658,50029704,0.018,0.0139041771589596,4.51,0,0.11,42.83,31.4,0.133,0.02,235.16,0.018413,0.02,203.49,0.000299853832028131,0.00020349,1.47355561466476
"23100536",50019660,50020855,50035541,0.0828,0.0070970696903446,2.3,0,0.01,43.85,42.39,0.234,0.02,126.75,0.018225,0.08,85.09,3.04188137396974e-05,8.509e-05,0.357489878243006
"23100538",50019661,50019660,50036808,1.5534,0.00666768277917152,1.89,0,0.01,40.84,45.47,1.964,0.02,107.08,0.018211,1.55,67.5,0.000490987027126541,6.75e-05,7.27388188335616
"23100540",50019662,50019661,50038210,0.639,0.0060555482915146,1.68,0,0,37.92,47.87,0.75,0.02,101.5,0.01803,0.64,63.5,0.000223283121753978,6.35e-05,3.51626963392091
"23100542",50019663,50019662,50039790,0.0927,0.00583226516976062,1.66,0,0,37.45,48.25,0.181,0.01,100.75,0.017965,0.09,62.86,0.000812963720182308,6.286e-05,12.9329258699063
"23100544",50019664,50019663,50041557,1.6542,0.00489398668652816,1.66,0,0,35.95,49.39,1.959,0.03,97.9,0.017671,1.65,61.04,0.000774858358343615,6.104e-05,12.6942719256818
"23100546",50019665,50019664,50043537,0.1503,0.00380358000282461,1.69,0,0,35.22,49.42,0.359,0.02,91.39,0.016632,0.15,57.44,3.84691479254553e-05,5.744e-05,0.669727505666005
"23100548",50019666,50019665,50045801,0.1485,0.00376511085489915,1.69,0,0,35.16,49.44,0.23,0.03,91.03,0.016478,0.15,57.29,7.77391848490422e-05,5.729e-05,1.35694161021194
"23100550",50019667,50019666,50048373,1.9431,0.00368737167005011,1.69,0,0,35.17,49.4,2.141,0.02,90.8,0.016189,1.94,57.15,0.000577950586543598,5.715e-05,10.1128711556185
"23100552",50019668,50019667,50051328,0.099,0.0025948852762444,1.77,0,0,38.04,49.07,0.379,0.02,74.76,0.017657,0.1,44.15,3.21644469481563e-05,4.415e-05,0.728526544692102
"23100554",50019669,50019668,50054797,0.3879,0.00212454819338704,1.55,0,0,38.77,50.57,0.711,0.04,50.38,0.019452,0.39,31.89,0.000230221933080506,3.189e-05,7.219251586093
"23100556",50019670,50019669,50058910,1.1358,0.00189288089073811,1.67,0,0,41.62,48.23,1.164,0.03,46.21,0.019043,1.14,29.71,0.000156917776113699,2.971e-05,5.28164847235608
"23100558",50019671,50019670,50063879,1.9017,0.00119295213425016,1.55,0,0,49.4,40.94,2.26,0.04,25.48,0.02237,1.9,15.22,0.000268959819630392,1.522e-05,17.6714730374765
"23100560",50019672,50019671,50070153,0.1386,0.000741733552410819,1.29,0,0,61.28,28.73,0.396,0.04,20.8,0.022596,0.14,12.24,4.26804306006642e-05,1.224e-05,3.48696328436799
