"COMID","FromNode","ToNode","TotDASqKM","cum_totco2g_day","cum_stream_area_m2","cum_stream_length_m","cum_totco2g_day_Tdrain_m2","cum_totco2g_day_Tsurface_m2"
"23752916",50075204,50075146,11.6982,323740.289934247,14079.8127682261,9141,0.0276743678458435,22.9932240764473
"23752918",50191530,50075147,1.7244,24990.6297452055,1910.33470527823,1942,0.0144923624131324,13.0818069085782
"23752920",50075205,50075137,36.0972,1997805.16961918,57009.6673692504,24547,0.0553451561234439,35.0432700594346
"23752922",50191531,50075142,3.3804,50863.4829863014,3122.19314317082,2227,0.0150465870862328,16.290946989476
"23752924",50191532,50075126,7.3179,116950.097260274,8081.9874422946,3839,0.0159813740636349,14.4704626300521
"23752926",50191533,50075139,5.6331,83097.5943287671,8080.30322809776,4405,0.0147516632633483,10.2839697945754
"23752928",50191534,50075134,4.3245,61256.7124931507,6693.82943084001,4194,0.0141650393093192,9.15122100526299
"23752930",50191535,50075124,2.5452,37934.7123287671,2291.71357027983,1898,0.0149044131419013,16.5529902256219
"23752932",50191536,50075127,3.5784,49279.9134246575,4601.10067297405,3185,0.0137714938030006,10.7104618931983
"23752934",50191537,50075135,1.1394,17994.662630137,1562.05904753025,1975,0.0157931039407908,11.5198350911178
"23752936",50075206,50075141,14.2578,431949.031150685,15533.7689521247,7280,0.0302956298412578,27.8070977160764
"23752938",50191538,50075119,2.2005,11061.9964191781,2515.27526590469,2249,0.00502703768197142,4.39792676735098
"23752940",50191539,50075144,5.8122,97867.2088767123,6260.20187805061,3357,0.0168382383394777,15.6332352826915
"23752942",50075207,50075125,8.4312,172854.402657534,10663.5541588634,6675,0.0205017556999637,16.2098302388102
"23752944",50191540,50075140,2.3733,33054.5748493151,2710.48849017662,2329,0.0139276850163549,12.1950618750501
"23752946",50075208,50075128,16.0155,366763.815534247,22854.1817511505,10067,0.0229005535596295,16.0479959216122
"23752948",50191541,50075206,5.7816,93797.9500273973,5510.13066620932,2963,0.016223528093849,17.0228177350875
"23752950",50191542,50075123,2.8233,48189.7076712329,3356.26309206005,2632,0.0170685749552768,14.3581436703326
"23752952",50191543,50075122,2.6784,33932.4640273973,3199.96480856811,2580,0.0126689307151274,10.6040116242969
"23752954",50191544,50075121,4.1094,31904.6910986301,4931.62089378353,3174,0.00776383197027062,6.46941275207245
"23752956",50191545,50075138,5.6124,93732.0632876712,7123.63013687875,3891,0.0167008879067193,13.1579070623591
"23752958",50191546,50075145,4.3794,69557.8258356164,4836.11527883313,3010,0.0158829579019081,14.3829958189912
"23752960",50191547,50075210,2.0988,16982.8063150685,1798.8678559658,1649,0.00809167444018892,9.44083038603775
"23752962",50191548,50075210,2.1195,13413.8638931507,2065.8708423698,1884,0.00632878692764836,6.49307963404111
"23752964",50075209,50074752,0.639,243690.53125,628.829906031395,1078,0.38136233372457,387.530123667231
"23752966",50191549,50075207,2.025,26819.0158356164,2123.91443734307,1984,0.0132439584373414,12.6271639591875
"23752968",50191550,50075207,3.1347,41760.3010684932,3073.36371377983,2281,0.0133219450245616,13.5878161381471
"23752970",50075210,50139835,4.3902,50195.7938630137,4585.4664363581,3981,0.0114336007159158,10.9467149219569
"23752972",50191551,50139835,5.3343,75863.7945205479,5916.01627919037,3319,0.0142218837561719,12.8234593923278
"23752974",50075211,50075107,10.6254,955836.079479452,13903.3248550612,8628,0.0899576561333646,68.7487409985606
"23752976",50191552,50075206,8.2197,140215.038821918,8585.09767188163,3836,0.017058413180763,16.3323754930777
"23752978",50191553,50075183,4.4811,76877.297260274,4823.3569679319,2966,0.0171558986097775,15.9385460730758
"23752980",50191554,50075208,8.3709,119380.066520548,7332.43692712587,3245,0.0142613179610971,16.2810901351104
"23752982",50075212,50074756,4.1598,271871.713425342,4832.96001640677,3159,0.065356919425295,56.2536649387541
"23752984",50191555,50075130,5.076,89824.6465479452,7409.65529736197,4267,0.0176959508565692,12.1226484827068
"23752986",50191556,50075131,4.7151,74645.5941369863,5847.99327890797,3501,0.0158311794313983,12.7643091530579
"23752988",50075213,50074738,7.6779,81105.8465753425,8225.7803695295,4789,0.0105635455756577,9.85995771000407
"23752990",50191557,50075208,4.9455,80985.730109589,7204.27746806071,4206,0.0163756405034049,11.2413396719698
"23752992",50075214,50075133,8.3412,221721.43170411,9414.1247760487,5936,0.0265814788884225,23.5519962799103
"23752994",50191558,50075110,4.9446,28721.5571835616,6499.67043362056,3795,0.00580867151712203,4.41892515580403
"23752996",50191559,50075213,3.8358,62973.3369863014,4794.92576772709,3200,0.0164172628881332,13.1333288640571
"23752998",50191560,50075186,4.2246,45149.917109589,4582.98291793755,2907,0.0106873827367299,9.85164420597656
"23753000",50075215,50074760,10.386,67480.7248167123,11477.4275105038,6434,0.00649727756756329,5.87942940654218
"23753002",50191561,50075116,10.7163,145166.113972603,13239.9448854761,5145,0.0135462906014765,10.964253645183
"23753004",50075216,50075215,9.2484,67480.7248167123,9690.3292629533,5728,0.0072964755867731,6.96371846462381
"23753006",50191562,50075214,2.7909,49095.2575890411,3347.34022256197,2641,0.017591191941324,14.6669457912064
"23753008",50191563,50075117,3.1608,44660.2838630137,3078.68757373797,2275,0.0141294241530668,14.5062734666479
"23753010",50191564,50075097,2.2851,34255.3149534247,2107.11010737017,1847,0.0149907290505556,16.2570123097069
"23753012",50191565,50075212,3.9699,23114.1821753425,4295.02734158825,2815,0.00582235879375866,5.38161467600696
"23753014",50191566,50075163,5.9139,47152.6892054795,7634.97320167552,4057,0.0079731969099037,6.17588142878245
"23753016",50075217,50075118,12.1473,286631.417342466,17063.0749402017,8903,0.0235963067794873,16.7983448673219
"23753018",50191567,50075214,5.0427,89773.7361369863,4499.29052390775,2600,0.0178027120663506,19.9528649372514
"23753020",50191568,50075100,4.6422,53175.1848657534,6857.21986891967,4139,0.0114547380263137,7.75462736826768
"23753022",50191569,50075217,4.6323,72292.0363561644,7110.98807551158,4297,0.0156060782669871,10.1662435077229
"23753024",50191570,50075096,6.6699,71722.6795068493,6929.11251353032,3456,0.0107531866305116,10.350918586875
"23753026",50191571,50075112,1.17,7632.79288684932,1764.45902617853,2200,0.00652375460414472,4.32585442541017
"23753028",50075218,50074761,8.7975,266586.098661815,11420.5944201745,5223,0.030302483508021,23.3425764766578
"23753030",50191572,50075095,7.6689,110789.315671233,8618.23528150206,3994,0.0144465719557216,12.8552205935974
"23753032",50075219,50075218,7.9866,266586.098661815,10126.3060318,4665,0.0333791724465749,26.3260954018815
"23753034",50191573,50075216,6.6024,38358.9445068493,6505.22793439524,3262,0.00580984861669231,5.89663342986541
"23753036",50191574,50075216,2.6181,12342.7794328767,2849.33088378292,2325,0.00471440335849536,4.33181681465151
"23753038",50075220,50075219,7.9677,101411.223661815,9859.5739271074,4544,0.0127277914155672,10.2855584238788
"23753040",50191575,50075102,23.6538,296009.084383562,39636.6731987163,10153,0.0125142296114604,7.46806077542221
"23753042",50191576,50075217,6.7914,95496.6309041096,7566.06484432482,3738,0.0140614057343272,12.6217039992381
"23753044",50191577,50075221,4.0167,28951.5876082192,3104.18727606494,2022,0.00720780431902288,9.32662401893485
"23753046",50191578,50075094,3.0681,44753.5816438356,2789.69034575762,2094,0.0145867415155424,16.0424907774778
"23753048",50075221,50074762,5.8239,30247.6440649315,5536.62169204491,3325,0.00519370938115893,5.46319502168474
"23753050",50075222,50074762,4.2948,287455.893034247,4037.7270292916,3211,0.0669311476749201,71.192502848485
"23753052",50191579,50074743,5.2632,43894.3015890411,5697.38437284162,3219,0.00833985058311314,7.70429002443246
"23753054",50191580,50075054,2.5731,35532.6245753425,2085.09930462076,1717,0.0138092668669475,17.0412145342906
"23753056",50191581,50075113,3.9528,54224.2809863014,5574.66839088138,3662,0.0137179419617237,9.72690699862926
"23753058",50191582,50075222,2.313,13681.8305342466,2775.05296907198,2417,0.00591518829842049,4.93029527246178
"23753060",50191583,50075061,1.4688,13252.0309068493,1547.70316040079,1712,0.00902235219692899,8.56238537589959
"23753062",50075223,50075057,2.4768,54770.1121972603,3214.24074511367,3703,0.0221132558935967,17.0398288555462
"23753064",50191584,50075223,1.0035,10472.6636465753,699.08044660309,945,0.0104361371664926,14.980627333325
"23753066",50191585,50075166,3.7251,46964.2419945205,3961.6999114706,2685,0.0126075117431802,11.8545682520126
"23753068",50075224,50074742,12.7386,292324.184630137,18465.7618181212,9066,0.0229479051567784,15.8306051767259
"23753070",50191586,50075220,7.7328,44995.4658493151,9115.41621215428,4206,0.0058187804998597,4.93619433299373
"23753072",50191587,50075062,3.9294,48222.1624931507,4636.11891171037,3055,0.0122721439642568,10.4014076022395
"23753074",50191588,50075184,4.5027,45703.0647945205,7546.83294783848,4629,0.0101501465330847,6.05592638798378
"23753076",50191589,50075165,2.0133,26392.1257808219,2063.01567449361,1933,0.0131088887800238,12.7929836438592
"23753078",50191590,50074745,3.267,26547.1834520548,3986.46156595133,2895,0.00812585964250223,6.65933510529646
"23753080",50075225,50074764,3.987,333732.581705479,4577.77216632635,3132,0.0837051872850462,72.9028377952891
"23753082",50191591,50075066,2.9484,28734.2075589041,2983.64982150878,2287,0.00974569514275678,9.63055629107765
"23753084",50075226,50075059,6.9003,126408.841832877,13025.9677789336,8937,0.0183193255123512,9.70437237203313
"23753086",50191592,50075232,7.3899,67195.8759452055,6291.19609041526,2973,0.00909293440306438,10.6809380886378
"23753088",50191593,50075233,2.8026,16120.5134679452,3004.13168214921,2365,0.00575198510952159,5.36611412999456
"23753090",50075227,50139830,30.6072,1557936.22398592,50805.1428067948,29269,0.0509009717970255,30.664931499367
"23753092",50075228,50075227,11.4975,465192.752211473,20375.8025877444,12529,0.0404603393965186,22.8306468031486
"23753094",50191594,50075049,8.6823,125149.764575342,14120.3032510038,6130,0.0144143561700635,8.86310742415856
"23753096",50191595,50075223,1.0467,9857.06224931507,1338.00780823922,1769,0.0094172754842028,7.36696915265889
"23753098",50075229,50139830,2.0862,292714.439873288,2474.95656103882,2397,0.140309864765261,118.270536332333
"23753102",50075230,50075058,5.0292,92464.9975232877,7672.52630567775,6721,0.0183856274404056,12.0514409256391
"23753104",50191596,50075087,1.3383,14292.2156054795,1691.51368946561,1965,0.0106793810098479,8.44936443286767
"23753106",50191597,50075088,5.4432,77895.3490684932,7431.32234729651,4125,0.0143105800022952,10.4820307111064
"23753108",50075231,50075233,8.9001,197844.115536986,10992.2293353871,7657,0.0222294261341992,17.9985432891279
"23753110",50075232,50074765,8.3844,1029436.43844521,8141.12621288425,3791,0.122779976914891,126.448898042633
"23753112",50191598,50075231,2.2923,19290.6729123288,2517.41031726184,2203,0.00841542246317183,7.66290373089082
"23753114",50075233,50075234,13.2426,297194.316111781,17137.6907494704,11114,0.0224422935157583,17.3415613839901
"23753116",50191599,50075086,1.6236,19304.0040082192,1641.05673158603,1722,0.0118896304559123,11.7631545800141
"23753118",50075234,50139829,18.4005,563049.987399452,26368.3888280883,15759,0.030599711279555,21.3532192304323
"23753120",50191600,50075068,4.5288,37783.0935205479,5329.4601699673,3259,0.0083428487724227,7.0894785429609
"23753122",50191601,50075224,6.1749,60678.0176712329,6149.08287229945,3194,0.0098265587574265,9.86781588919168
"23753124",50075235,50075231,5.8059,109344.820487671,5954.40839670153,4374,0.0188333971456055,18.3636749787339
"23753126",50191602,50075063,1.6038,20435.8374246575,1897.50586186721,2004,0.0127421358178436,10.7698415247835
"23753128",50191603,50075085,1.1727,16154.0370328767,1326.55691726928,1652,0.0137750806113044,12.1774172088521
"23753130",50191604,50075064,0.9855,12428.9575068493,1535.11729011679,2095,0.0126118290277517,8.09642206941967
"23753132",50191605,50075055,2.4192,29176.2419178082,3513.84899462563,2989,0.0120602851842792,8.30321449852647
"23753134",50191606,50075056,2.3319,20527.6412876712,3425.76595771721,2971,0.00880296808939972,5.99213184468386
"23753136",50191607,50075072,3.8466,40795.6560821918,4835.04148607042,3222,0.0106056403270919,8.43749866463868
"23753138",50191608,50075235,3.465,29952.2194191781,2540.97709828235,1789,0.00864421916859397,11.7876778344146
"23753140",50191609,50075084,4.3803,50376.224769863,5590.25416160689,3479,0.0115006334657131,9.01143728237619
"23753142",50075236,50075228,11.4921,356399.416273973,20175.5179008798,12454,0.0310125578679243,17.6649451094602
"23753144",50191610,50075052,3.4848,43574.6978630137,5325.15580856857,3738,0.0125042177063285,8.1828024248415
"23753146",50191611,50075053,2.2104,27878.2014246575,4183.73236204837,3732,0.0126122880133268,6.66347629632031
"23753148",50075237,50074766,1.9197,202076.00357363,2385.75995854193,2390,0.105264366085133,84.7008949287295
"23753150",50191612,50075089,2.8341,42133.8167671233,3973.77550824684,3110,0.0148667360951001,10.6029685571523
"23753152",50191613,50075230,1.1367,17869.7339178082,1402.91364940082,1776,0.0157207125167663,12.7375864690178
"23753154",50191614,50075065,4.8825,47798.4607643836,4496.63272200343,2643,0.00978975130862951,10.6298343047878
"23753156",50191615,50075085,3.1671,62027.1445479452,1999.52010431721,1476,0.019584839300289,31.0210156997276
"23753158",50191616,50075224,4.9104,49130.5149041096,6496.44464469354,3807,0.0100053997442387,7.56267737065083
"23753160",50075238,50075236,5.2731,128889.261287671,7617.29758953916,6101,0.0244427872195997,16.9206020603258
"23753162",50191617,50075239,4.6818,91002.4495890411,5839.52968644583,3509,0.0194374919024822,15.5838662487268
"23753164",50191618,50075229,1.8513,24771.4711232877,2028.02208140792,1986,0.0133805818199577,12.2145963549324
"23753166",50191619,50075114,2.1888,25945.3398082192,2975.52186219067,2668,0.0118536822954218,8.71959306967331
"23753168",50191620,50075225,3.6063,41840.7692054795,3903.38590118434,2691,0.0116021321591325,10.7190962576322
"23753170",50191621,50075235,1.5948,20531.0893150685,1441.57738627137,1527,0.0128737705762908,14.2421000152978
"23753172",50191622,50075060,4.0419,43445.3450136986,5863.80339751145,3807,0.0107487431687322,7.40907258796167
"23753174",50191623,50075067,2.0628,18554.9318219178,2303.59859350657,2131,0.00899502221345637,8.05475913825473
"23753176",50075239,50074767,4.8744,941758.512089041,6585.7639768075,3948,0.193205012327474,142.999128940173
"23753178",50191624,50075226,1.8018,18181.274490411,2974.78243187737,2955,0.0100906174327955,6.1117997388928
"23753180",50191625,50075237,1.7559,26680.5816986301,2119.30274574712,2134,0.0151948184399055,12.5893205924312
"23753182",50191626,50075246,1.7541,23674.9629863014,2156.86936732294,2173,0.0134969289016028,10.9765400468765
"23753184",50191627,50075246,0.4905,2859.16776164384,338.007747716053,666,0.00582908819907001,8.45888232137718
"23753186",50191628,50075230,1.1997,17008.5552493151,2020.32254576333,2486,0.01417734037619,8.41873258553813
"23753188",50075240,50074767,7.686,1130776.92643664,14557.3869139983,9720,0.147121640181712,77.6771911825254
"23753190",50075241,50075240,7.353,223344.301436644,13630.6066926996,9291,0.0303745819987276,16.3854996679102
"23753192",50191629,50075047,3.5955,48616.7975342466,4453.35441172473,3075,0.0135215679416622,10.9168938825639
"23753194",50191630,50075077,1.4562,22509.3169315068,1671.19164810735,1857,0.0154575724018039,13.469021914392
"23753196",50075242,50074768,8.2134,116878.345972603,12598.209697699,5650,0.0142302025924225,9.27737740339012
"23753198",50191631,50075243,3.8862,36279.6517972603,5811.6892990061,3852,0.00933550815636362,6.24253120404505
"23753200",50075243,50075046,6.975,121624.806246575,10012.5283629071,6743,0.0174372482073943,12.1472620938735
"23753202",50191632,50075234,4.8933,66656.0345753425,6603.7583399308,3877,0.0136218982231505,10.0936513942818
"23753204",50191633,50075243,2.2959,20706.445709589,2180.96624930106,1907,0.00901887961565791,9.49416145996062
"23753206",50191634,50075248,1.2168,16202.2396191781,1291.17988297073,1577,0.0133154500486342,12.5483984322155
"23753208",50191635,50075248,1.3167,15698.2112136986,1512.36590366945,1772,0.0119223902283729,10.3799028896447
"23753210",50191636,50075181,1.4058,18163.7844657534,2610.47422994938,2955,0.0129206035465595,6.95804013591263
"23753212",50075244,50075226,4.2939,46034.6259452055,6595.57820195698,4289,0.0107209357332974,6.97961945649383
"23753214",50075245,50074769,14.2614,290249.432136986,20107.2445360776,9490,0.0203520995229771,14.4350675009797
"23753216",50191637,50075244,0.4212,0,93.6831433564956,200,0,0
"23753218",50191638,50075074,1.0233,15472.4671808219,1110.65935797795,1486,0.0151201672831251,13.9308844513685
"23753220",50075246,50075045,5.4405,88269.8843917808,9072.3564326974,6491,0.0162245904589249,9.72954326107052
"23753222",50191639,50075247,4.4082,45871.8776712329,6071.68068354805,3766,0.0104060336806935,7.55505436831161
"23753224",50075247,50074770,4.4145,937072.065171233,6207.21035218895,3850,0.212271393175044,150.965089307917
"23753226",50075248,50075249,3.1878,64691.2690520548,4272.9944509984,4430,0.0202933901286325,15.1395630848384
"23753228",50075249,50074771,3.195,288562.425302055,4379.14911524432,4508,0.0903168780288122,65.8946333427049
"23753230",50191640,50075033,2.6064,17698.0074813699,1874.2959659387,1533,0.0067902115873887,9.44248283248385
"23753232",50191641,50075044,0.9027,9874.80657534247,1268.50733223695,1813,0.0109391897367259,7.78458769956713
"23753234",50191642,50074748,1.4634,17311.5195369863,1552.82588083964,1721,0.0118296566468404,11.1483970937074
"23753236",50191643,50075238,1.8738,33990.9649315068,2511.63369716139,2444,0.0181401243096952,13.5334085419872
"23753238",50191644,50075241,4.0545,59514.8195342466,7035.14264592988,4560,0.0146787074939565,8.45964645346294
"23753240",50191645,50075078,2.8152,33511.3728246575,4369.79010406615,3432,0.0119037272039846,7.6688747117338
"23753242",50191646,50075043,1.3914,12113.9090383562,1911.908249579,2176,0.00870627356501092,6.33603052919703
"23753244",50191647,50075080,2.4246,35517.9440712329,2268.02903606975,1927,0.0146489912031811,15.6602686766223
"23753246",50191648,50074747,2.9754,39155.8730136986,2726.64734463767,2080,0.0131598685937012,14.3604463887507
"23753248",50191649,50075069,6.9462,48119.1299178082,8895.55136843054,4343,0.00692740346056955,5.40934765309527
"23753250",50191650,50075238,2.9664,42610.9270684931,3883.20788808279,2967,0.014364525036574,10.9731253892593
"23753252",50191651,50075250,5.1039,58336.8055890411,6332.16653195292,3636,0.011429848858528,9.21277185220353
"23753254",50191652,50075250,5.1381,31942.4953726027,4014.3587815652,2297,0.0062167912988464,7.95706042003259
"23753256",50191653,50075241,3.2913,49236.3100273973,6435.06287453163,4655,0.014959532715765,7.65125547137423
"23753258",50191654,50075251,2.1591,20186.747260274,2237.79551255616,2021,0.00934961199586587,9.02081854530817
"23753260",50075250,50075330,10.5156,150310.918290411,11462.4961152748,6371,0.014294088619804,13.1132797585081
"23753262",50191655,50075236,5.4036,84513.1471232877,9028.74179516747,5031,0.0156401560299222,9.36045675472992
"23753264",50191656,50075251,2.5362,21959.0152520548,4214.53781921557,3497,0.00865823486004842,5.21030210049032
"23753266",50075251,50075252,5.0364,69332.9564465754,7770.10411674357,6280,0.013766372100424,8.92304085053015
"23753268",50191657,50075167,1.9017,14555.6228219178,2527.10738061283,2440,0.00765400579582363,5.7597959364861
"23753270",50191658,50075242,8.1603,116878.345972603,12157.4949494142,5453,0.0143228001387943,9.61368657432465
"23753272",50075252,50075180,8.3178,106875.235474521,12708.7680796305,9645,0.0128489787533387,8.40956690726143
"23753274",50075253,50075245,14.1867,290249.432136986,19377.4096943677,9246,0.0204592634042438,14.9787529249253
"23753276",50191659,50075091,5.6556,112586.08109589,5106.52291323995,2778,0.0199070091760185,22.0475033616284
"23753278",50191660,50075330,3.3543,31404.7261643836,4064.525274947,2911,0.00936252755101917,7.72654222571985
"23753280",50075254,50075092,30.987,1382626.65442739,15124.2393333172,4167,0.0446195712533446,91.4179301157712
"23753282",50191661,50075252,3.1077,33365.0602191781,3886.95458908988,2898,0.0107362551788069,8.58385644968146
"23753284",50075255,50075256,29.1699,503002.008129281,8681.27814539257,1995,0.0172438715295315,57.9410081908549
"23753286",50075256,50075254,30.6675,760556.824838347,10556.4821274265,3152,0.0248000921117909,72.0464275558584
"23753288",50191662,50075081,1.71,34063.6465479452,2072.32967366263,2116,0.0199202611391492,16.4373685233881
"23753290",50191663,50075075,3.4128,31377.7203534247,3970.64657402068,2818,0.00919412809230681,7.90242086987148
"23753292",50191664,50075032,2.3715,12907.7527610959,2211.49898931498,1901,0.00544286433105457,5.83665324897757
"23753294",50191665,50075041,2.4228,22972.4897260274,3414.24376042988,2902,0.00948179367922544,6.72842694838373
"23753296",50075257,50075256,1.4076,23087.4417090657,769.689177793356,910,0.0164019904156477,29.9957987914755
"23753298",50075258,50075257,1.2897,20308.9624610188,588.468266262054,705,0.0157470438559501,34.5115677860102
"23753300",50191666,50074746,11.3634,137527.08,9899.50085698638,3730,0.0121026347748033,13.8923246724044
"23753302",50191667,50075082,1.2393,22056.8756712329,1498.79235469081,1813,0.0177978501341345,14.7164319341508
"23753304",50075259,50074773,3.1176,55473.9417410959,3501.165180435,2606,0.0177937970686092,15.8444228941531
"23753306",50075260,50074776,15.6618,448878.548042979,22464.8096610553,11490,0.028660725334443,19.9814089153468
"23753308",50191668,50075255,29.0583,422471.422191781,7739.65774616351,1779,0.0145387521703534,54.5852847822886
"23753310",50191669,50075258,1.2528,12208.130859375,435.664092761319,524,0.00974467661188937,28.0218890246328
"23753312",50075261,50141474,3.4335,166296.654328767,3249.1038982697,2828,0.0484335675924762,51.1823135041412
"23753314",50191670,50075331,3.906,37153.7012876712,4520.20874771677,2988,0.0095119562948467,8.21946581702408
"23753316",50075262,50074780,12.6918,674561.023173973,17390.7448318118,10509,0.0531493581031826,38.7885067429683
"23753318",50191671,50075253,6.2055,83040.1913424657,6645.72759327434,3443,0.0133817083784491,12.4952746222257
"23753320",50075263,50075040,7.182,257929.007671233,11266.3485764708,7443,0.0359132564287431,22.8937535458387
"23753322",50191672,50075179,3.591,35347.5028767123,4239.11515215656,2929,0.00984335919707945,8.33841535508419
"23753324",50075264,50074774,3.2265,274146.181145548,4990.47804715084,3648,0.0849670482397483,54.9338517383246
"23753326",50075265,50075261,2.7378,110459.063260274,2963.57240096409,2626,0.0403459212726547,37.2722674918757
"23753328",50191673,50075178,2.0691,19065.6924657534,2780.45263782716,2568,0.00921448575020705,6.85704629755991
"23753330",50075266,50075265,2.232,65531.3215890411,1809.24806127061,1706,0.0293599111062012,36.2201972144269
"23753332",50191674,50075038,7.2621,86611.0975890411,9796.09633445473,4672,0.0119264534485949,8.84138891983059
"23753334",50191675,50075270,4.4037,32038.2635753425,4877.6152632088,3027,0.00727530566917422,6.56842777596725
"23753336",50191676,50075270,1.4004,11345.8226613699,1887.55131221514,2141,0.00810184423119816,6.01086846643389
"23753338",50191677,50075263,2.1006,38031.0706849315,2969.63535538364,2721,0.0181048608421077,12.8066466530933
"23753340",50191678,50075253,4.2876,51099.6130684931,5217.83491394639,3284,0.011917999129698,9.79325983118256
"23753342",50191679,50075269,1.6164,22522.7696712329,1633.41887960614,1718,0.0139339084825742,13.7887286307501
"23753344",50191680,50075269,2.1465,23456.5723561644,2060.91648800592,1867,0.0109278231335497,11.3816219592965
"23753346",50191681,50075266,1.9701,35515.0617534247,1665.01814980379,1578,0.0180270350507206,21.3301349043011
"23753348",50191682,50075175,1.9008,18935.9810958904,1882.43301882373,1818,0.00996211126677736,10.0593120214832
"23753350",50191683,50074999,6.4944,54107.6593972603,7911.98086812163,4002,0.00833143314197775,6.83869947351199
"23753352",50191684,50075002,1.332,11191.8391972603,1922.59740442861,2239,0.00840228167962485,5.82120789900186
"23753354",50191685,50075001,1.053,10507.3853506849,1859.71319749936,2451,0.00997852359989069,5.65000311059443
"23753356",50075267,50074777,3.5514,266044.435912671,3938.18077975966,2737,0.074912551645174,67.5551608194348
"23753358",50075268,50074775,5.2857,316843.202106164,6397.89638118518,3607,0.0599434705159513,49.5230280749671
"23753360",50191686,50074998,1.2213,12806.6037780822,1563.58623148142,1906,0.010486042559635,8.19053245688188
"23753362",50075269,50075331,8.1963,216715.777643836,11019.6090976955,6863,0.0264406839237017,19.6663761593101
"23753364",50191687,50075037,1.7595,22695.6969041096,1896.90322531985,1908,0.0128989468054047,11.9646045202347
"23753366",50191688,50075263,3.6279,75502.3068493151,3575.18166288762,2457,0.020811573320465,21.1184532615702
"23753368",50191689,50075176,7.8543,82357.7067123288,7763.65928794262,3553,0.0104856838562735,10.6081042016147
"23753370",50191690,50075005,4.6098,32824.4646821918,5821.79565292094,3527,0.00712058325354501,5.63820282247848
"23753372",50191691,50075006,1.6074,18657.948,2249.55036492692,2373,0.0116075326614408,8.29407880387961
"23753374",50191692,50075174,1.6353,12746.6570712329,1867.28990445872,1952,0.00779469031445784,6.8262871452346
"23753376",50075270,50075022,6.6978,92909.8311353425,9911.82717838789,6734,0.0138716938599753,9.37363308128762
"23753378",50191693,50075023,1.4733,14386.1610986301,2107.07315079568,2327,0.009764583654809,6.82755655312562
"23753380",50191694,50074994,2.8134,19618.9779205479,2480.72670214358,1949,0.0069734051043392,7.90856078728675
"23753382",50191695,50075025,1.6794,13142.2836739726,2082.79873515544,2147,0.00782558275215708,6.30991533274183
"23753384",50191696,50075271,3.159,39761.0936136986,3989.59459272402,2949,0.0125866076649885,9.96619899330435
"23753386",50191697,50075024,2.5974,22099.9665863014,4294.617849739,3519,0.00850849564422168,5.14596813023643
"23753388",50191698,50075271,5.6835,70073.7060821918,7902.65108018799,4288,0.0123293227909196,8.86711375349307
"23753390",50075271,50075169,10.7028,203819.681613699,16006.8929099683,8837,0.0190435850070728,12.7332445315961
"23753392",50075272,50075007,5.2911,88885.4541123288,8874.13388872916,6873,0.0167990501242329,10.0162399200693
"23753394",50075273,50141496,9.2574,395974.003848887,10111.3501155299,5696,0.0427737813909831,39.1613384290507
"23753396",50191699,50075036,7.6707,106054.983287671,12717.4599349952,5893,0.0138259850193165,8.33932120327226
"23753398",50191700,50075276,2.8134,31905.0541643836,3218.96245752751,2529,0.0113403903335408,9.91159561049678
"23753400",50191701,50075276,6.7014,136358.523287671,9941.11501290618,4946,0.0203477666290135,13.7166226435004
"23753402",50191702,50074992,1.3275,6896.92717479452,1628.5992402708,1900,0.00519542536707685,4.23488296215078
"23753404",50191703,50075173,5.4819,52288.4122356164,7686.92872906403,4251,0.00953837396443138,6.80225016760148
"23753406",50191704,50074995,1.0179,10283.7517808219,1672.53554193474,2244,0.0101029096972413,6.1485998491404
"23753408",50191705,50074990,1.8324,16811.9398849315,1972.40819892065,1942,0.00917481984552036,8.52356013026685
"23753410",50075274,50075273,7.4592,199799.054259846,6280.17716973084,4088,0.0267855874972981,31.8142384935948
"23753412",50191706,50074997,7.8957,70600.9728493151,8192.72829664281,3739,0.00894169900696773,8.61751669199694
"23753414",50191707,50074989,1.4589,13849.4118246575,1636.78922993446,1817,0.0094930508085938,8.4613287840439
"23753416",50075275,50075027,14.8536,537982.462401301,16637.2096468181,8987,0.0362189948834829,32.336099251126
"23753418",50075276,50075278,10.4454,372326.947315069,16849.91879472,8927,0.0356450635988156,22.0966612273372
"23753420",50075277,50075274,5.4333,199799.054259846,4149.39108554217,3086,0.0367730576739451,48.151415506726
"23753422",50191708,50074993,2.6676,23997.032630137,3043.4092473528,2459,0.00899573872774666,7.88491809013525
"23753424",50191709,50074996,3.1365,27220.9895342466,4954.44954234311,3676,0.00867877874517666,5.49425103668993
"23753426",50075278,50074987,328.9023,64568824.6450272,788224.898002433,229538,0.196316123800372,81.9167534654911
"23753428",50191710,50075272,1.1169,11904.0987945205,1652.96904180782,2112,0.0106581599019791,7.20164654838376
"23753430",50191711,50075003,6.6915,56886.3161917808,9278.65419051863,4620,0.00850128016017049,6.13088008494917
"23753432",50075279,50075277,5.0562,108798.263465325,3371.87438275998,2654,0.0215177927030824,32.2664047099733
"23753434",50075280,50075332,5.3127,121149.238109589,6659.76439026303,5172,0.0228037039753024,18.1912198405572
"23753436",50191712,50074991,4.5504,42592.7345753425,3383.73466544927,2064,0.00936021768972893,12.5874924562642
