"","comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t"
"8079",23805164,4.07,61.31,0.17,0,26.49,2.71,65.29,0.23,0,16.42
"8080",23805166,1.32,85.95,0,0,7.21,2.28,76.1,0.05,0,7.41
"8081",23805168,3.05,92.17,0,0,4.76,3.4,71.25,0,0,8.66
"8082",23805170,3.63,62.06,0,0,13.7,3.65,58.17,0,0,13.06
"8083",23805172,3.96,9.24,0,0,5.04,3.96,9.24,0,0,5.04
"8084",23805174,0.95,90.93,0,0,4,0.89,80.13,0.14,0,5.57
"8085",23805176,0.41,80.11,0.35,0,2.57,0.41,80.11,0.35,0,2.57
"8086",23805178,1.52,54.51,0.19,0.22,33.57,2.03,60.11,0.09,0.1,28.16
"8087",23805180,2.35,70.8,0,0,25.56,2.07,63.02,0,0,25.22
"8088",23805182,3,66.38,0,0,5.56,3,66.38,0,0,5.56
"8089",23805184,12.47,12.7,0.25,66.02,1.47,6.54,37.63,0.8,42.4,5.28
"8090",23805186,0,0,0,100,0,6.86,36.56,1.17,44.73,5.22
"8091",23805188,5.58,0,0,94.06,0.37,6.87,36.56,1.17,44.73,5.22
"8092",23805190,8.45,44.91,0.89,29.2,8.01,8.45,44.91,0.89,29.2,8.01
"8093",23805192,4.35,12.06,5.4,69.31,4.28,6.4,36.42,1.35,46.37,4.63
"8094",23805194,6.86,41.86,0.25,42.48,3.43,6.86,41.86,0.25,42.48,3.43
"8095",23805196,3.44,77.61,1.08,0.78,13.59,3.24,62.65,0.54,0.18,26.97
"8096",23805198,10.64,54.26,17.02,0,18.09,3.78,56.52,0.41,0,31.95
"8097",23805200,4.99,64.68,0.4,0,25,4.7,57.34,0.36,0,28.79
"8098",23805202,4.21,44.71,0.29,0,35.32,4.21,44.71,0.29,0,35.32
"8099",23805204,15.38,1.24,0.16,83.05,0.16,8.29,30.61,0.78,47.84,9.87
"8100",23805206,8.1,5.33,0.35,85.68,0.39,3.47,45.16,0.78,32.22,14.77
"8101",23805208,3.42,42.02,1.43,32.8,15.78,2.71,50.96,1.04,23.98,17.34
"8102",23805210,0.81,75.27,0,0,21.58,0.81,75.27,0,0,21.58
"8103",23805212,89.57,3.91,2.41,0.83,0.94,67.89,19.92,1.45,3.46,2.86
"8104",23805214,35.21,44.04,0,7.43,5.76,35.21,44.04,0,7.43,5.76
"8105",23805218,20.78,13.28,10.05,46.88,0,70.88,6.53,2.73,16.4,0.72
"8106",23805220,12.22,12.14,6.57,58.07,5,74.04,6.11,2.27,14.48,0.76
"8107",23805222,57.45,7.83,4.72,24.08,0.75,81.02,5.42,1.78,9.54,0.28
"8108",23805224,100,0,0,0,0,100,0,0,0,0
"8109",23805226,21.25,0,3.4,75.08,0,25.93,27.39,1.34,39.31,3.12
"8110",23805228,39.27,9.71,2.12,43.69,0.94,25.96,27.6,1.32,39.03,3.14
"8111",23805230,81.03,7.15,1.93,8.93,0,35.84,27.19,1.26,28.41,4.21
"8112",23805232,13.36,18.95,8.07,58.7,0,15.37,35.78,0.93,38.24,5.69
"8113",23805234,14.45,27.78,21.11,36.67,0,15.78,36.45,0.85,39.13,3.65
"8114",23805236,14.53,37.91,0.93,39.54,4.45,13.78,41.17,0.51,35.39,4.28
"8115",23805238,100,0,0,0,0,12.27,56.6,0,16.9,4.93
"8116",23805240,7.42,68.41,0,10.63,7.93,7.42,68.41,0,10.63,7.93
"8117",23805242,9.91,5.03,4.44,75.28,0.62,9.06,15.68,2.66,58.2,5.8
"8118",23805244,12.55,7.8,3.8,64.07,1.53,9.84,14.66,1.67,56.38,8.19
"8119",23805246,13.13,1.38,1.38,80.65,1.55,7.86,19.67,0.11,50.76,13.05
"8120",23805248,0,5.77,0,94.23,0,7.43,21.2,0,48.26,14.01
"8121",23805250,6.1,15.98,0,65.44,3.35,7.28,22.52,0,49.4,14.52
"8122",23805252,7.95,33.62,0,37.9,17.03,7.95,33.62,0,37.9,17.03
"8123",23805254,86.92,0.23,1.26,10.32,0,86.92,0.23,1.26,10.32,0
"8124",23805256,3.34,63.86,0.19,0,30.34,1.91,55.6,0.72,0,36.83
"8125",23805258,0,52.53,0.28,0,37.53,0,52.53,0.28,0,37.53
"8126",23805260,0,47.06,52.94,0,0,3.75,62.93,1.84,3.91,24.46
"8127",23805262,4.17,60.91,6.24,9.06,16.23,3.25,64.44,1.8,3.87,23.79
"8128",23805264,0.72,82.36,0.11,2.46,12.79,2.96,66.24,0.63,2.63,24.73
"8129",23805266,3.4,61.04,1.31,0.35,31.6,4.08,61.07,1,0.27,31.19
"8130",23805268,6.25,61.15,0,0,29.87,6.25,61.15,0,0,29.87
"8131",23805270,89.99,4.87,4.38,0,0.17,89.04,8.18,1.07,0.41,0.78
"8132",23805272,89.81,3.57,5.48,0,0.07,88.81,8.31,0.97,0.46,0.88
"8133",23805274,100,0,0,0,0,88.48,8.64,0.83,0.51,0.95
"8134",23805276,100,0,0,0,0,87.54,9.33,0.89,0.55,1.03
"8135",23805278,100,0,0,0,0,89,9.32,0.96,0.08,0.2
"8136",23805280,76.61,0,17.75,0,2.15,87.16,10.72,1.2,0.11,0.27
"8137",23805282,93.03,0.15,2.98,0.76,0.9,86.6,11.58,1,0.12,0.23
"8138",23805284,98.51,1.48,0,0,0,85.13,13.99,0.61,0,0.11
"8139",23805286,92.92,0,5.04,0,0,83.97,15.09,0.58,0,0.13
"8140",23805288,89.91,8.95,1.13,0,0,81.41,17.91,0.41,0,0.18
"8141",23805290,88.19,11.8,0,0,0,80.04,19.41,0.43,0,0.11
"8142",23805292,97.21,1.52,1.27,0,0,85.72,13.87,0.27,0,0.14
"8143",23805294,100,0,0,0,0,86.88,12.86,0.27,0,0
"8144",23805296,87.9,11.72,0.38,0,0,87.9,11.72,0.38,0,0
"8145",23805298,3.81,42.28,3.68,20.21,28.14,2.61,68.35,1.23,6.48,19.57
"8146",23805300,2.88,22.36,1.2,0,66.35,3.11,76.38,0.09,0,17.6
"8147",23805302,0.09,91.58,0,0,7.12,0.09,91.58,0,0,7.12
"8148",23805304,3.43,53.89,0.05,0,25.23,3.07,47.84,0.55,0,29.2
"8149",23805306,3.2,24.04,2.31,0,49.48,3.2,24.04,2.31,0,49.48
"8150",23805308,4.89,31.48,0.7,42.37,18.91,3.66,42.47,0.58,29.45,21.64
"8151",23805310,0.87,67.35,0.33,0.22,27.83,0.87,67.35,0.33,0.22,27.83
"8152",23805312,18.36,0,8.23,73.41,0,7.77,41.99,1.65,36.92,5.65
"8153",23805314,13.11,5.05,10.54,68.41,2.42,7.39,44.14,1.58,34.29,6.19
"8154",23805316,8.6,14.7,3.84,69.08,0.38,6.62,48.44,0.69,30.56,7.15
"8155",23805318,7.84,42.8,0.68,37.31,3.53,7.44,50.56,0.31,27.63,6.7
"8156",23805320,15.39,58.46,9.23,0,5.38,7.32,52.83,0.19,24.78,7.63
"8157",23805322,50,25,25,0,0,7.25,52.78,0.11,25,7.65
"8158",23805324,3.98,40.9,0.89,45.58,4.26,7.4,44.37,0.24,25.01,10.63
"8159",23805326,4.99,46.41,0,8.46,19.84,4.99,46.41,0,8.46,19.84
"8160",23805328,4.74,51.82,0.46,5.55,31.14,4.28,50.54,0.38,4.55,34.64
"8161",23805330,2.12,44.72,0,0,50.67,2.12,44.72,0,0,50.67
"8162",23805332,7.88,74.9,1.23,0,13.78,1.9,67.12,0.27,0.1,25.44
"8163",23805334,2.07,76.21,0,0.23,17.04,1.51,71.92,0,0.17,19.37
"8164",23805336,0,60.5,0,0,25.56,0,60.5,0,0,25.56
"8165",23805338,47.55,12.79,4.81,29.29,2.49,44.38,12.39,4.32,33.41,2.81
"8166",23805340,24.36,9.82,1.25,59.39,4.81,24.36,9.82,1.25,59.39,4.81
"8167",23805342,2.21,81.11,0,0,10.34,1.85,37.52,0,0,46.39
"8168",23805344,2,18.06,0,0,61.2,2.2,23.92,0,0,57.32
"8169",23805346,2.95,45.03,0,0,43.33,2.95,45.03,0,0,43.33
"8170",23805348,3.38,73.06,0,9.33,11.79,3.35,68.79,0.23,6.27,16.45
"8171",23805350,3.31,60.04,0.69,0,26.01,3.31,60.04,0.69,0,26.01
"8172",23805352,1.94,52.29,0.94,0,32.18,1.94,52.29,0.94,0,32.18
"8173",23805354,1.2,69.46,0,0,18.67,1.2,69.46,0,0,18.67
"8174",23805356,4.56,65.71,0,0,29.53,4.56,65.71,0,0,29.53
"8175",23805358,1.06,63.43,0.3,0,31.69,1.06,63.43,0.3,0,31.69
"8176",23805360,1.64,59.07,0,0,37.49,1.64,59.07,0,0,37.49
"8177",23805362,0,35.73,0,0,63.36,0,35.73,0,0,63.36
"8178",23805364,3.04,40.63,0,0,43.99,3.04,40.63,0,0,43.99
"8179",23805366,1.77,49.63,1.81,0,40.39,1.77,49.63,1.81,0,40.39
"8180",23805368,9.71,45.65,0,0,39.71,1.56,37.32,0,0,59.58
"8181",23805370,0,45.9,0,0,52.93,1.41,48.87,1.44,0,42.94
"8182",23805372,7.45,60.57,0,0,25.96,7.45,60.57,0,0,25.96
"8183",23805374,8.07,61.18,0,0,14.76,8.07,61.18,0,0,14.76
"8184",23805376,4.94,40.72,0,0,42.31,4.94,40.72,0,0,42.31
"8185",23805378,4.87,42.13,0,0.93,39.15,6.2,51.61,0,0.45,32.36
"8186",23805380,2.64,84.16,0,0,7.31,2.64,84.16,0,0,7.31
"8187",23805382,3.29,78.22,0,0,16.57,3.43,76.76,0,0,18.08
"8188",23805384,5.22,61.07,0.4,0.08,29.64,6.01,61.1,0.29,0.06,25.47
"8189",23805386,0,63.74,0,0,36.27,0,63.74,0,0,36.27
"8190",23805388,2.44,48.58,0,0,46.51,2.44,48.58,0,0,46.51
"8191",23805390,3.66,55.86,1.26,0,32.85,3.66,55.86,1.26,0,32.85
"8192",23805392,0.92,71.13,0.25,0,26.29,1.8,48.66,0.05,0,47.64
"8193",23805394,0.58,49.95,0,0,47.5,1.7,40.2,0,0,56.49
"8194",23805396,4.11,56.4,0.6,0.9,30.87,4.11,56.4,0.6,0.9,30.87
"8195",23805398,1.56,70.54,0.9,3.41,21.62,3.06,76.91,0.13,0.49,17.08
"8196",23805400,3.83,21.77,0,0,73.5,3.83,21.77,0,0,73.5
"8197",23805402,3.05,65.95,0,0,24.54,3.05,65.95,0,0,24.54
"8198",23805404,14.47,56.45,0.04,0,25.02,14.47,56.45,0.04,0,25.02
"8199",23805406,1.96,44.07,0.46,0,47.85,3,50.07,0.52,0.44,39.59
"8200",23805408,0.82,37.18,0,0,26.95,0.82,37.18,0,0,26.95
"8201",23805410,5.35,37.3,0,0,55.85,5.35,37.3,0,0,55.85
"8202",23805412,1.95,54.67,0.78,0,39.53,1.47,56.9,0.59,0,38.73
"8203",23805414,27.78,45.41,2.66,7.73,10.14,5.75,51.06,0.5,0.57,36.16
"8204",23805416,0.59,50.78,2.06,0,31.5,1.17,51.74,1.91,0,31.76
"8205",23805418,2.95,60.44,0,0,36.12,2.95,60.44,0,0,36.12
"8206",23805420,31.4,2.42,3.86,59.9,2.42,4.62,51.7,0.38,1.71,35.67
"8207",23805422,4.92,60.39,0,1.48,29.1,5.03,54.7,0,1.12,35.69
"8208",23805424,0,94.29,0,0,5.72,2.28,68.11,0,0,29.23
"8209",23805426,3.12,68.28,0.64,0,20.41,3.12,68.28,0.64,0,20.41
"8210",23805428,4.62,60.31,0,1.68,30.47,4.62,60.31,0,1.68,30.47
"8211",23805430,0.8,54.05,0.16,0,41.91,0.8,54.05,0.16,0,41.91
"8212",23805432,1.06,67.59,1.73,0,29.23,3.01,62.37,0.83,0.73,31.2
"8213",23805434,1.91,62.09,0.34,0,28.56,1.91,62.09,0.34,0,28.56
"8214",23805436,4.26,31.64,0,1.48,56.94,4.26,31.64,0,1.48,56.94
"8215",23805438,3.28,56.53,0,0,38.53,3.62,48.04,0,0.51,44.81
"8216",23805440,2.08,67.05,0,4.67,25.52,2.08,67.05,0,4.67,25.52
"8217",23805442,5.69,17.13,0,0,38.55,5.69,17.13,0,0,38.55
"8218",23805444,0.84,49.99,0,3.06,39.04,1.44,54.53,0,2.34,35.64
"8219",23805446,0,68.82,0.04,0,31.03,0.56,67.94,0.03,0,30.41
"8220",23805448,2.45,64.95,0,0,28.31,2.45,64.95,0,0,28.31
"8221",23805450,3.15,79.85,0,5.56,10.79,3.15,79.85,0,5.56,10.79
"8222",23805452,4.21,22.05,0,0,41.74,4.89,19.8,0,0,40.28
"8223",23805454,3.35,69.27,0,0,24.58,3.35,69.27,0,0,24.58
"8224",23805456,1.12,58.04,0.37,0,29.34,1.58,59.92,0.29,0,28.2
"8225",23805458,0.14,25.82,0.52,0,66.68,0.14,25.82,0.52,0,66.68
"8226",23805460,0.05,35.28,0,0,54.95,0.24,35.74,0,0,48.14
"8227",23805462,11.54,64.43,0,0,20.19,11.54,64.43,0,0,20.19
"8228",23805464,4.8,70.96,0,5.56,10.61,3.71,49.87,0,0.91,42.07
"8229",23805466,9.26,67.54,0.08,0.2,20.17,9.26,67.54,0.08,0.2,20.17
"8230",23805468,3.11,52.65,0.94,3.95,33.8,3.12,62.92,0.59,4.56,25.12
"8231",23805470,5.28,55.79,0,4.58,31.85,5.28,55.79,0,4.58,31.85
"8232",23805472,2.64,50.27,0.51,12.46,31.2,2.9,60.28,0.58,5.53,25.2
"8233",23805474,1.83,54.11,0,20.47,16.08,1.83,54.11,0,20.47,16.08
"8234",23805476,0,0,1.72,98.28,0,2.66,57.99,0.51,9.99,23.12
"8235",23805478,3.23,59.56,0.16,1.04,34.1,3.23,59.56,0.16,1.04,34.1
"8236",23805480,4.9,94.97,0,0,0,7.45,91.68,0,0,0.72
"8237",23805482,5.83,48.56,0,24.65,16.13,5.57,51.95,0,15.24,23.5
"8238",23805484,0,82.77,0,0,14.94,0.19,59.87,0,0,29.16
"8239",23805486,13.94,83.3,0,0,2.56,13.94,83.3,0,0,2.56
"8240",23805488,5.75,43.87,0,15.58,26.14,5.75,43.87,0,15.58,26.14
"8241",23805490,7.58,56.64,0,15.51,15.32,7.58,56.64,0,15.51,15.32
"8242",23805492,4.72,49,0,11.21,27.43,4.72,49,0,11.21,27.43
"8243",23805494,6.87,53.33,2.04,4.23,28.7,6.87,53.33,2.04,4.23,28.7
"8244",23805496,3.2,57.76,2.66,8.33,25.36,3.47,53.61,1.26,4.42,34.16
"8245",23805498,9.42,46.63,0,1.25,40.38,9.42,46.63,0,1.25,40.38
"8246",23805500,0.26,51.39,0,0,34.42,0.26,51.39,0,0,34.42
"8247",23805502,9.03,50.64,1.06,25.58,7.01,6.43,45.28,0.22,17.66,22.16
"8248",23805504,18.04,0,0,81.96,0,6.32,48.87,0,19.2,22.11
"8249",23805506,11.54,9.05,0,79.4,0,6.43,49.19,0,18.17,20.26
"8250",23805508,2.06,57.18,0.23,0,40.28,2.06,57.18,0.23,0,40.28
"8251",23805510,4.74,70.58,1,0,18.2,2.26,58.21,0.29,0,38.59
"8252",23805512,0,38.17,0,0,46.47,0,38.17,0,0,46.47
"8253",23805514,0.6,91.22,0.05,0,8.06,0.35,68.75,0.03,0,24.33
"8254",23805516,4.32,33.94,0,9.04,51.83,4.32,33.94,0,9.04,51.83
"8255",23805518,0.5,62.93,0,2.21,30,0.5,62.93,0,2.21,30
"8256",23805520,8.95,70.38,1.58,0,15.6,8.95,70.38,1.58,0,15.6
"8257",23805522,6.03,61.39,0.53,21.64,4.1,6.03,61.39,0.53,21.64,4.1
"8258",23805524,5.15,35.8,2.36,22.58,10.68,5.15,35.8,2.36,22.58,10.68
"8259",23805526,5.52,43.46,8.65,16.98,22.94,3.94,50.64,4.58,8.71,30.56
"8260",23805528,3.06,41.38,1.66,8.55,39.51,3.23,40.28,1.26,6.7,43.38
"8261",23805530,24.24,25.76,41.67,8.33,0,5.06,42.64,2.16,10.11,36.4
"8262",23805532,8.88,52.31,4.04,18.08,14.92,7.41,46.42,2.74,15.19,26.75
"8263",23805534,4.43,57.22,0.24,9.6,27.68,4.43,57.22,0.24,9.6,27.68
"8264",23805536,4.66,52.46,0.23,35.33,0.39,2.22,58.59,0.1,15.96,17.71
"8265",23805538,8.67,29.11,1.82,52.25,3.31,7.67,36.79,1.09,37.51,11.49
"8266",23805540,4.31,49.91,0,26.38,9.2,4.31,49.91,0,26.38,9.2
"8267",23805542,4.42,71.49,0,1.94,20.28,5.51,71.22,0.38,1.47,19.15
"8268",23805544,12.57,22.45,17.02,36.37,5.99,5.88,42.03,5.26,13.78,29.76
"8269",23805546,10.41,63.64,0,3.07,14.85,10.41,63.64,0,3.07,14.85
"8270",23805548,5.47,72.15,0,0,18.89,5.47,72.15,0,0,18.89
"8271",23805550,37.13,2.51,0,60.36,0,37.13,2.51,0,60.36,0
"8272",23805552,14.35,17.76,1.24,59.12,5.43,14.35,17.76,1.24,59.12,5.43
"8273",23805554,9.15,34.68,0.8,48.84,4.03,7.12,41.07,0.46,39.42,6.2
"8274",23805556,5.3,51.96,1.91,24.91,11.44,6.04,51.02,1.57,20.7,16.59
"8275",23805558,30.84,20.16,4.91,40.18,0.67,30.84,20.16,4.91,40.18,0.67
"8276",23805560,0.55,86.74,0.07,0,12.59,0.55,86.74,0.07,0,12.59
"8277",23805562,0,0,64.21,35.8,0,6.22,48.37,1.87,24.98,14.14
"8278",23805564,0,0,57.14,42.86,0,5.94,41.95,2.4,34.39,11.67
"8279",23805566,28.73,0.7,0,70.32,0.25,28.73,0.7,0,70.32,0.25
"8280",23805568,5.54,23.37,0.38,61.81,7.81,5.54,23.37,0.38,61.81,7.81
"8281",23805570,4.61,11.61,4.85,78.94,0,4.61,11.61,4.85,78.94,0
"8282",23805572,5.8,1.49,1.72,91,0,5.8,1.49,1.72,91,0
"8283",23805574,7.53,0,0.24,92.23,0,15.47,0.26,0.15,84.03,0.09
"8284",23805576,31.93,25.01,0,41.67,0,31.93,25.01,0,41.67,0
"8285",23805578,6.36,21.95,0,0,43.67,6.36,21.95,0,0,43.67
"8286",23805580,1.47,34.79,0,0,41.83,2.47,32.17,0,0,42.21
"8287",23805582,1.37,0,0,97.86,0,5.17,1.27,1.48,91.98,0
"8288",23805584,6.51,0,0,93.49,0,6.51,0,0,93.49,0
"8289",23805586,6,0.62,2.54,90.68,0.16,16.73,1.27,1.66,80.24,0.1
"8290",23805588,3.29,0.21,3.12,91.76,0.21,10.6,0.86,1.67,86.58,0.07
"8291",23805590,8.39,0,1.85,89.1,0.08,6.85,0.61,1.67,90.47,0.04
"8292",23805592,17.1,45.83,0,27.16,8.84,17.1,45.83,0,27.16,8.84
"8293",23805594,10.27,14.17,1.18,72.68,0.51,10.27,14.17,1.18,72.68,0.51
"8294",23805596,4.62,0,0,95.38,0,4.62,0,0,95.38,0
"8295",23805598,8.78,0,0,91.22,0,8.78,0,0,91.22,0
"8296",23805600,3.02,88.5,0.42,0,3.65,1.39,75.22,0.19,0,20.3
"8297",23805602,5.8,18.36,1.08,70.55,2.08,5.8,18.36,1.08,70.55,2.08
"8298",23805604,4.81,13.73,0.76,78.88,0,4.81,13.73,0.76,78.88,0
"8299",23805606,4.46,20.71,0,63.58,9.49,4.46,20.71,0,63.58,9.49
"8300",23805608,7.48,0,0.77,91.75,0,8.44,0,0.2,91.35,0
"8301",23805610,10.38,62.78,0,20.59,0.64,10.38,62.78,0,20.59,0.64
"8302",23805612,14.78,48.01,0,29.67,0.16,15.78,47.08,0,28.6,3.87
"8303",23805614,1.94,88.69,0,0,9.28,1.94,88.69,0,0,9.28
"8304",23805616,29.92,0,0,70.07,0,29.92,0,0,70.07,0
"8305",23805618,11.16,7.11,0.1,79.63,0.32,11.16,7.11,0.1,79.63,0.32
"8306",23805620,19.92,5.35,0.19,72.11,0,15.48,42.29,0.04,35.28,2.48
"8307",23805622,11.89,5.77,0,82.33,0,11.89,5.77,0,82.33,0
"8308",23805624,16.48,15.5,0.85,66.19,0,5.42,17.77,0.34,69.43,5.32
"8309",23805626,8.11,10.81,32.43,32.43,0,14.73,43.86,0.2,29.74,5.55
"8310",23805628,0,63.97,0,0,34.42,0,63.97,0,0,34.42
"8311",23805630,2.04,88.68,0,0,8.43,2.04,88.68,0,0,8.43
"8312",23805632,14.28,45,0.16,26.2,7.52,14.28,45,0.16,26.2,7.52
"8313",23805634,31.78,1.2,2,65.02,0,8.36,13.96,0.34,72.38,3.74
"8314",23805636,0,26.32,47.37,5.26,0,20.99,8.1,0.95,66.99,1.9
"8315",23805638,2.11,24.12,0.42,23.04,43.81,1.42,20.54,0.28,15.57,54.81
"8316",23805642,11.39,15.22,0.62,62.75,6.32,11.39,15.22,0.62,62.75,6.32
"8317",23805644,0.87,56.91,0.23,0,15.13,0.87,56.91,0.23,0,15.13
"8318",23805646,44.29,0,0.88,54.51,0,21.66,4.35,0.26,72.45,0.2
"8319",23805648,21.46,1.55,6.13,70.49,0.19,32.33,2.83,1.43,62.21,0.26
"8320",23805650,5.12,0.77,0.3,93.58,0.23,5.36,0.63,0.25,93.56,0.19
"8321",23805652,0,13.06,0,0,77.73,0,13.06,0,0,77.73
"8322",23805654,65.56,0,1.16,31.82,0.45,65.56,0,1.16,31.82,0.45
"8323",23805656,65.23,1.23,0,32.67,0,65.23,1.23,0,32.67,0
"8324",23805658,0,45.65,0,0,50.87,0,45.65,0,0,50.87
"8325",23805660,6.61,3.61,3.33,85.64,0.83,5.97,2.43,2.24,88.82,0.56
"8326",23805662,91.28,1.73,0.5,5.47,0.2,79.11,1.5,0.27,18.17,0.11
"8327",23805664,81.07,0,0,17.63,0,82.94,1.11,0.2,14.73,0.08
"8328",23805666,0,10.78,0,0,79.48,0,10.78,0,0,79.48
"8329",23805668,2.79,32.09,0,0,11.72,2.79,32.09,0,0,11.72
"8330",23805670,2.98,47.87,0.34,16.61,27.02,2.98,47.87,0.34,16.61,27.02
"8331",23805672,98.82,0,0,0,0,98.82,0,0,0,0
"8332",23805674,1.37,40.74,0.1,0,51.11,1.21,41.31,0.09,0,51.08
"8333",23805676,2.28,28.76,0,0,51.53,2.28,28.76,0,0,51.53
"8334",23805678,3.13,71.88,0,0,20.18,3.13,71.88,0,0,20.18
"8335",23805680,81.46,1.22,1.76,14.87,0.15,81.46,1.22,1.76,14.87,0.15
"8336",23805682,7.65,22.1,0,0,8.5,7.65,22.1,0,0,8.5
"8337",23805684,3.4,85.33,0,0,2.3,3.28,75.48,0,0,4.04
"8338",23805686,96.92,3.04,0,0,0.05,96.92,3.04,0,0,0.05
"8339",23805688,1.24,34.24,0.13,1.27,54.42,1.11,31.89,0.12,1.14,56.94
"8340",23805690,8.72,20.91,0.81,59.34,5.04,8.72,20.91,0.81,59.34,5.04
"8341",23805692,4.88,37.44,0,0.73,51.58,3.93,34.27,0,0.46,51.56
"8342",23805694,8.86,23.85,0.54,45.49,21,8.86,23.85,0.54,45.49,21
"8343",23805696,25.29,0,0,69,0,7.1,27.37,0.87,24.21,32.33
"8344",23805698,88.91,10.29,0,0,0.49,88.91,10.29,0,0,0.49
"8345",23805700,0.77,61.54,10,0,11.54,3.84,35.03,0.28,0.45,50.45
"8346",23805702,96,0,0.44,2.02,0,96,0,0.44,2.02,0
"8347",23805704,1.82,56.15,0,0,29.51,2.14,59.95,0,0,27.26
"8348",23805706,3.99,32.21,1.07,13.3,39.43,3.99,32.21,1.07,13.3,39.43
"8349",23805708,8.37,37.31,5.46,1.24,30.42,2.27,32.75,0.97,1.16,52.71
"8350",23805710,2.28,28.54,0,0,50.05,2.28,28.54,0,0,50.05
"8351",23805712,0,0,1.39,86.63,3.34,2.96,17.02,2.75,65.46,8.97
"8352",23805714,3.63,20.91,3.06,60.61,10.26,3.63,20.91,3.06,60.61,10.26
"8353",23805716,98.97,0.13,0.14,0.27,0,98.66,0.55,0.12,0.23,0.01
"8354",23805718,95.35,1.63,1.28,1.55,0.18,95.35,1.63,1.28,1.55,0.18
"8355",23805720,15.05,0.11,2.17,82.44,0,9.32,19.65,1.2,43.44,20.65
"8356",23805722,62.12,0.76,20.19,7.08,0.28,62.12,0.76,20.19,7.08,0.28
"8357",23805724,73.76,24.02,0.69,0,0.88,73.76,24.02,0.69,0,0.88
"8358",23805726,0.94,79.08,0,0,8.91,1.3,76.02,0,0,8.89
"8359",23805728,8.72,0.68,1.53,89.08,0,8.72,0.68,1.53,89.08,0
"8360",23805730,12.63,0,8.44,77.38,1.56,7.04,9.83,5.15,70.49,5.84
"8361",23805732,0,7.45,14.36,78.19,0,10.62,17.06,0.77,62.83,2.03
"8362",23805734,94.91,0,1.86,2.98,0,94.91,0,1.86,2.98,0
"8363",23805736,23.94,1.83,4.06,68.97,0,8.44,14.6,1.45,64.99,4.35
"8364",23805738,6.5,0,0,83.74,0,5.43,17.06,0.94,64.22,5.19
"8365",23805740,80.36,16.56,0,0,1.41,80.36,16.56,0,0,1.41
"8366",23805742,8.58,32.22,1.75,51.33,4.29,8.58,32.22,1.75,51.33,4.29
"8367",23805744,20.87,0,26.38,23.56,3.2,20.87,0,26.38,23.56,3.2
"8368",23805746,100,0,0,0,0,82.98,14.35,0,0,1.22
"8369",23805748,3.21,33.59,0,0.66,51.21,3.21,33.59,0,0.66,51.21
"8370",23805750,28.54,3.43,1.34,59.68,0,28.54,3.43,1.34,59.68,0
"8371",23805752,5.25,19.97,1.1,60.9,6.07,5.25,19.97,1.1,60.9,6.07
"8372",23805754,18.53,2.44,1.78,75.8,0.17,10.79,17.2,0.57,62.6,2.07
"8373",23805756,84.04,0,0,13.46,0.58,37.52,2.87,1.13,52.19,0.09
"8374",23805758,77.86,21.63,0,0,0.51,80.31,18.13,0,0,0.85
"8375",23805760,0,42.95,0,0,47.57,0,42.95,0,0,47.57
"8376",23805762,55.75,8.54,4.88,26.48,0,40.29,3.74,1.69,48.29,0.08
"8377",23805764,8.91,25.58,0.09,55.99,1.83,8.91,25.58,0.09,55.99,1.83
"8378",23805766,20.32,6.58,0,70.84,0.47,8.96,22.05,0.12,57.5,4.13
"8379",23805768,51.88,47.37,0.75,0,0,51.88,47.37,0.75,0,0
"8380",23805770,1.56,0,1.3,83.68,0,5.08,27.34,0.16,52.94,5.37
"8381",23805772,94.64,5.36,0,0,0,94.64,5.36,0,0,0
"8382",23805774,0,0,0,47.37,0,6.47,33.98,0,47.4,0.35
"8383",23805776,99.99,0,0,0,0,99.88,0.12,0,0,0
"8384",23805778,2.13,45.4,0,0,51.33,2.13,45.4,0,0,51.33
"8385",23805780,0,0,0,77.96,0,5.16,29.94,0,49.13,8.83
"8386",23805782,6.27,24.54,0,56.75,1.67,6.27,24.54,0,56.75,1.67
"8387",23805784,0,0,0,74.07,0,6.62,34.75,0,47.4,0.36
"8388",23805786,77.95,21.25,0.39,0,0,77.95,21.25,0.39,0,0
"8389",23805788,0,2.48,0,67.76,0,7.07,37.12,0,45.58,0.38
"8390",23805790,60.07,39.92,0,0,0,60.07,39.92,0,0,0
"8391",23805792,51.88,47.37,0.75,0,0,51.88,47.37,0.75,0,0
"8392",23805794,2.08,51.56,1.1,3.35,41.41,2.08,51.56,1.1,3.35,41.41
"8393",23805796,9.91,0,3.62,76.81,0,5.08,17.82,1.5,62.51,6.27
"8394",23805800,81.31,18.69,0,0,0,80.78,18.39,0,0,0.46
"8395",23805802,54.86,30.08,15.04,0,0,56.89,41.94,1.16,0,0
"8396",23805804,0.53,41.25,0,0,42.11,0.53,41.25,0,0,42.11
"8397",23805806,10.16,2.5,1.89,80.97,0.13,6.81,12.6,1.63,68.79,4.18
"8398",23805808,78.29,21,0,0,0.7,78.29,21,0,0,0.7
"8399",23805810,8.34,43.37,0,41.58,0.45,8.34,43.37,0,41.58,0.45
"8400",23805812,6.87,10.35,2.29,76.14,1.26,4.41,26.98,0.52,50.87,11.72
