"comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t","basin","tot_loc","tot_acm"
23099548,1.40860449879886,0.0655164883162263,0.93906966586591,30.9347018999782,66.6521074470408,5.61737641771881,33.3190669805264,1.76546115985448,16.0603466723732,43.2377487695271,"Yakima",100,100
23099550,0,0,0.709987966305656,0,99.2900120336944,5.61737641771881,33.351166274342,1.76546115985448,16.0603466723732,43.2056494757115,"Yakima",100,100
23099552,4.71649484536082,0,0,0.438144329896907,94.8453608247423,5.61677543596876,33.3582967797154,1.7652722798759,16.0586284369316,43.2010270675083,"Yakima",100,100
23099554,2.65753742601834,0,0.301729140071951,0.16246953696182,96.8782638969479,5.61677543596876,33.3582967797154,1.7652722798759,16.0586284369316,43.2010270675083,"Yakima",100,100
23099558,9.60029426189308,0,0,0,90.3997057381069,5.61557385816665,33.3939458765643,1.76489464113809,16.0872820622526,43.1383035618783,"Yakima",100,100
23099560,4.70501293262717,0,1.49033132159133,7.13142012563124,86.6732356201503,5.61557385816665,33.3939458765643,1.76489464113809,16.0872820622526,43.1383035618783,"Yakima",100,100
23099562,7.94745484400657,0,3.03229337712096,42.0470717022441,46.9731800766284,5.61617458279846,33.3975181857082,1.76508344030809,16.0890029952931,43.1322207958922,"Yakima",100,100
23099564,24.2931015513258,0,0.693145560567719,16.7015073165365,58.31224557157,5.62566844919786,33.4010695187166,1.76470588235294,16.0855614973262,43.1229946524064,"Yakima",100,100
23099566,40.4363873208858,0.66217976552323,1.31350412505428,16.7824576639166,40.8054711246201,5.60487752700824,33.436731201198,1.76489464113809,16.0872820622526,43.106214568403,"Yakima",100,100
23099568,24.9192287649818,0.218863991662324,0.552371026576342,41.8863991662324,32.4231370505472,5.60427807486631,33.4438502673797,1.76470588235294,16.0855614973262,43.1016042780749,"Yakima",100,100
23099570,3.51801137560565,0,0.58984621866442,38.0872129766168,57.8049294291131,5.59298470751791,33.4616618543471,1.76451716393969,16.0731472569779,43.1076890172174,"Yakima",100,100
23099572,69.4580255903464,0,0.509726412150213,23.7594923541038,6.27275564339956,5.59358288770054,33.475935828877,1.76470588235294,16.0641711229947,43.1016042780749,"Yakima",100,100
23099576,64.3686502177068,0,0,8.14845531826664,27.4828944640265,5.553772070626,33.7185660781166,1.77635098983414,15.8052434456929,43.1460674157303,"Yakima",100,100
23099578,33.0803289057559,0,0,23.719165085389,43.2005060088552,5.55317783008774,33.714958270918,1.77616092445966,15.8142520864541,43.1414508880805,"Yakima",100,100
23099580,34.2730733614569,0,0,58.0512398394897,7.6756867990534,5.53177830087738,33.7363578001284,1.78686068906484,15.8142520864541,43.1307511234753,"Yakima",100,100
23099584,31.7739520958084,0,2.34530938123752,10.3667664670659,55.5139720558882,5.53118647694447,33.7434470953247,1.78666951963197,15.8018615598588,43.1368353482401,"Yakima",100,100
23099586,20.9992105559941,0.958610578549679,2.85327619262434,21.5630991316116,53.6258035412203,5.53118647694447,33.7434470953247,1.78666951963197,15.8018615598588,43.1368353482401,"Yakima",100,100
23099588,41.2791454995441,0,5.50996483001172,0,53.2108896704442,5.53118647694447,33.7434470953247,1.78666951963197,15.8018615598588,43.1368353482401,"Yakima",100,100
23099590,8.36905490916513,0.949173300673607,4.4294754031435,37.4362114717289,48.8160849152888,5.53118647694447,33.7434470953247,1.78666951963197,15.8018615598588,43.1368353482401,"Yakima",100,100
23099594,31.1583494373082,0,0.647948164146868,3.91042400818461,64.2832783903603,5.54010695187166,34.0106951871658,1.79679144385027,15.5614973262032,43.0909090909091,"Yakima",100,100
23099596,9.04051172707889,0,0,0,90.9594882729211,5.53000320889935,34.0143330837523,1.79698363461333,15.5631618354904,43.0955182372446,"Yakima",100,100
23099598,4.77349703640982,0,0.296359017781541,0.158763759525826,94.7713801862828,5.53000320889935,34.0250294149107,1.79698363461333,15.5631618354904,43.0848219060862,"Yakima",100,100
23099600,6.47375646847608,0,0.654768190938853,23.687823423804,69.1836519167811,5.53000320889935,34.0357257460691,1.79698363461333,15.5631618354904,43.0741255749278,"Yakima",100,100
23099602,6.60889538525788,0.563792023386928,0.929212779285864,41.9398621841721,49.9582376278973,5.53000320889935,34.0464220772275,1.79698363461333,15.5631618354904,43.0634292437694,"Yakima",100,100
23099606,12.8440366972477,0,4.58715596330275,48.6238532110092,33.9449541284404,5.53059477963201,34.1142490372272,1.79717586649551,15.4685494223363,43.0894308943089,"Yakima",100,100
23099608,8.13271927988277,0.0837345614402344,1.30835252250366,28.7104877538204,61.7647058823529,5.53059477963201,34.1142490372272,1.79717586649551,15.4685494223363,43.0894308943089,"Yakima",100,100
23099610,46.2325674726598,0,0.68225142971807,51.7106451289254,1.3745359686967,7.06059627596599,0,0.139920353029814,48.0680228177806,44.7314605532235,"Yakima",100,100
23099612,27.5,0,0,72.5,0,6.96447793326157,0,0.139935414424112,48.0624327233584,44.8331539289559,"Yakima",100,100
23099614,18.6319765002098,0.262274443978179,2.29752412924885,66.6596726814939,12.1485522450692,6.94369684573151,0,0.139950479061255,48.0568414253418,44.8595112498654,"Yakima",100,100
23099616,21.6877462160481,0,0.352477710968277,73.8959154053494,4.06386066763425,6.71119250242379,0,0.0861790369492621,47.6893245717979,45.513303888829,"Yakima",100,100
23099618,26.7742275651165,0,0,71.9603501001793,1.26542233470421,3.15183132268232,0,0.0217367677426367,41.4628844690794,55.3635474404956,"Yakima",100,100
23099620,9.05440674563341,0,6.41437462356956,67.5466773740213,16.9845412567757,2.83726492010001,0,0.0217414936406131,41.0370692466572,56.1039243396021,"Yakima",100,100
23099622,4.04444889378316,0,0.110121133246571,87.726499149064,8.1189308239063,2.75419116046157,0,0.0108861310690181,40.2024820378837,57.0324406705857,"Yakima",100,100
23099624,8.3991600839916,0,0,91.6008399160084,0,1.98052666519141,0,0,33.9013055985838,64.1181677362248,"Yakima",100,100
23099626,3.80961903809619,0,0,93.8106189381062,2.37976202379762,1.75282893277124,0,0,31.6063900599068,66.6407810073219,"Yakima",100,100
23099628,3.60321715817694,0,0,66.0375335120643,30.3592493297587,1.72260502333852,0,0,30.4289842187153,67.8484107579462,"Yakima",100,100
23099630,4.11257772444638,0,0,69.7174648194611,26.1699574560925,1.54960981047938,0,0,27.2129319955407,71.2374581939799,"Yakima",100,100
23099638,0,0,0,0,100,1.51228733459357,0,0,39.7211720226843,58.7665406427221,"Yakima",100,100
23099640,0,0,0,0,100,1.66471277842907,0,0,43.8804220398593,54.4548651817116,"Yakima",100,100
23099646,0,0,0,0,100,2.02724795640327,0,0,53.3079019073569,44.6648501362398,"Yakima",100,100
23099648,0,0,0,0,100,2.0474842082335,0,0,53.6811152254411,44.2714005663254,"Yakima",100,100
23099650,0.169734952343648,0,0,0,99.8302650476563,2.07766779071032,0,0,54.6502773849668,43.2720548243229,"Yakima",100,100
23099652,0.777732296356938,0,0,32.8694228407695,66.3528448628735,1.69474427519419,0,0,71.5525068092404,26.7527489155654,"Yakima",100,100
23099654,2.31,0,0,96.15,1.54,2.31,0,0,96.15,1.54,"Yakima",100,100
23099656,22.6500566251416,0.0102954802841553,1.40018531864511,39.9670544630907,35.9724081128385,5.53237025147137,34.6816479400749,1.82985553772071,14.9063670411985,43.0497592295345,"Yakima",100,100
23099658,53.2605304212168,0,0.707228289131565,41.1648465938638,4.86739469578783,5.48003853152092,34.7961040351065,1.81954404366906,14.8239323557744,43.0803810339291,"Yakima",100,100
23099660,92.8571428571429,0,1.19047619047619,0,5.95238095238095,5.46992078783986,34.7998287304646,1.81973881395847,14.8255191607793,43.0849925069578,"Yakima",100,100
23099664,27.1763972574278,0,0.560980677332225,32.0486183253688,40.2140037398712,5.44909538593298,34.846376190986,1.81993362595011,14.7521678621133,43.1324269350177,"Yakima",100,100
23099666,9.90411969234011,0.031608892635128,1.53829944157623,47.3922663576019,41.1337056158466,5.38370972920903,34.9673552392165,1.83024724392593,14.6740875521781,43.1446002354704,"Yakima",100,100
23099668,9.23317683881064,0,2.42566510172144,19.9269692227439,68.414188836724,5.36287732819525,35.0995504174695,1.83044315992293,14.5472061657033,43.1599229287091,"Yakima",100,100
23099670,50.6480356419603,0,0,45.3726204941272,3.97934386391251,5.36345145059415,35.1033079970025,1.83063911786747,14.5487635156835,43.1538379188524,"Yakima",100,100
23099672,27.0442842430484,0.0514933058702369,0.175077239958805,64.6035015447992,8.12564366632338,5.34261241970021,35.1177730192719,1.83083511777302,14.5396145610278,43.169164882227,"Yakima",100,100
23099674,8.61391396707382,0,0.807222517259692,48.1147105682422,42.4641529474243,5.33190578158458,35.1391862955032,1.83083511777302,14.5074946466809,43.1905781584582,"Yakima",100,100
23099676,10.2873938602221,0,5.1817983888526,79.0333115610712,5.49749618985413,5.33190578158458,35.1498929336188,1.83083511777302,14.4967880085653,43.1905781584582,"Yakima",100,100
23099678,12.4158641400021,0.0207103655379517,2.44382313347831,68.1060370715543,17.0135652894274,5.27893778777171,35.2179034157833,1.83103115965307,14.4019702323589,43.270157404433,"Yakima",100,100
23099680,0,0,100,0,0,5.24681443409359,35.4213513224114,1.84173894421244,14.1128600492558,43.3772352500268,"Yakima",100,100
23099682,5.63655030800821,0,49.4969199178645,22.3203285420945,22.5462012320329,5.24681443409359,35.4320591069708,1.83103115965307,14.1021522646964,43.3879430345861,"Yakima",100,100
23099684,2.04321780059906,0,81.5896448438168,12.3234916559692,4.04364569961489,5.10433386837881,36.5543071161049,1.87265917602996,13.0765115034778,43.3921883360086,"Yakima",100,100
23099686,5.83621918924425,0.0305561214096557,11.1529843145243,77.9486657160318,5.03157465878998,5.11394030170108,36.7390606611747,1.86155985877822,12.9881245319354,43.2973146464106,"Yakima",100,100
23099688,8.06434654610451,0,26.6743770371149,50.2260540426874,15.0352223740932,5.11448748127541,36.8392895356302,1.84035951209073,12.8076182323989,43.3982452386048,"Yakima",100,100
23099690,4.93601462522852,0.0304692260816575,10.6642291285801,69.124517570587,15.2447694495227,5.11394030170108,36.8567454798331,1.82946399914411,12.7848507542527,43.414999465069,"Yakima",100,100
23099692,0.418507323878168,0,64.1594977912114,23.750290630086,11.6717042548245,5.11612972278711,37.1294016911056,1.80884084341218,12.6083699026009,43.3372578400942,"Yakima",100,100
23099694,4.35987634580535,0,37.000319795331,56.0921010553246,2.54770280353907,5.44013707431998,39.4624116513172,1.89548083101307,14.1250803169844,39.0768901263654,"Yakima",100,100
23099696,0.584076237319397,0,95.6450455989343,3.77087816374629,0,5.44013707431998,39.4945384450632,1.87406296851574,14.0929535232384,39.0983079888627,"Yakima",100,100
23099698,5.93490091385152,0.205359893212856,22.8257521306089,61.5463599958928,9.48762706643392,5.44071971725394,39.4987683410089,1.86355360394131,14.0944628895791,39.1024954482168,"Yakima",100,100
23099700,5.61797752808989,0,79.7752808988764,0,14.6067415730337,5.44071971725394,39.5523187319267,1.8314233693906,14.0302024204777,39.145335760951,"Yakima",100,100
23099702,5.71370268339965,0,9.13172125293337,83.5833078257321,1.5712682379349,5.44071971725394,39.5523187319267,1.8314233693906,14.0302024204777,39.145335760951,"Yakima",100,100
23099704,0,0,96.64,0,3.36,5.44071971725394,39.5630288101103,1.8314233693906,14.0087822641105,39.1560458391346,"Yakima",100,100
23099706,0,0,96.64,0,3.36,5.44071971725394,39.5630288101103,1.8314233693906,14.0087822641105,39.1560458391346,"Yakima",100,100
23099708,0,0,54.96,45.04,0,5.44071971725394,39.5630288101103,1.8314233693906,14.0087822641105,39.1560458391346,"Yakima",100,100
23099710,0,0,78.3708800355122,21.6291199644878,0,5.44013707431998,39.5695009638038,1.8312272435211,14.0072820732491,39.151852645106,"Yakima",100,100
23099712,3.90070921985816,0,14.3363728470111,80.1925025329281,1.57041540020263,5.44071971725394,39.5737388882939,1.82071329120703,14.0087822641105,39.1560458391346,"Yakima",100,100
23099714,3.47179800447974,0,40.5009163103238,41.0201588271228,15.0071268580737,5.44071971725394,39.5844489664775,1.82071329120703,13.9766520295598,39.1774659955018,"Yakima",100,100
23099716,5.26083112290009,0,40.605658709107,51.8788682581786,2.25464190981432,5.45084600556864,39.6016277575498,1.79910044977511,13.9644463482544,39.183979438852,"Yakima",100,100
23099718,6.07221006564551,0,44.0043763676149,33.8293216630197,16.0940919037199,5.45084600556864,39.6016277575498,1.79910044977511,13.9644463482544,39.183979438852,"Yakima",100,100
23099720,3.53313591340754,0,27.5400796487287,62.6978453997753,6.22893903808843,5.4502623407217,39.6080950851269,1.79890780597494,13.9629510654246,39.1797837027519,"Yakima",100,100
23099722,4.54735521639139,0,36.3683880409785,54.5369015262388,4.54735521639139,5.51724137931035,41.9827586206897,1.58405172413793,13.0926724137931,37.823275862069,"Yakima",100,100
23099724,22.1920668058455,0,44.937369519833,29.7181628392484,3.15240083507307,5.51724137931035,41.9827586206897,1.58405172413793,13.0926724137931,37.823275862069,"Yakima",100,100
23099726,53.7925519762394,0,42.4034726981951,1.58784555631711,2.21612976924834,5.51664691304816,41.9782351039759,1.58388104730094,13.0912617174873,37.8299752181877,"Yakima",100,100
23099728,16.6559416559417,0,36.6044616044616,46.7395967395967,0,5.51605257487611,41.9844861021332,1.58371040723982,13.0898513251454,37.8258995906055,"Yakima",100,100
23099732,43.038271894811,0,33.0476637708382,20.873444470533,3.0406198638178,5.26770293609672,43.7284110535406,1.57599309153713,10.589378238342,38.8385146804836,"Yakima",100,100
23099734,50.6652587117212,0,30.0316789862724,18.1520591341077,1.15100316789863,5.25804361908875,43.7486503994818,1.57633340531203,10.5592744547614,38.8576981213561,"Yakima",100,100
23099736,12.3768272874932,0,47.3308067135896,38.8197076340011,1.47265836491608,5.24724681494278,43.7918376160656,1.55473979702008,10.5160872381775,38.890088533794,"Yakima",100,100
23099742,8.68525067609736,0,10.9839816933638,63.0642812565009,17.2664863740379,5.24384980578334,44.0224428139836,1.53215364695727,10.3258523953388,38.875701337937,"Yakima",100,100
23099744,70.4772942787904,0,24.8235170161205,0,4.69918870508903,5.23362468975936,44.0919391388799,1.51073702384806,10.2514298046833,38.9122693428294,"Yakima",100,100
23099746,30.0702469975074,0,42.6580557443916,20.2809879900295,6.99070926807161,5.23362468975936,44.0919391388799,1.51073702384806,10.2514298046833,38.9122693428294,"Yakima",100,100
23099748,25.7771497779572,0,7.9430763019782,64.7557529269277,1.52402099313686,5.23305999136815,44.0871817004748,1.51057401812689,10.2503236944325,38.9188605955978,"Yakima",100,100
23099750,44.2334364664462,0,30.2677904619652,23.8557558945908,1.64301717699776,5.22283371101759,44.1566850113305,1.47836408762275,10.1758929534909,38.9662242365383,"Yakima",100,100
23099752,90.2737752161383,0,7.56484149855908,1.85261424454508,0.308769040757513,5.22227017695296,44.1519205869659,1.47820457488131,10.1747949935261,38.9728096676737,"Yakima",100,100
23099754,0,0,94.59,0,5.41,5.14341168859176,44.3605779598879,1.46646538710373,9.99568686650852,39.0338580979081,"Yakima",100,100
23099756,0,0,94.5433255269321,0,5.45667447306792,5.14341168859176,44.3605779598879,1.46646538710373,9.99568686650852,39.0338580979081,"Yakima",100,100
23099760,7.98754032706641,0,87.5514517743909,0,4.46100789854266,5.14396635393077,44.3653618030842,1.45583953413135,9.99676480103526,39.0380675078184,"Yakima",100,100
23099762,55.3355335533553,0,30.2030203020302,0.25002500250025,14.2114211421142,5.14341168859176,44.3713607936166,1.45568255337503,9.99568686650852,39.0338580979081,"Yakima",100,100
23099764,20.7965051305496,0,67.205120390125,0,11.9983744793254,5.14341168859176,44.3713607936166,1.45568255337503,9.99568686650852,39.0338580979081,"Yakima",100,100
23099766,5.18957345971564,0,74.063981042654,9.63270142180095,11.1137440758294,5.14341168859176,44.3713607936166,1.45568255337503,9.99568686650852,39.0338580979081,"Yakima",100,100
23099768,32.5488548014289,0,52.0172305106115,4.66484555578903,10.7690691321706,5.14341168859176,44.3713607936166,1.45568255337503,9.99568686650852,39.0338580979081,"Yakima",100,100
23099770,8.62640299305185,0,61.6034206306788,15.7135221806521,14.0566541956173,5.06738544474393,44.6145552560647,1.43396226415094,9.76819407008086,39.1159029649596,"Yakima",100,100
23099772,0,0,0,0,100,5.06738544474393,44.6253369272237,1.41239892183288,9.76819407008086,39.1266846361186,"Yakima",100,100
23099774,8.23542330075766,0,28.6263313934336,60.7884045239925,2.34984078181619,5.06738544474393,44.6253369272237,1.41239892183288,9.76819407008086,39.1266846361186,"Yakima",100,100
23099776,9.06918648854133,0,58.1948517432388,31.6063864450961,1.12957532312371,5.06738544474393,44.6253369272237,1.41239892183288,9.76819407008086,39.1266846361186,"Yakima",100,100
23099778,23.9399386697684,0.264354446441789,23.3583588875965,44.4432695357936,7.9940784603997,5.06738544474393,44.6253369272237,1.41239892183288,9.76819407008086,39.1266846361186,"Yakima",100,100
23099780,1.93517749020539,0,98.0648225097946,0,0,5.06683915480811,44.6420871065114,1.40146614920224,9.75636050021561,39.1332470892626,"Yakima",100,100
23099782,0,0,100,0,0,5.06683915480811,44.6420871065114,1.40146614920224,9.75636050021561,39.1332470892626,"Yakima",100,100
23099784,5.05949405059494,0,22.8477152284772,54.1145885411459,17.978202179782,5.06738544474393,44.6469002695418,1.40161725067385,9.7466307277628,39.1374663072776,"Yakima",100,100
23099786,7.18888888888889,0,50.9777777777778,41.8333333333333,0,5.06738544474393,44.6469002695418,1.40161725067385,9.7466307277628,39.1374663072776,"Yakima",100,100
23099788,4.07803372644109,0,81.6378265182409,14.284139755318,0,5.06738544474393,44.6469002695418,1.40161725067385,9.7466307277628,39.1374663072776,"Yakima",100,100
23099790,11.7659074660402,0,36.1556531508528,50.5157797977735,1.56265958533347,5.06738544474393,44.6469002695418,1.40161725067385,9.7466307277628,39.1374663072776,"Yakima",100,100
23099792,0,0,47.7591186223125,16.4188683281634,35.822013049524,5.05660377358491,44.6576819407008,1.39083557951482,9.7466307277628,39.1482479784367,"Yakima",100,100
23099794,0,0,82.5579921409558,0,17.4420078590442,5.05714901876213,44.6624973042916,1.3802027172741,9.74768169074833,39.1524692689239,"Yakima",100,100
23099798,16.1860168138768,0,60.6895817814196,19.5807172501862,3.5436841545174,5.05660377358491,44.6684636118598,1.3800539083558,9.7466307277628,39.1482479784367,"Yakima",100,100
23099800,1.36849132176235,0,93.5135736537606,0,5.11793502447708,5.05605864596809,44.6744286330315,1.36912462268219,9.74557999137559,39.1548081069426,"Yakima",100,100
23099802,16.1247032104883,0,38.1335810880562,27.7588520697842,17.9828636316713,5.05660377358491,44.6792452830189,1.35849056603774,9.7466307277628,39.1590296495957,"Yakima",100,100
23099804,20.9977737300142,0,26.3509411050395,44.7783849423194,7.872900222627,5.05660377358491,44.7008086253369,1.33692722371968,9.73584905660377,39.1698113207547,"Yakima",100,100
23099806,12.5668729675863,0.0524493863421798,6.78695059267806,33.0955627819154,47.498164271478,5.04527813712807,44.7175506683915,1.33678309616214,9.72401897369556,39.1763691246227,"Yakima",100,100
23099808,15.8077408498107,0,10.275557425326,40.5448043752629,33.3718973496003,5.04527813712807,44.7606727037516,1.32600258732212,9.70245795601552,39.1655886157827,"Yakima",100,100
23099810,14.2886513157895,0,17.5164473684211,27.7857730263158,40.4091282894737,5.02534239189043,44.7859376684999,1.31564757899277,9.68402890111075,39.1890434595061,"Yakima",100,100
23099812,6.19997610799188,0,61.0560267590491,32.743997132959,0,5.02480051757602,44.8350226439508,1.30472288117317,9.6614190209187,39.1740349363813,"Yakima",100,100
23099814,7.87567893783947,0,41.3498290082478,15.5300744317039,35.2444176222088,5.02480051757602,44.8350226439508,1.30472288117317,9.6614190209187,39.1740349363813,"Yakima",100,100
23099816,0,0,64.4093567251462,0,35.5906432748538,5.02480051757602,44.8458054776795,1.29394004744447,9.6614190209187,39.1740349363813,"Yakima",100,100
23099818,0.435531246834802,0,87.9266686923934,0,11.6378000607718,5.02480051757602,44.8458054776795,1.29394004744447,9.6614190209187,39.1740349363813,"Yakima",100,100
23099820,15.1276813074566,0,43.3401430030643,18.7129724208376,22.8192032686415,5.02371711944804,44.8361362656317,1.29366106080207,9.67011642949547,39.1763691246227,"Yakima",100,100
23099822,31.3153492262652,0,28.2831451275617,4.03596821413634,36.3655374320368,5.01401768384732,44.8781539788656,1.26159154625836,9.6614190209187,39.18481777011,"Yakima",100,100
23099824,32.6874738165061,0,44.3967322999581,11.3322161709258,11.58357771261,5.01401768384732,44.8781539788656,1.26159154625836,9.6614190209187,39.18481777011,"Yakima",100,100
